r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.41,15.0,4.1,92.7516504549317,431.5280487804878,396.51695419393207,50.67209182025231,2.2736440855403335,0.5082609555100578,20551.078444180082,20982.60649296057
0.82,23.4,1.3,39.0574395253026,594.0999999999999,94.07833221161597,14.66244948405216,2.1149272182736607,0.3245481239205984,1266.2458320398412,1860.345832039841
1.24,29.2,1.5,0.0,509.61306451612904,-230.9666121356334,72.28245954550724,2.359791963054629,0.5860884004470733,-7452.8400494724765,-6943.226984956347
1.64,36.2,1.1,0.0,404.7073780487805,-166.07317837036808,82.62635641611463,2.4022642595379247,0.6197960457647764,-5295.9457391885435,-4891.238361139763
2.06,44.0,1.1,0.0,373.4330582524272,-96.33160518047313,69.10715524615664,2.347003632679947,0.5753653788890399,-2418.2199846860694,-2044.7869264336423
2.47,52.1,1.2,0.0,324.7521457489878,-110.00080808334295,94.99892451976949,2.4555287271284527,0.6582160216546746,-3056.6650688746404,-2731.9129231256525
2.89,52.9,1.7,0.0,282.13238754325255,-94.58867505354503,103.01519962813443,2.4921051154184073,0.6823258669158007,-2534.5226889986875,-2252.390301455435
3.3,54.8,2.2,0.0,246.24354545454545,-77.292077373436,106.529961296648,2.5087973066664766,0.6927561487160323,-1964.8331292405799,-1718.5895837860344
3.71,55.0,2.5,0.0,218.75288409703504,-67.91348190644308,111.91173603387651,2.5352722478833662,0.7086014686649675,-1655.912424917346,-1437.159540820311
4.12,52.0,2.7,0.0,190.5544902912621,-68.77657025798271,123.67697760180253,2.5979133208270238,0.7429142446014921,-1664.7733575603033,-1474.2188672690413
