r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.09,11.2,2.02,170.52215343220794,1798.897777777778,5859.089994972348,39.05555044707448,2.2266849369774864,0.459839414702913,321287.8223461941,323086.7201239719
0.26,26.5,1.03,167.5635503231146,2794.943076923077,3269.1488068095473,40.639953661472354,2.2331953178082964,0.46682712555968864,105195.60844956522,107990.5515264883
0.43,33.7,1.03,13.930486059031514,2910.408372093024,-340.6982654600303,4.351412632372845,2.0479243157254485,0.22768869154670435,-2459.109670137509,451.29870195551484
0.6,32.7,1.12,0.0,2679.105666666667,-1379.8118659726067,41.3422818577763,2.2360675285188605,0.4698811151411485,-36175.26663482372,-33496.16096815705
0.77,33.7,1.03,0.0,2441.2723376623376,-1262.6230496453888,53.47945171756096,2.2848167576675853,0.519127176879299,-35220.230754011405,-32778.958416349065
0.94,35.7,2.24,0.0,2249.8138297872347,-1015.8182162299813,56.79021684057475,2.297960558734637,0.5316034660106256,-27912.93752222787,-25663.123692440633
1.11,37.8,3.35,0.0,2095.894144144144,-1059.3256023153963,72.18442811052049,2.3593957402954664,0.5857602680586761,-30617.503154972856,-28521.60901082871
1.28,41.8,3.35,0.0,1889.6431249999998,-1009.048239629061,83.51841831956101,2.406001398456553,0.622627202148687,-30054.45883162921,-28164.81570662921
1.46,43.9,2.14,0.0,1742.7272602739727,-735.6681748466258,77.56702637619752,2.3813101637689673,0.6035237968702996,-20922.395508929287,-19179.668248655315
1.63,44.9,1.25,0.0,1632.159263803681,-520.9308669381095,67.91142944029775,2.3422098612503683,0.5712745973235354,-13441.4480182505,-11809.288754446818
2.05,53.2,1.6,0.0,1435.3780487804881,-387.36166989612883,71.38782667474372,2.356179545508934,0.5830871286059133,-9257.703657871803,-7822.3256090913155
2.74,64.3,0.9,0.0,1202.1878102189778,-329.4037706128121,88.89097652646858,2.4288226893574034,0.6394643036697494,-7695.377219762779,-6493.189409543801
3.42,73.1,2.4,0.0,984.0948830409355,-235.57522155327032,93.78603274411014,2.4501532574452405,0.6545216996946119,-5054.9776709075595,-4070.882787866624
4.11,76.2,4.4,0.0,879.4497566909974,-165.45218745959215,90.56486627603185,2.4360543103361136,0.6446412904285009,-3050.2719730551116,-2170.822216364114
4.79,78.4,3.8,0.0,757.4253862212943,-184.54481680785682,112.56085354129155,2.538547784585808,0.7105042025542344,-3561.1640329730567,-2803.7386467517626
5.48,83.1,3.1,0.0,626.6233576642336,-167.32893865806872,122.9905288673071,2.594046990962446,0.7409185819878686,-3136.218903509028,-2509.5955458447947
6.16,88.0,3.0,0.0,528.1847402597401,-138.57734562310208,127.11909578100943,2.617761875161248,0.7529198941671712,-2457.8126625538653,-1929.6279222941253
6.85,89.9,2.4,0.0,436.7723941605839,-116.66297284398591,131.87814926677638,2.646599618069434,0.7667671960446831,-1974.252129784697,-1537.4797356241131
7.53,90.6,2.8,0.0,368.3564674634794,-81.34380204005096,128.2501370162268,2.6244614696121,0.7562084857469912,-1264.1043748813056,-895.7479074178261
8.21,91.6,2.6,0.0,326.14482338611447,-57.24314446198369,122.32521942230396,2.5903274703687895,0.7389840781426896,-798.9318091418982,-472.7869857557837
8.9,92.3,1.4,0.0,289.93335955056176,-50.05313478126465,125.052491089339,2.6057507589017788,0.7469126131444702,-664.0675537633489,-374.1341942127871
9.57,90.9,1.0,0.0,258.07256008359457,-42.058452990368885,125.67175022812738,2.6093195327904866,0.7487126050542379,-526.1910689105376,-268.11850882694307
10.31,89.6,2.7,0.0,230.63094083414163,-36.556113697697064,127.56224033314835,2.6203758843269647,0.7542082627480268,-433.5934364283153,-202.96249559417365
10.96,89.4,2.7,0.0,207.25956204379563,-35.95596736976306,133.26401522386806,2.6553354037616126,0.7708067482086255,-419.39906595949236,-212.13950391569674
