galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,beta_mode
ESO563-G021,0.45,18.9,9.78,0.0,9443.858,0.0,9443.858,65.19,0.0,65.19,,1689.7879338295593,1689.7879338295593,formula
ESO563-G021,1.34,58.3,10.5,0.0,10776.737985074627,0.0,10776.737985074627,120.17000000000002,0.0,120.17000000000002,,1689.7879338295593,1689.7879338295593,formula
ESO563-G021,2.23,74.1,5.69,0.0,8475.672825112106,0.0,8475.672825112106,137.48,0.0,137.48,,1689.7879338295593,1689.7879338295593,formula
ESO563-G021,3.12,119.0,4.27,0.0,6848.907820512821,0.0,6848.907820512821,146.18,0.0,146.18,,1689.7879338295593,1689.7879338295593,formula
ESO563-G021,4.01,141.0,3.76,0.0,6214.408877805488,0.0,6214.408877805488,157.86,0.0,157.86,,1689.7879338295593,1689.7879338295593,formula
ESO563-G021,4.9,195.0,4.54,0.20032305086345853,6306.555938775509,69.08234167693821,6375.638280452447,175.79,18.398463909169084,176.7501840853836,,1689.7879338295593,1689.7879338295593,formula
ESO563-G021,5.79,227.0,4.2,0.2504018434179105,6852.617633851468,73.07875882837027,6925.696392679838,199.19,20.570027068923945,200.2492999079304,,1689.7879338295593,1689.7879338295593,formula
ESO563-G021,6.69,246.0,4.24,0.2333021013713094,7095.267100149476,58.92841193338106,7154.195512082857,217.87,19.855253104262342,218.77286846369756,,1689.7879338295593,1689.7879338295593,formula
ESO563-G021,7.58,268.0,5.56,0.30180706472209873,6897.206134564644,67.28099423640096,6964.487128801045,228.65,22.582956766374046,229.7625131223802,,1689.7879338295593,1689.7879338295593,formula
ESO563-G021,8.47,283.0,2.96,0.2994577623583739,6900.578229043683,59.74263441851001,6960.320863462192,241.76,22.49489083158173,242.80427861453506,,1689.7879338295593,1689.7879338295593,formula
ESO563-G021,10.23,291.0,9.81,0.21026270229955557,6655.8830498533725,34.73112192377182,6690.614171777144,260.94,18.849386655278355,261.6199208341754,,1689.7879338295593,1689.7879338295593,formula
ESO563-G021,12.06,310.0,4.74,0.23000967072332437,6272.554162520732,32.22782473071174,6304.781987251443,275.0400029086679,19.714653591995564,275.7456631866626,,1689.7879338295593,1689.7879338295593,formula
ESO563-G021,13.44,310.0,20.4,0.2102427946400262,5749.4821726190485,26.43346261587219,5775.915635234921,277.98028779033956,18.84849430477995,278.6185674673483,,1689.7879338295593,1689.7879338295593,formula
ESO563-G021,15.18,310.0,16.1,0.18158599487845947,5248.664993412384,20.213558833864095,5268.878552246249,282.2671334038024,17.516901070053944,282.81014200890684,,1689.7879338295593,1689.7879338295593,formula
ESO563-G021,16.83,314.0,13.5,0.1959031784832063,4783.500968508616,19.669330196065392,4803.170298704681,283.7363587910439,18.19436251149736,284.3191096764334,,1689.7879338295593,1689.7879338295593,formula
ESO563-G021,18.56,317.0,12.7,0.2553489019635219,4146.580226293105,23.24814081113073,4169.828367104235,277.4176075882712,20.772228899532816,278.1942028394097,,1689.7879338295593,1689.7879338295593,formula
ESO563-G021,20.3,319.0,10.4,0.28829513988475275,3703.4659950738915,23.997913731968477,3727.46390880586,274.1903712751416,22.07164807527884,275.07729340816,,1689.7879338295593,1689.7879338295593,formula
ESO563-G021,21.94,318.0,10.8,0.276765294026331,3448.4641932543295,21.316073580149695,3469.7802668344793,275.0623645648383,21.625786791432223,275.91117964727067,,1689.7879338295593,1689.7879338295593,formula
ESO563-G021,23.68,317.0,9.3,0.27658413887631844,3175.637858952702,19.736847152104815,3195.374706104807,274.2245512349323,21.618708115006363,275.07539519295767,,1689.7879338295593,1689.7879338295593,formula
ESO563-G021,25.41,317.0,7.23,0.3355237799493147,2773.247729240457,22.312634194066753,2795.560363434524,265.4585180400132,23.811006590886414,266.5242743820368,,1689.7879338295593,1689.7879338295593,formula
ESO563-G021,27.06,312.0,8.39,0.3638981389439947,2444.071877309682,22.723972074301358,2466.7958493839833,257.17034238029856,24.79739269218832,258.36310821077103,,1689.7879338295593,1689.7879338295593,formula
ESO563-G021,28.8,312.0,8.37,0.4308383335832884,2129.342003472222,25.278660330565113,2154.620663802787,247.63895028851982,26.981946140341236,249.10454656131884,,1689.7879338295593,1689.7879338295593,formula
ESO563-G021,30.53,311.0,11.5,0.49342303678911664,1857.7801801506714,27.310196326229544,1885.090376476901,238.15547211853016,28.87525400476657,239.89958147908425,,1689.7879338295593,1689.7879338295593,formula
ESO563-G021,32.18,310.0,14.5,0.5421294708032928,1655.1108576755748,28.46749031500337,1683.578347990578,230.78446091537444,30.266876917462238,232.76071669922484,,1689.7879338295593,1689.7879338295593,formula
