galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,segment_index,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_radius_term_i,eta_sigma_term_i,eta_dw_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,v_bar_kms,delta_v_i,C_i
NGC5985,3.54,223.0,162.22523046678035,8.0,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,1,2.186962331385887,0.008945074490373628,6.333331194497136e-16,1.5299131989122247e-09,534.6926465106048,0.6658673473894076,356.03437420063864,0.3341326526105924,0.6910347152078065,0.30001295047198334,0.2086917790760753,270054009.91655797,145.52652799999996,162.22523046678035,0.2725325988036756,0.09106204016113048
NGC5985,4.23,230.0,161.37946244798314,6.13,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,1,2.186962331385887,0.008945074490373628,6.333331194497136e-16,1.5299131989122247e-09,534.6926465106048,0.6658673473894076,356.03437420063864,0.3341326526105924,0.6910347152078065,0.30001295047198334,0.2086917790760753,270054009.91655797,145.52652799999996,161.37946244798314,0.2983501632696385,0.09968853146008763
NGC5985,4.97,248.0,161.98045067229563,5.1,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,1,2.186962331385887,0.008945074490373628,6.333331194497136e-16,1.5299131989122247e-09,534.6926465106048,0.6658673473894076,356.03437420063864,0.3341326526105924,0.6910347152078065,0.30001295047198334,0.2086917790760753,270054009.91655797,145.52652799999996,161.98045067229563,0.3468530214826789,0.11589492013400628
NGC5985,5.74,258.0,167.12465377675431,6.6,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,1,2.186962331385887,0.008945074490373628,6.333331194497136e-16,1.5299131989122247e-09,534.6926465106048,0.6658673473894076,356.03437420063864,0.3341326526105924,0.6910347152078065,0.30001295047198334,0.2086917790760753,270054009.91655797,145.52652799999996,167.12465377675431,0.3522300241211073,0.11769155228867853
NGC5985,6.47,263.0,173.3291951749618,7.0,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,1,2.186962331385887,0.008945074490373628,6.333331194497136e-16,1.5299131989122247e-09,534.6926465106048,0.6658673473894076,356.03437420063864,0.3341326526105924,0.6910347152078065,0.30001295047198334,0.2086917790760753,270054009.91655797,145.52652799999996,173.3291951749618,0.34095363051345323,0.11392374098067194
NGC5985,7.22,272.0,181.81829775905393,6.25,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,1,2.186962331385887,0.008945074490373628,6.333331194497136e-16,1.5299131989122247e-09,534.6926465106048,0.6658673473894076,356.03437420063864,0.3341326526105924,0.6910347152078065,0.30001295047198334,0.2086917790760753,270054009.91655797,145.52652799999996,181.81829775905393,0.33155037588583114,0.11078180656877175
NGC5985,8.79,289.0,195.74528423438457,7.25,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,2,2.1780172568955134,0.020870553389360058,1.9946854586287671e-07,2.0690959131775983,1594.5167924490843,0.6399346595044504,1020.3865606500332,0.3600653404955496,0.5053294141927501,0.5,0.21465516206965773,497018136.36256665,226.17549500000007,195.74528423438457,0.32268067738967277,0.11618612797564712
NGC5985,9.5,292.0,202.5096306351873,6.93,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,2,2.1780172568955134,0.020870553389360058,1.9946854586287671e-07,2.0690959131775983,1594.5167924490843,0.6399346595044504,1020.3865606500332,0.3600653404955496,0.5053294141927501,0.5,0.21465516206965773,497018136.36256665,226.17549500000007,202.5096306351873,0.30647386768771473,0.11035061752196502
NGC5985,10.27,302.0,211.36220239200762,10.4,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,2,2.1780172568955134,0.020870553389360058,1.9946854586287671e-07,2.0690959131775983,1594.5167924490843,0.6399346595044504,1020.3865606500332,0.3600653404955496,0.5053294141927501,0.5,0.21465516206965773,497018136.36256665,226.17549500000007,211.36220239200762,0.30012515764235886,0.10806466707777646
NGC5985,11.08,302.0,219.162633676455,10.3,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,2,2.1780172568955134,0.020870553389360058,1.9946854586287671e-07,2.0690959131775983,1594.5167924490843,0.6399346595044504,1020.3865606500332,0.3600653404955496,0.5053294141927501,0.5,0.21465516206965773,497018136.36256665,226.17549500000007,219.162633676455,0.2742959149786259,0.09876445202331725
NGC5985,11.82,304.0,222.8105006502162,10.4,5.62,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC5985_structure_enriched.csv,2,2.1780172568955134,0.020870553389360058,1.9946854586287671e-07,2.0690959131775983,1594.5167924490843,0.6399346595044504,1020.3865606500332,0.3600653404955496,0.5053294141927501,0.5,0.21465516206965773,497018136.36256665,226.17549500000007,222.8105006502162,0.26707072154534145,0.09616291028961549
