galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,segment_index,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_radius_term_i,eta_sigma_term_i,eta_dw_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,v_bar_kms,delta_v_i,C_i
UGC05721,0.09,16.5,16.6754250320644,4.57,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,1,2.8907233540751536,0.31775910081633807,0.29240329403584886,32963232.861664787,165441734.68107304,0.7659074276997977,126713053.44377306,0.2340925723002023,0.8142568256998955,0.5969998711937171,0.2604822360501024,354772166.22824734,0.37908000000000003,16.6754250320644,0.010631820125115135,0.002488830121321261
UGC05721,0.27,38.5,32.42834099981064,6.88,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,1,2.8907233540751536,0.31775910081633807,0.29240329403584886,32963232.861664787,165441734.68107304,0.7659074276997977,126713053.44377306,0.2340925723002023,0.8142568256998955,0.5969998711937171,0.2604822360501024,354772166.22824734,0.37908000000000003,32.42834099981064,0.15770542857634692,0.036917669441142886
UGC05721,0.45,47.4,40.713056873686114,4.57,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,1,2.8907233540751536,0.31775910081633807,0.29240329403584886,32963232.861664787,165441734.68107304,0.7659074276997977,126713053.44377306,0.2340925723002023,0.8142568256998955,0.5969998711937171,0.2604822360501024,354772166.22824734,0.37908000000000003,40.713056873686114,0.14107474950029295,0.03302455099713025
UGC05721,0.63,55.5,44.23539306935115,4.57,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,1,2.8907233540751536,0.31775910081633807,0.29240329403584886,32963232.861664787,165441734.68107304,0.7659074276997977,126713053.44377306,0.2340925723002023,0.8142568256998955,0.5969998711937171,0.2604822360501024,354772166.22824734,0.37908000000000003,44.23539306935115,0.20296589064232168,0.04751280742966264
UGC05721,0.99,59.8,45.253977725720425,4.57,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,2,2.5729642532588155,0.3043823451223844,0.7868540481753241,182034840.24932683,220611060.91127223,0.6603769527972206,145686460.157948,0.33962304720277936,0.5625121946541366,0.5866105683826582,0.048642835505877,760047744.8492557,0.796068,45.253977725720425,0.24324451963678215,0.08261144497442026
UGC05721,1.17,67.8,46.08581235044035,4.57,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,2,2.5729642532588155,0.3043823451223844,0.7868540481753241,182034840.24932683,220611060.91127223,0.6603769527972206,145686460.157948,0.33962304720277936,0.5625121946541366,0.5866105683826582,0.048642835505877,760047744.8492557,0.796068,46.08581235044035,0.3202682544182839,0.10877048048785258
UGC05721,1.35,76.4,45.50434924268228,4.57,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,2,2.5729642532588155,0.3043823451223844,0.7868540481753241,182034840.24932683,220611060.91127223,0.6603769527972206,145686460.157948,0.33962304720277936,0.5625121946541366,0.5866105683826582,0.048642835505877,760047744.8492557,0.796068,45.50434924268228,0.4043933345198655,0.13734129653812963
UGC05721,1.71,82.2,44.28921764944601,19.2,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,3,2.281958663830385,0.21450081438426372,0.3618571108811868,26254581.166641317,154564796.30645168,0.5873402500376692,90782126.10965274,0.4126597499623308,0.36787944117144233,0.5,0.14536089077974346,338250959.87158346,2.459808,44.28921764944601,0.4612017317585644,0.19031939130968314
UGC05721,1.89,82.6,43.049629498986405,4.57,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,3,2.281958663830385,0.21450081438426372,0.3618571108811868,26254581.166641317,154564796.30645168,0.5873402500376692,90782126.10965274,0.4126597499623308,0.36787944117144233,0.5,0.14536089077974346,338250959.87158346,2.459808,43.049629498986405,0.47881804480645995,0.19758893464728586
UGC05721,2.07,82.3,40.63814095157405,4.57,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,3,2.281958663830385,0.21450081438426372,0.3618571108811868,26254581.166641317,154564796.30645168,0.5873402500376692,90782126.10965274,0.4126597499623308,0.36787944117144233,0.5,0.14536089077974346,338250959.87158346,2.459808,40.63814095157405,0.5062194295069982,0.2088963832064316
UGC05721,2.25,82.1,38.23119276193198,4.57,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,3,2.281958663830385,0.21450081438426372,0.3618571108811868,26254581.166641317,154564796.30645168,0.5873402500376692,90782126.10965274,0.4126597499623308,0.36787944117144233,0.5,0.14536089077974346,338250959.87158346,2.459808,38.23119276193198,0.5343338275038736,0.22049806365416366
UGC05721,3.15,79.3,34.611698889248416,4.57,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,4,2.143962624490288,0.09490195906784837,0.023479359331012493,355580.90844677895,68703005.42711177,0.506744005972535,34814836.19248743,0.493255994027465,0.1747686399033726,0.30672627141959624,0.23735825033980795,159579468.8010063,5.988996000000002,34.611698889248416,0.5635346924432735,0.2779668648900686
UGC05721,3.61,78.5,33.04658681316423,4.57,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,4,2.143962624490288,0.09490195906784837,0.023479359331012493,355580.90844677895,68703005.42711177,0.506744005972535,34814836.19248743,0.493255994027465,0.1747686399033726,0.30672627141959624,0.23735825033980795,159579468.8010063,5.988996000000002,33.04658681316423,0.5790243718068251,0.285607242081704
UGC05721,4.04,78.2,31.955026208720277,4.57,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,4,2.143962624490288,0.09490195906784837,0.023479359331012493,355580.90844677895,68703005.42711177,0.506744005972535,34814836.19248743,0.493255994027465,0.1747686399033726,0.30672627141959624,0.23735825033980795,159579468.8010063,5.988996000000002,31.955026208720277,0.5913679512951372,0.2916957866520684
UGC05721,4.93,78.2,31.957855059437264,4.57,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,5,2.092154745694688,0.051807878795600004,0.0003811707447672103,2165.816698238371,25087451.20751485,0.4696815897926824,11783113.966991924,0.5303184102073176,0.06964227047081535,0.19454069702714957,0.27189683620354127,109674667.39175288,12.356779500000004,31.957855059437264,0.5913317767335389,0.3135941277423988
UGC05721,5.38,78.3,32.23958126278938,4.57,1.17,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05721_structure_enriched.csv,5,2.092154745694688,0.051807878795600004,0.0003811707447672103,2165.816698238371,25087451.20751485,0.4696815897926824,11783113.966991924,0.5303184102073176,0.06964227047081535,0.19454069702714957,0.27189683620354127,109674667.39175288,12.356779500000004,32.23958126278938,0.588255667141898,0.31196281019413635
