galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,v_model_kmps,residual_kmps,abs_residual_kmps,frac_residual
F574-1,0.47,15.3,4.4,0.25,12.99,0.0,498.0638297872341,12.992405473968244,2.3075945260317567,2.3075945260317567,0.15082317163606251
F574-1,1.41,41.0,4.36,0.88,32.88,0.0,1192.1985815602839,33.191738881272904,7.808261118727096,7.808261118727096,0.19044539313968525
F574-1,2.35,60.7,4.4,1.88,41.13,0.0,1567.868085106383,42.1902396429637,18.509760357036306,18.509760357036306,0.3049383913844531
F574-1,3.29,74.9,4.4,3.41,42.43,0.0,1705.1702127659578,44.94361828216415,29.956381717835853,29.956381717835853,0.3999516918269139
F574-1,4.22,83.0,6.28,5.43,44.37,0.0,1632.4644549763034,48.60949212573854,34.39050787426146,34.39050787426146,0.4143434683645959
F574-1,5.17,86.8,4.4,7.8,46.69,0.0,1457.2998065764023,52.6004671710017,34.199532828998294,34.199532828998294,0.3940038344354642
F574-1,6.11,89.4,4.4,10.44,48.85,0.0,1308.0785597381343,56.28368115028535,33.11631884971466,33.11631884971466,0.3704286224800297
F574-1,7.05,92.5,4.4,13.15,49.34,0.0,1213.6524822695035,58.44693940580811,34.05306059419189,34.05306059419189,0.36814119561288533
F574-1,7.99,94.7,4.4,16.07,50.15,0.0,1122.4142678347935,60.912129731019554,33.78787026898045,33.78787026898045,0.35678849280866365
F574-1,8.92,96.3,4.4,18.98,49.17,0.0,1039.6513452914796,61.918894193840586,34.38110580615941,34.38110580615941,0.3570208287243968
F574-1,9.87,97.8,4.4,21.99,49.76,0.0,969.082066869301,64.25935021519392,33.54064978480608,33.54064978480608,0.34295142929249567
F574-1,10.79,98.8,4.62,25.0,50.33,0.0,904.6746987951807,66.55074379803689,32.24925620196311,32.24925620196311,0.32640947572837153
F574-1,11.8,99.5,4.4,27.82,50.68,0.0,839.0042372881355,68.66470863964207,30.835291360357928,30.835291360357928,0.30990242573224047
F574-1,12.6,99.7,5.14,30.02,50.19,0.0,788.8960317460318,69.76158590842552,29.938414091574487,29.938414091574487,0.3002849959034552
