dataset,observation_date,time_value,time_reference,radius_arcsec,ra_offset_arcsec,dec_offset_arcsec,x_center_arcsec,y_center_arcsec,source_id,observation_date_dt,mass_proxy_raw,echo_volume_proxy_raw,echo_volume_proxy_safe,mass_volume_proxy_raw,mass_volume_proxy_log,sigma_mass_volume,dsigma_mass_volume_dt,Dw_trial_mass_volume
Tylenda,2002-04-30,120.0,t in days since 2002-01-01 per paper,18.55,,,-0.84,0.46,SRC-01,2002-04-30,72.57586078622346,6383.101375000001,6383.101375000001,0.011369999710559735,0.011305847082783102,1.0,-0.01718759679356153,2.2
Tylenda,2002-05-20,140.0,t in days since 2002-01-01 per paper,20.89,,,-1.12,0.51,SRC-01,2002-05-20,72.57586078622346,9116.230969,9116.230969,0.007961169592238252,0.007929646677254348,0.6562480641287695,-0.007073198677587848,2.4750015486969845
Tylenda,2002-09-02,245.0,t in days since 2002-01-01 per paper,30.32,,,-2.27,0.37,SRC-01,2002-09-02,73.18136078622348,27873.248768,27873.248768,0.002625505243229474,0.0026220646252629255,0.11585016530151906,-0.0038044922529653045,2.9073198677587846
Tylenda,2002-10-28,301.0,t in days since 2002-01-01 per paper,33.68,,,-2.36,1.11,SRC-01,2002-10-28,73.18136078622348,38204.652032,38204.652032,0.0019155091564484656,0.0019136769082033303,0.04372481140135542,-0.0010929260877501799,2.9650201508789156
Tylenda,2002-12-17,351.0,t in days since 2002-01-01 per paper,36.66,,,-2.61,1.58,SRC-01,2002-12-17,73.18136078622348,49269.41229599999,49269.41229599999,0.0014853304997138118,0.0014842284874670923,0.0,-0.0008744962280271085,3.0
