galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC4088,1.74,84.9,137.12,11.3,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.1632603252983253,2.144993760991239,-0.0034281744592996885,0.5193250120270811,0.146461951723461,0.44973121791464765,0.44973121791464765,1338497201.579239,32.213424,1,137.12,0.6150765606595995,0.2766191307361943
NGC4088,3.5,136.0,180.27,9.9,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.1632603252983253,2.144993760991239,-0.0034281744592996885,0.5193250120270811,0.146461951723461,0.44973121791464765,0.44973121791464765,1338497201.579239,32.213424,1,180.27,0.32551470588235304,0.14639412512559896
NGC4088,5.24,162.0,241.53337243536348,8.0,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.158647821255216,2.141976967467055,-0.003395962040429394,0.5168851252862158,0.15059575718902998,0.45607792210906806,0.45607792210906806,1378043034.694459,38.674876648493544,1,241.53337243536348,0.4909467434281696,0.22390997060893333
NGC4088,6.98,179.0,266.0199325238618,6.5,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.1495276428063406,2.1360119439078735,-0.0033322693031176756,0.5120608037758685,0.15876941799595048,0.4686270872207629,0.4686270872207629,1456235931.9904623,51.45093074892395,1,266.0199325238618,0.4861448744349823,0.22782065647376928
NGC4088,8.72,182.0,247.18580076533524,6.1,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.1404074643574655,2.130046920348692,-0.0032685765658059572,0.5072364822655211,0.16694307880287101,0.48117625233245775,0.48117625233245775,1534428829.2864656,64.22698484935437,2,247.18580076533524,0.35816374046887495,0.1723398863601883
NGC4088,10.47,179.0,235.3753226232521,7.0,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.1312348710899185,2.1240476150449177,-0.0032045177782798035,0.502384434769482,0.17516371467190026,0.49379753908272556,0.49379753908272556,1613071111.0496871,77.07646454806311,2,235.3753226232521,0.3149459364427491,0.155519528359534
NGC4088,12.19,174.0,225.54851761871547,6.2,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.1203908870665376,2.1185988051031592,-0.0031415571413969503,0.4974114511565708,0.1809815157689183,0.5023807800402452,0.5023807800402452,1560444289.2819932,91.52324663999998,2,225.54851761871547,0.2962558483834222,0.14883324420234828
NGC4088,13.94,171.0,206.5361714083032,7.2,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.107497233774879,2.113510415758007,-0.0030774983538707865,0.492144055254244,0.18459942864382112,0.5072253905872559,0.5072253905872559,1374712544.619394,108.07128863999999,2,206.5361714083032,0.20781386788481407,0.10540847030732321
NGC4088,15.68,168.0,192.1140338444852,6.1,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.09467725850203,2.1084511029233983,-0.0030138056165590578,0.48690675875707334,0.18819666773086735,0.5120423176454264,0.5120423176454264,1190042124.21201,124.5247704,3,192.1140338444852,0.1435359157409833,0.07349646296137173
NGC4088,17.42,165.0,181.09665319933444,5.6,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.0818572832291813,2.1033917900887893,-0.0029501128792473294,0.4816694622599027,0.1917939068179136,0.516859244703597,0.516859244703597,1005371703.8046254,140.97825216,3,181.09665319933444,0.09755547393536025,0.05042244857493174
NGC4088,19.28,171.0,170.92076205072337,8.6,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.073310633047282,2.100018914865717,-0.0029076510543728437,0.4781779312617889,0.19419206620927776,0.5200705294090441,0.5200705294090441,882258090.199703,151.94724,3,170.92076205072337,0.0004633798203311785,0.00024099018847710372
NGC4088,21.48,174.0,160.49922741247073,7.6,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.073310633047282,2.100018914865717,-0.0029076510543728437,0.4781779312617889,0.19419206620927776,0.5200705294090441,0.5200705294090441,882258090.199703,151.94724,3,160.49922741247073,0.07759064705476591,0.04035260889096239
