galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_response,beta_mode,beta_ceiling_theory
NGC4010,0.87,39.3,6.6,0.33149304792361906,1232.8304597701149,43328459021.53776,43328460254.36822,32.75,194153.95784978953,194153.9606119338,,178303215077.26443,113715082668.71259,True,4.463084804265478,0.6377623792113689,formula,214126639554.7191
NGC4010,1.74,54.6,5.6,0.0,2350.924712643678,0.0,2350.924712643678,63.957868945111045,0.0,63.957868945111045,,178303215077.26443,113715082668.71259,True,4.463084804265478,0.6377623792113689,formula,214126639554.7191
NGC4010,2.61,65.5,6.7,0.0,2715.4881226053644,0.0,2715.4881226053644,84.18683982666175,0.0,84.18683982666175,,178303215077.26443,113715082668.71259,True,4.463084804265478,0.6377623792113689,formula,214126639554.7191
NGC4010,3.5,83.9,5.2,0.0,2582.927371428571,0.0,2582.927371428571,95.08020719371618,0.0,95.08020719371618,,178303215077.26443,113715082668.71259,True,4.463084804265478,0.6377623792113689,formula,214126639554.7191
NGC4010,4.37,94.3,6.3,0.0,2266.5631350114413,0.0,2266.5631350114413,99.52326813363797,0.0,99.52326813363797,,178303215077.26443,113715082668.71259,True,4.463084804265478,0.6377623792113689,formula,214126639554.7191
NGC4010,5.24,104.0,5.7,0.06436515826240437,1933.0526145038168,1396810933.7393286,1396812866.791943,100.64390542899257,85552.8450303909,85552.90422884417,,178303215077.26443,113715082668.71259,True,4.463084804265478,0.6377623792113689,formula,214126639554.7191
NGC4010,6.11,115.0,5.1,0.2263190208085018,1699.6373977086741,4212092661.332384,4212094360.969782,101.9057628399886,160424.082234373,160424.11460103298,,178303215077.26443,113715082668.71259,True,4.463084804265478,0.6377623792113689,formula,214126639554.7191
NGC4010,6.98,127.0,5.1,0.36982823131692405,1531.9200286532948,6025078495.333492,6025080027.253521,103.40600466123811,205073.27445922294,205073.30052990705,,178303215077.26443,113715082668.71259,True,4.463084804265478,0.6377623792113689,formula,214126639554.7191
NGC4010,7.85,129.0,5.1,0.37534124799109864,1395.9356050955416,5437192489.717902,5437193885.653507,104.68091755425151,206596.13027422738,206596.15679479623,,178303215077.26443,113715082668.71259,True,4.463084804265478,0.6377623792113689,formula,214126639554.7191
NGC4010,8.72,127.0,5.1,0.3711409988977573,1224.2733256880736,4839946028.831081,4839947253.104407,103.32310196659797,205436.92309662115,205436.9490794449,,178303215077.26443,113715082668.71259,True,4.463084804265478,0.6377623792113689,formula,214126639554.7191
NGC4010,9.6,124.0,5.1,0.3865899703496678,1040.2297604166667,4579282337.209127,4579283377.438888,99.93100469824168,209669.04978371895,209669.07359792793,,178303215077.26443,113715082668.71259,True,4.463084804265478,0.6377623792113689,formula,214126639554.7191
NGC4010,10.47,122.0,3.9,0.41973066994643826,886.0899044890162,4558711349.718562,4558712235.808467,96.31905989989728,218471.29750050313,218471.31873295095,,178303215077.26443,113715082668.71259,True,4.463084804265478,0.6377623792113689,formula,214126639554.7191
