galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,eta_transition_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC4183,0.87,47.1,39.23971967280092,8.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.379616379005274,0.06638457851437662,0.16309417061582226,218241.44489631613,340221.4642564531,0.621236637865642,211358.0385844046,0.3787633621343581,0.5264876072102396,0.3055502538077467,0.4894355689601832,0.5147865287697456,0.6225971984188625,20157264.172208067,91.6083,1,39.23971967280092,0.16688493263692308,0.06320989817512684
NGC4183,1.74,65.9,49.12124591253768,6.6,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.379616379005274,0.06638457851437662,0.16309417061582226,218241.44489631613,340221.4642564531,0.621236637865642,211358.0385844046,0.3787633621343581,0.5264876072102396,0.3055502538077467,0.4894355689601832,0.5147865287697456,0.6225971984188625,20157264.172208067,91.6083,1,49.12124591253768,0.25460931847439033,0.09643668149609762
NGC4183,2.61,76.1,58.009813824903794,5.6,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.379616379005274,0.06638457851437662,0.16309417061582226,218241.44489631613,340221.4642564531,0.621236637865642,211358.0385844046,0.3787633621343581,0.5264876072102396,0.3055502538077467,0.4894355689601832,0.5147865287697456,0.6225971984188625,20157264.172208067,91.6083,1,58.009813824903794,0.23771598127590277,0.09003810430112905
NGC4183,3.5,85.7,61.092308026461076,5.6,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.3647327028033245,0.0686774209563132,0.1461112706242516,251610.25124923763,363823.4199188852,0.6196953222968492,225333.79510449525,0.3803046777031508,0.5344521031929943,0.3280014809562142,0.4926760141476854,0.5159590119223583,0.5873062893355111,27936608.44166375,109.33057527133757,1,61.092308026461076,0.28713759595728033,0.10919977088699104
NGC4183,4.37,96.6,67.8220355046942,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.350018159285488,0.0709442083705005,0.12932135813258513,284599.8666208759,387157.17153969884,0.6181715216777018,239150.73620958487,0.38182847832229816,0.5423260935395814,0.35019758052344907,0.49587963609442054,0.5171181714027822,0.5524164133099251,35627551.0716938,126.85146105095538,1,67.8220355046942,0.2979085351480931,0.11374996265482128
NGC4183,5.24,99.3,72.29271747555214,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.3353036157676517,0.0732109957846878,0.11253144564091869,317589.4819925142,410490.92316051247,0.6166477210585545,252967.67731467448,0.3833522789414455,0.5502000838861685,0.372393680090684,0.49908325804115566,0.5182773308832059,0.5175265372843391,43318493.70172385,144.3723468305732,2,72.29271747555214,0.27197666187762193,0.10426287314967334
NGC4183,6.11,103.0,76.5028267451602,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.3205890722498155,0.0754777831988751,0.09574153314925223,350579.09736415255,433824.6747813261,0.6151239204394071,266784.6184197641,0.3848760795605929,0.5580740742327556,0.3945897796579189,0.5022868799878908,0.5194364903636298,0.482636661258753,51009436.33175391,161.89323261019103,2,76.5028267451602,0.25725410927028924,0.0990109530268013
NGC4183,6.98,107.0,80.57107421401305,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.3037168301497286,0.07448810885460344,0.07869546651962381,329248.0571375033,414612.140789635,0.6105768830071966,254102.42926831648,0.3894231169928034,0.5540593026955553,0.4160217826387484,0.503599920272091,0.5178228735055619,0.4473283484967501,53830391.50627166,193.2755750365239,2,80.57107421401305,0.24699930641109297,0.09618723979766836
NGC4183,7.85,111.0,84.3596692738894,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.2846868894673915,0.07024197275187283,0.06139324575203345,253596.36131256673,352853.3211854394,0.6030066087619228,214921.10986033166,0.39699339123807714,0.5381557692745679,0.4366896890331724,0.5030223788937562,0.5134364803090021,0.4116015989983304,51781359.22527714,238.5193741095717,2,84.3596692738894,0.24000297951450997,0.09527959674470807
NGC4183,8.72,114.0,87.84098929315404,6.1,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.2656569487850544,0.0659958366491422,0.04409102498444306,177944.66548763,291094.5015812437,0.5954363345166491,175739.7904523468,0.4045636654833509,0.5222522358535803,0.4573575954275964,0.5024448375154216,0.5090500871124423,0.3758748494999106,49732326.94428262,283.7631731826196,3,87.84098929315404,0.22946500620040317,0.09283320400859495
NGC4183,9.6,115.0,86.74577396046449,6.1,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.246408273152346,0.061700894384311235,0.026589928116075814,101423.40994056774,228625.81048734472,0.587779045624878,136108.11105116678,0.412220954375122,0.5061659031978688,0.47826306396448504,0.5018606577304393,0.5046132756032784,0.33973744770840564,47659742.56810426,329.52701592317374,3,86.74577396046449,0.24568892208291748,0.10127812194041523
NGC4183,10.47,111.0,83.76407344440693,5.6,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.2273783324700087,0.057454758281580615,0.009287707348485427,25771.71411563101,166866.99088314897,0.5802087713796042,96926.7916431819,0.41979122862039575,0.4902623697768813,0.4989309703589091,0.5012831163521045,0.5002268824067186,0.30401069820998583,45610710.28710973,374.7708149962216,3,83.76407344440693,0.24536870770804564,0.10300363127375925
