galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,eta_transition_term_i,propagation_source_i,propagation_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC4013,5.49,198.0,215.85462932260685,10.0,1.63,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4013_structure_enriched.csv,2.221887871903171,0.07033727651671962,0.01917823576793133,2158375.1855018195,2240226.3583519584,0.5827492513888308,1305490.2332711304,0.41725074861116923,0.693097275873249,0.40782485690017645,0.5116355743185012,0.5387415992917319,0.06531955156248147,0.22253202497809707,0.5,1600046992.1374807,54.99155449999999,1,215.85462932260685,0.09017489556872149,0.03762554268198305
NGC4013,6.17,195.0,222.74844466348134,5.0,1.63,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4013_structure_enriched.csv,2.221887871903171,0.07033727651671962,0.01917823576793133,2158375.1855018195,2240226.3583519584,0.5827492513888308,1305490.2332711304,0.41725074861116923,0.693097275873249,0.40782485690017645,0.5116355743185012,0.5387415992917319,0.06531955156248147,0.22253202497809707,0.5,1600046992.1374807,54.99155449999999,1,222.74844466348134,0.1422997162229812,0.05937466312119585
NGC4013,6.92,194.0,226.13797160140976,4.0,1.63,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4013_structure_enriched.csv,2.221887871903171,0.07033727651671962,0.01917823576793133,2158375.1855018195,2240226.3583519584,0.5827492513888308,1305490.2332711304,0.41725074861116923,0.693097275873249,0.40782485690017645,0.5116355743185012,0.5387415992917319,0.06531955156248147,0.22253202497809707,0.5,1600046992.1374807,54.99155449999999,1,226.13797160140976,0.1656596474299472,0.06912161190480783
NGC4013,7.69,195.0,227.14213831871882,3.0,1.63,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4013_structure_enriched.csv,2.221818710372673,0.07032992219103694,0.019163225729662083,2156507.180939027,2238949.5679945834,0.5828248451794182,1304817.3736293025,0.4171751548205818,0.6930732653858208,0.4078792992374192,0.5116306568931553,0.5387266399500747,0.06563685501182542,0.2225482779479217,0.500081617965992,1599507545.016825,55.02794701474925,1,227.14213831871882,0.1648314785575324,0.06876359758654399
NGC4013,8.36,195.0,225.69941005682756,3.0,1.63,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4013_structure_enriched.csv,2.2125510652859077,0.0693444425495591,0.017151880601582688,1906194.5695248523,2067859.6601063448,0.5929544131181282,1214654.1816243788,0.40704558688187176,0.689855860070453,0.4151745724279541,0.510971721896812,0.5367220881680109,0.10815551722391602,0.2247261759044222,0.5110184254089291,1527221630.8489482,59.904543991150426,1,225.69941005682756,0.15743287208629517,0.06408235581286466
NGC4013,9.12,195.0,221.78880832900472,3.0,1.63,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4013_structure_enriched.csv,2.202038512650174,0.06822658504579317,0.0148703547846568,1622257.8759804147,1873787.5257853575,0.6044446692874114,1112379.5160665545,0.3955553307125887,0.6862062659813788,0.42344980768885926,0.5102242732442434,0.5344482682361176,0.15638564152419793,0.22719662731776608,0.5234243562397233,1445225668.5092673,65.43620623303832,1,221.78880832900472,0.13737850425130627,0.05434079968192622
NGC4013,9.88,192.0,213.98334327699433,7.0,1.63,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4013_structure_enriched.csv,2.19152596001444,0.06710872754202724,0.01258882896773091,1338321.1824359763,1679715.3914643694,0.6159349254566944,1010104.8505087299,0.38406507454330563,0.6825566718923047,0.43172504294976444,0.5094768245916746,0.5321744483042243,0.20461576582448,0.22966707873110995,0.5358302870705175,1363229706.169586,70.96786847492623,1,213.98334327699433,0.11449657956767882,0.04397413736661409
NGC4013,10.56,188.0,203.82179324105653,8.0,1.63,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4013_structure_enriched.csv,2.182119991866678,0.06610853924918404,0.010547463763113014,1084272.5618962166,1506071.902861381,0.6262156809765792,918595.9392201505,0.3737843190234208,0.6792912456020805,0.4391292008147849,0.5088080547446396,0.530139977838846,0.24776903493525854,0.23187748262725974,0.5469303304454386,1289864897.7603977,75.91725048082594,2,203.82179324105653,0.08415847468647088,0.031457118150732315
NGC4013,11.31,186.0,193.8722992074938,7.0,1.63,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4013_structure_enriched.csv,2.1717457622919403,0.06500539039678346,0.008295958022725628,804071.8774773637,1314553.3492551432,0.6375547495646875,817666.9929459817,0.36244525043531245,0.6756896724878627,0.44729555140120447,0.5080704409427627,0.5278960765902672,0.29536455233685255,0.23431542810095435,0.5591730253442486,1208947829.6620283,81.37612769321532,2,193.8722992074938,0.04232418928760105,0.015340201385816132
NGC4013,12.08,186.0,185.08774702826764,6.0,1.63,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4013_structure_enriched.csv,2.16109488659521,0.06387282424165219,0.0059844121292612455,516399.17480734154,1117927.634219406,0.6491961933151453,714046.608104502,0.3508038066848546,0.6719920574239324,0.45567967133659526,0.5073131574395023,0.5255923379750594,0.3442292835358224,0.23681838545394748,0.5717421921070269,1125872973.0810356,86.98057496460174,2,185.08774702826764,0.004904585869528803,0.0017205473932434517
