r_kpc,v_obs,v_model
0.26,18.3,14.478964120574824
0.77,35.3,19.146597796940018
1.29,47.8,20.0098715676335
1.81,52.8,21.834313719383655
2.32,58.0,22.137340939331803
3.39,63.1,18.873743500358795
4.44,62.7,15.89535726980745
