r_kpc,v_obs,v_model
0.16,160.0,549.9371594476372
0.32,177.0,5.656854249492381e-07
0.49,180.0,7e-07
0.65,180.0,8.06225774829855e-07
1.3,182.0,1.140175425099138e-06
1.46,183.0,1.208304597359457e-06
1.62,184.0,139.76300652138423
3.72,206.0,133.16464661737587
3.89,207.0,178.74953802449008
4.05,209.0,182.102290293537
4.22,210.0,185.41620595988442
4.26,210.0,187.9150894136993
4.38,211.0,190.55735561288702
4.54,213.0,194.83727902900114
4.71,214.0,198.9167140123486
4.86,215.0,200.88731324531088
5.02,215.0,201.58098420707054
5.18,216.0,201.56213436646112
5.35,217.0,201.57546322478365
5.51,217.0,200.78031208487943
5.68,218.0,199.96634577750385
5.84,218.0,199.6096130655976
6.0,219.0,199.57343616607358
6.15,219.0,200.08567779276478
6.48,219.0,199.59796652045432
6.64,219.0,199.09149703712254
6.81,220.0,198.46661904783247
7.1,220.0,196.9580936397032
7.13,220.0,196.8543008572466
8.52,220.0,184.27773795073807
10.66,225.0,171.1818043931084
11.99,228.0,165.56156161260208
12.1,228.0,165.55802958329193
12.33,228.0,164.6370788171713
12.78,229.0,163.09826676934594
14.93,228.0,154.24943526429652
17.08,226.0,145.8781644736284
19.23,226.0,138.16053749252677
21.27,227.0,131.11698460011556
23.42,227.0,125.47506341902377
25.57,224.0,119.7243545278233
27.72,218.0,114.24309370531235
29.87,215.0,109.68941736688933
32.02,219.0,105.6676195079972
34.05,211.0,102.33335451812266
