r_kpc,v_obs,v_model
0.51,143.0,7.141428428542851e-07
0.69,160.0,8.306623862918074e-07
0.86,178.0,9.273618495495703e-07
1.03,188.0,1.0148891565092219e-06
1.2,187.0,1.095445115010332e-06
1.38,195.0,1.174734012447073e-06
1.55,199.0,1.2449899597988732e-06
1.71,203.0,99.13553516838456
1.89,206.0,152.5225037391299
2.06,211.0,195.5056251977245
2.23,219.0,169.8759175944686
2.41,216.0,127.3305136348212
2.58,214.0,127.78028613426146
2.75,213.0,168.42032983003963
2.92,210.0,195.19240424187586
3.09,214.0,214.74439013992463
3.26,213.0,225.6558829103673
3.43,212.0,230.93737549376786
3.61,215.0,235.78515583448956
3.78,217.0,245.0288732469723
3.95,219.0,245.9445827521092
4.12,220.0,242.8948146553424
4.29,218.0,235.43969058969478
4.46,220.0,229.80925096740742
4.64,220.0,222.28206510478992
4.81,216.0,219.5458981459532
4.98,220.0,219.33208434790927
5.15,218.0,220.4652189855711
5.32,213.0,220.0038877253701
5.49,215.0,220.55006616382056
5.67,216.0,220.532162496031
5.84,208.0,220.60545158900004
6.01,212.0,220.69895307808878
6.19,213.0,220.37357810918525
6.35,216.0,219.56694962703372
6.64,210.0,223.19448067317802
8.82,210.0,199.49902239764484
11.07,210.0,185.78555427466662
13.32,206.0,173.4500704381718
15.49,206.0,162.38532173566128
17.74,206.0,150.37919951442726
