r_kpc,v_obs,v_model
0.33,20.5,14.489962311006202
0.99,19.9,21.762756242687338
1.65,19.3,20.8906100092866
2.31,18.8,20.46284904063487
2.97,18.2,19.993377251959522
3.63,18.3,19.60610997867908
