galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_boost,beta_mode
F563-V2,0.28,11.9,7.89,1.016475565335507,141.39607142857142,6051.993493391209,6193.38956481978,6.2921300050142,41.16501157718213,41.64311561530355,,1667.0918966854038,1667.0918966854038,False,,1.0,formula
F563-V2,0.87,34.8,7.89,1.0562825667824804,367.533908045977,2024.0461007967035,2391.5800088426804,17.881680569789854,41.96331859723599,45.614412280474816,,1667.0918966854038,1667.0918966854038,False,,1.0,formula
F563-V2,1.46,58.5,8.68,1.1652743251089854,528.581712328767,1330.5612224690017,1859.1429347977687,27.78001619869938,44.0751560950695,52.09941155910249,,1667.0918966854038,1667.0918966854038,False,,1.0,formula
F563-V2,2.05,81.5,14.2,1.2687679329790487,628.3246829268292,1031.7818243139814,1660.1065072408105,35.88963081448456,45.99078972841912,58.33710945739137,,1667.0918966854038,1667.0918966854038,False,,1.0,formula
F563-V2,2.35,91.8,17.5,1.331921245585378,634.017744680851,944.8660066121331,1578.883751292984,38.599762952640006,47.1214931378295,60.912862480255455,,1667.0918966854038,1667.0918966854038,False,,1.0,formula
F563-V2,4.76,114.0,8.68,1.3292744174922166,484.58571428571435,465.55096846060604,950.1366827463204,48.02736719829643,47.074649333505235,67.2506550887981,,1667.0918966854038,1667.0918966854038,False,,1.0,formula
F563-V2,7.86,116.0,8.68,1.2028992435680954,365.4827608142493,255.13277118083633,620.6155319950856,53.59752326367329,44.78106275515771,69.84295298368599,,1667.0918966854038,1667.0918966854038,False,,1.0,formula
F563-V2,8.7,117.0,16.6,1.1463404048951065,364.71183908045987,219.66147124640193,584.3733103268618,56.32932628746771,43.71561276985256,71.30250907116591,,1667.0918966854038,1667.0918966854038,False,,1.0,formula
F563-V2,10.18,118.0,51.9,1.1924585467092046,296.4790766208252,195.2787799953014,491.75785661612656,54.93775568768714,44.586298123438866,70.75376301195695,,1667.0918966854038,1667.0918966854038,False,,1.0,formula
F563-V2,10.47,118.0,40.3,1.1981800405263596,285.8751957975167,190.7809203755189,476.65611617303557,54.70935294810203,44.693134107284116,70.64410475285028,,1667.0918966854038,1667.0918966854038,False,,1.0,formula
