kautsch_name,kautsch_sdss,RA_match_deg,DE_match_deg,nearest_sparc_name,nearest_sep_deg
J081017.64+392814.3,J081017.64+392814.3,122.57351667,39.47064278,UGC04278,6.307980832436291
J081025.65+374353.8,J081025.65+374353.8,122.6069,37.73161361,UGC04278,8.037779098072455
J081033.75+402559.9,J081033.75+402559.9,122.64064583,40.43332667,UGC04278,5.345307131834015
J081044.63+384450.1,J081044.63+384450.1,122.68599167,38.7472775,UGC04278,7.020381975400116
J081052.51+473111.6,J081052.51+473111.6,122.71880417,47.51989056,UGC04278,1.8559878466525643
J081104.16+493500.9,J081104.16+493500.9,122.76734167,49.58359556,UGC04325,1.401294479182741
J081113.28+393817.8,J081113.28+393817.8,122.80537083,39.63830083,UGC04278,6.124817760948279
J081128.02+395221.6,J081128.02+395221.6,122.86677083,39.87268917,UGC04278,5.8874982640705
J081129.07+402427.7,J081129.07+402427.7,122.87115417,40.40769972,UGC04278,5.353856082176088
J081158.49+494411.5,J081158.49+494411.5,122.99372917,49.73654778,UGC04325,1.2179812937942316
J081231.90+441803.1,J081231.90+441803.1,123.13294167,44.3008775,UGC04278,1.4638684255012546
J081257.62+415421.5,J081257.62+415421.5,123.24009167,41.90599333,UGC04278,3.8405719924225115
J081329.26+462812.8,J081329.26+462812.8,123.37192083,46.47024833,UGC04278,0.7331183031492777
J081337.87+401114.8,J081337.87+401114.8,123.4078125,40.18746861,UGC04278,5.555050573459398
J081408.75+471246.3,J081408.75+471246.3,123.53647917,47.21287972,UGC04278,1.4710009726004847
J081417.06+404449.7,J081417.06+404449.7,123.5710875,40.74716528,UGC04278,4.995287846214525
J081449.80+025054.3,J081449.80+025054.3,123.7075125,2.84842722,D631-7,12.356160717751694
J081508.15+491314.2,J081508.15+491314.2,123.784,49.22062417,UGC04325,1.0424187627893882
J081556.59+435137.7,J081556.59+435137.7,123.98582917,43.860485,UGC04278,1.9135536015183625
J081605.71+020925.8,J081605.71+020925.8,124.0238125,2.15717806,D631-7,13.114468683354549
J081629.02+400751.2,J081629.02+400751.2,124.12092917,40.13090194,UGC04278,5.629847900791812
J081745.76+015323.0,J081745.76+015323.0,124.440675,1.88974361,D631-7,13.515477969910464
J081747.43+415858.3,J081747.43+415858.3,124.44764583,41.98287861,UGC04278,3.821362072586969
J081753.29+483842.6,J081753.29+483842.6,124.47206667,48.64518778,UGC04325,1.3848283119858087
J081801.42+475109.3,J081801.42+475109.3,124.505925,47.8525925,UGC04325,2.167853318242263
J081815.72+500746.8,J081815.72+500746.8,124.56554167,50.12967694,UGC04325,0.2108269873560203
J081817.43+414318.4,J081817.43+414318.4,124.57262917,41.72180472,UGC04278,4.094882143231615
J081832.21+431418.2,J081832.21+431418.2,124.63421667,43.23841111,UGC04278,2.6321501785633865
J081838.86+444510.7,J081838.86+444510.7,124.66192083,44.75297417,UGC04278,1.2856253052820765
J081841.33+400810.8,J081841.33+400810.8,124.672225,40.13634917,UGC04278,5.671421157652417
J081848.21+510221.8,J081848.21+510221.8,124.7008875,51.03941278,UGC04325,1.0333540035685835
J081850.81+490732.8,J081850.81+490732.8,124.71174583,49.12578139,UGC04325,0.8874671190130599
J081852.38+464507.4,J081852.38+464507.4,124.71827083,46.75206694,UGC04278,1.3171723443974976
J081911.33+491740.8,J081911.33+491740.8,124.7972125,49.29467944,UGC04325,0.7153609478362865
J081946.66+464737.0,J081946.66+464737.0,124.94443333,46.79361361,UGC04278,1.4521544839710223
J081950.26+492133.4,J081950.26+492133.4,124.9594375,49.35928056,UGC04325,0.6552512945827337
J082007.36+393307.8,J082007.36+393307.8,125.03067917,39.55218944,UGC04278,6.291765381249418
J082011.86+435548.3,J082011.86+435548.3,125.04945,43.93009278,UGC04278,2.1207242875329273
J082019.24+023717.5,J082019.24+023717.5,125.08016667,2.62153528,D631-7,13.104345158241543
J082119.63+421700.8,J082119.63+421700.8,125.33179583,42.28357056,UGC04278,3.701870960963689
J082203.50+420136.4,J082203.50+420136.4,125.51461667,42.02679667,UGC04278,3.989838228252674
J082232.79+452330.1,J082232.79+452330.1,125.63662917,45.39170444,UGC04278,1.5393518802496753
J082324.30-002532.4,J082324.30-002532.4,125.8512625,-0.42569167,D631-7,16.196449027818165
J082333.38+411252.8,J082333.38+411252.8,125.8891,41.21467139,UGC04278,4.84859821641318
J082338.03+475627.5,J082338.03+475627.5,125.90845833,47.94098361,UGC04325,2.1851559806244363
J082342.52+420804.0,J082342.52+420804.0,125.92718333,42.13444694,UGC04278,4.009696571150036
J082409.83-001911.4,J082409.83-001911.4,126.04097917,-0.31984806,D631-7,16.176485441080718
J082414.92-000915.4,J082414.92-000915.4,126.06219167,-0.15427806,D631-7,16.034481926214543
J082444.91+465425.8,J082444.91+465425.8,126.18714583,46.90718,UGC04278,2.193537289992729
J082500.47+530212.0,J082500.47+530212.0,126.25195833,53.03667056,UGC04499,2.380565575549581
J082510.80+484743.2,J082510.80+484743.2,126.29503333,48.79533389,UGC04325,1.5415258423874687
J082511.51+001510.7,J082511.51+001510.7,126.29799583,0.25298389,D631-7,15.766642171484722
J082523.20+015913.9,J082523.20+015913.9,126.34667917,1.98720167,D631-7,14.250162098806324
J082616.34+421524.4,J082616.34+421524.4,126.5681125,42.25678806,UGC04278,4.126367585831705
J082619.57+023055.4,J082619.57+023055.4,126.58155417,2.51541639,D631-7,13.909971959929107
J082652.39+001355.1,J082652.39+001355.1,126.71832083,0.23198111,D631-7,15.973410936142077
J082657.80+523745.3,J082657.80+523745.3,126.74085833,52.62926972,UGC04499,1.9138869268616228
J082658.34+523834.6,J082658.34+523834.6,126.74309583,52.64294556,UGC04499,1.919508030687332
J082752.94+445118.0,J082752.94+445118.0,126.97058333,44.85502778,UGC04278,2.6001735582234953
J082803.48+422026.7,J082803.48+422026.7,127.0145125,42.34077722,UGC04278,4.2379515771926615
J082805.19+020822.8,J082805.19+020822.8,127.02164583,2.13967139,D631-7,14.459394748446162
J082808.01+491014.8,J082808.01+491014.8,127.03338333,49.17079694,UGC04325,1.6532400415391482
J082819.75+003453.1,J082819.75+003453.1,127.08232083,0.58143194,D631-7,15.83623337753653
J082824.36-000627.4,J082824.36-000627.4,127.10152083,-0.10761556,D631-7,16.4516577381187
J082824.56+530813.0,J082824.56+530813.0,127.10235,53.13694833,UGC04499,2.051392371242635
J082915.95+412907.2,J082915.95+412907.2,127.31645833,41.48534833,UGC04278,5.075336589280503
J082921.58+021405.8,J082921.58+021405.8,127.3399375,2.23494556,D631-7,14.548441547620053
J082922.50+432131.1,J082922.50+432131.1,127.34375417,43.35865722,UGC04278,3.6326736703152775
J082933.65+434503.8,J082933.65+434503.8,127.3902125,43.75106278,UGC04278,3.4075775457033664
J082950.31+484651.7,J082950.31+484651.7,127.4596625,48.78103278,UGC04325,2.103659237995626
J082952.39+434837.4,J082952.39+434837.4,127.46833333,43.81039194,UGC04278,3.417695936483197
J082956.27+515824.1,J082956.27+515824.1,127.48449583,51.97338111,UGC04499,1.240568933203143
J083013.94+532839.3,J083013.94+532839.3,127.55811667,53.47759389,UGC04499,2.148372840438608
J083016.29+492919.0,J083016.29+492919.0,127.56789583,49.48861778,UGC04325,1.8406196742968755
J083025.83+000745.0,J083025.83+000745.0,127.60762917,0.12916861,D631-7,16.487793271465932
J083038.44-000651.1,J083038.44-000651.1,127.6602,-0.11421639,D631-7,16.7253853415762
J083046.36+425428.7,J083046.36+425428.7,127.69319583,42.90798667,UGC04278,4.128132738740358
J083049.37+533908.2,J083049.37+533908.2,127.70574167,53.65227889,UGC04499,2.2547693121105965
J083052.68+513144.9,J083052.68+513144.9,127.7195125,51.52916,UGC04499,1.0653772130762764
J083057.49+421230.1,J083057.49+421230.1,127.739575,42.20838028,UGC04278,4.669327604284426
J083101.79+452900.2,J083101.79+452900.2,127.757475,45.48339639,UGC04278,2.992148385086751
J083103.37+532132.4,J083103.37+532132.4,127.76406667,53.35902417,UGC04499,1.982821813495734
J083210.47+452526.5,J083210.47+452526.5,128.04364583,45.42405389,UGC04278,3.198574359084392
J083211.78+001230.4,J083211.78+001230.4,128.04909167,0.20844861,D631-7,16.64303805486151
J083224.16+430607.8,J083224.16+430607.8,128.10067917,43.10217556,UGC04278,4.216290197118542
J083229.41+441108.1,J083229.41+441108.1,128.122575,44.185595,UGC04278,3.624354472489799
J083239.90+442051.6,J083239.90+442051.6,128.166275,44.3476725,UGC04278,3.5819789751303364
J083241.63+523623.8,J083241.63+523623.8,128.17349167,52.6066325,UGC04499,1.2242282317147875
J083242.80+522632.4,J083242.80+522632.4,128.17835833,52.44235333,UGC04499,1.0999095792180222
J083245.49-000842.5,J083245.49-000842.5,128.18957083,-0.14514806,D631-7,17.018445581475405
J083300.82+032403.9,J083300.82+032403.9,128.25345417,3.40110333,D631-7,14.130918713607734
J083306.69+493752.9,J083306.69+493752.9,128.277875,49.63138028,UGC04499,2.14741469761157
J083307.77-003112.9,J083307.77-003112.9,128.2823875,-0.52026972,D631-7,17.388283386862174
J083313.00+511857.9,J083313.00+511857.9,128.30417917,51.3161075,UGC04499,0.7735469780455793
J083318.81+433806.6,J083318.81+433806.6,128.32838333,43.63519222,UGC04278,4.029402991604842
J083318.96+541537.0,J083318.96+541537.0,128.32900833,54.26027861,UGC04499,2.6897730723534417
J083334.80+453904.0,J083334.80+453904.0,128.3950375,45.65112833,UGC04278,3.4228243282920943
J083359.49+493146.3,J083359.49+493146.3,128.4979,49.52954389,UGC04499,2.202511104982814
J083403.58+535156.0,J083403.58+535156.0,128.51495417,53.8655775,UGC04499,2.280324528030411
J083419.73+530248.0,J083419.73+530248.0,128.58223333,53.04668639,UGC04499,1.4858260439740076
J083452.10+443813.6,J083452.10+443813.6,128.71709583,44.63713806,UGC04278,3.841505104618078
J083456.14+535502.8,J083456.14+535502.8,128.733925,53.91746972,UGC04499,2.3030626253518385
J083500.27+444017.7,J083500.27+444017.7,128.75115833,44.67161083,UGC04278,3.8537091569268056
J083516.33+481901.4,J083516.33+481901.4,128.81806667,48.31706306,UGC04325,3.105240053691684
J083524.24+545935.1,J083524.24+545935.1,128.85101667,54.99308861,UGC04499,3.358090409561021
J083533.45+015102.3,J083533.45+015102.3,128.889375,1.85066306,D631-7,15.747713092710008
J083535.57+543240.8,J083535.57+543240.8,128.89824583,54.544675,UGC04499,2.909372188086318
J083555.36+461439.6,J083555.36+461439.6,128.98069583,46.24434611,UGC04278,3.842983835255887
J083558.05+522349.4,J083558.05+522349.4,128.9918875,52.39707333,UGC04499,0.7904964329218958
J083600.55+003722.7,J083600.55+003722.7,129.00230833,0.62297972,D631-7,16.81174641612784
J083603.59+542550.6,J083603.59+542550.6,129.01499583,54.43074722,UGC04499,2.789152001210647
J083604.04+522858.0,J083604.04+522858.0,129.01687083,52.48280278,UGC04499,0.8671104418364156
J083607.62-002921.8,J083607.62-002921.8,129.03178333,-0.48940417,D631-7,17.754794521820564
J083611.66+502508.3,J083611.66+502508.3,129.048625,50.41899583,UGC04499,1.2556341704229212
J083616.22+495040.2,J083616.22+495040.2,129.06760833,49.84450083,UGC04499,1.8217968369888708
J083648.43+524255.7,J083648.43+524255.7,129.20181667,52.71549278,UGC04499,1.0717127539357305
J083648.79+523552.6,J083648.79+523552.6,129.203325,52.59794889,UGC04499,0.9551227769842431
J083709.92+523641.1,J083709.92+523641.1,129.29135,52.611425,UGC04499,0.9624333577236686
J083811.06+455255.4,J083811.06+455255.4,129.546125,45.88205722,UGC04278,4.218708148944366
J083848.43+541816.7,J083848.43+541816.7,129.70181667,54.30466306,UGC04499,2.6575864864686265
J083900.79+553155.1,J083900.79+553155.1,129.7533125,55.53197722,UGC04499,3.8845358511890025
J083938.53+013945.1,J083938.53+013945.1,129.9105625,1.6625425,D631-7,16.522814474930914
J083941.92+543559.9,J083941.92+543559.9,129.9246875,54.59998056,UGC04499,2.962916524604816
J083946.28+030421.0,J083946.28+030421.0,129.94287083,3.07251167,D631-7,15.474126766365407
J083958.63+530827.2,J083958.63+530827.2,129.994325,53.14089722,UGC04499,1.5287972153970235
J084000.40+543957.9,J084000.40+543957.9,130.0016875,54.6661,UGC04499,3.0336048320023106
J084018.82-000010.6,J084018.82-000010.6,130.07845,-0.00297,D631-7,17.945137506139215
J084041.73+523327.9,J084041.73+523327.9,130.1739125,52.55777194,UGC04499,1.0161196807699537
J084059.34+453414.8,J084059.34+453414.8,130.24727917,45.57079389,UGC04278,4.7209536697068835
J084101.93+491732.2,J084101.93+491732.2,130.25807083,49.29229944,UGC04499,2.4191603271691053
J084114.60+023503.6,J084114.60+023503.6,130.31084167,2.58434139,D631-7,16.082622157648782
J084126.59+434248.8,J084126.59+434248.8,130.36079583,43.71357,UGC04278,5.280298898833519
J084137.83+464736.6,J084137.83+464736.6,130.40762917,46.79350167,UGC04278,4.890842393440909
J084202.25+030338.0,J084202.25+030338.0,130.50939583,3.06056944,F563-V2,15.611558213402528
J084215.64+011605.7,J084215.64+011605.7,130.56518333,1.26826694,D631-7,17.2430792956378
J084258.48+001221.9,J084258.48+001221.9,130.74367083,0.20610917,D631-7,18.180710338587183
J084315.77+452551.0,J084315.77+452551.0,130.81570833,45.43084833,UGC04278,5.130593570420974
J084333.17+021239.7,J084333.17+021239.7,130.88820833,2.21103972,F563-V2,16.392743599597097
J084344.02-001244.0,J084344.02-001244.0,130.93343333,-0.2122225,D631-7,18.627130441883565
J084345.44+523232.9,J084345.44+523232.9,130.93935417,52.54248972,UGC04499,1.2884274639406603
J084351.32+515928.2,J084351.32+515928.2,130.96387083,51.99118528,UGC04499,1.0109435298633103
J084444.82+021736.7,J084444.82+021736.7,131.18678333,2.29354111,F563-V2,16.271951135467614
J084455.47+522902.9,J084455.47+522902.9,131.23115833,52.48414972,UGC04499,1.3882668224850636
J084515.90+513222.3,J084515.90+513222.3,131.31626667,51.53955,UGC04499,1.1815490380592932
J084517.70+464149.3,J084517.70+464149.3,131.32375,46.69705556,UGC04499,5.108295412122961
J084523.21+550707.4,J084523.21+550707.4,131.3467375,55.11874583,UGC04499,3.650977705516558
J084526.29+031100.7,J084526.29+031100.7,131.359575,3.18355528,F563-V2,15.367623395006992
J084531.87+530853.3,J084531.87+530853.3,131.38280833,53.14814611,UGC04499,1.9148781284650824
J084538.49+455846.7,J084538.49+455846.7,131.4103875,45.97965833,UGC04278,5.514821758051484
J084542.33+511243.8,J084542.33+511243.8,131.42638333,51.212175,UGC04499,1.3243163507862488
J084542.50+022121.8,J084542.50+022121.8,131.4271125,2.35606083,F563-V2,16.182093079305496
J084559.46+542635.9,J084559.46+542635.9,131.4977875,54.44332333,UGC04499,3.05665420424772
J084601.81+482813.7,J084601.81+482813.7,131.50757083,48.47047278,UGC04499,3.4515318045865118
J084602.63+023201.2,J084602.63+023201.2,131.51097917,2.53367167,F563-V2,15.996544251377381
J084605.01+013011.0,J084605.01+013011.0,131.520875,1.50308139,F563-V2,17.020801113310036
J084626.55+472341.1,J084626.55+472341.1,131.61064167,47.39475111,UGC04499,4.487693057633981
J084635.35+483313.6,J084635.35+483313.6,131.64732083,48.55378278,UGC04499,3.4109019363292323
J084638.99+545513.9,J084638.99+545513.9,131.66249167,54.92053222,UGC04499,3.5313081012324443
J084644.45+533221.3,J084644.45+533221.3,131.68524583,53.53925639,UGC04499,2.3340164451252186
J084728.53+533437.6,J084728.53+533437.6,131.86889583,53.57713056,UGC04499,2.4308137832841026
J084750.20+462542.8,J084750.20+462542.8,131.95917083,46.4285675,UGC04499,5.481124155808993
J084754.53+013741.4,J084754.53+013741.4,131.97723333,1.62817944,F563-V2,16.85705077959931
J084844.72+534445.9,J084844.72+534445.9,132.18635,53.74609333,UGC04499,2.680644899544357
J084845.25+464814.8,J084845.25+464814.8,132.18855,46.80413667,UGC04499,5.172754968411176
J084851.75+030730.5,J084851.75+030730.5,132.21565833,3.12515278,F563-V2,15.347171944637793
J084901.38+013426.1,J084901.38+013426.1,132.25577917,1.57393389,F563-V2,16.893046706552784
J084904.70+525344.3,J084904.70+525344.3,132.269625,52.89564111,UGC04499,2.1398036492912755
J084918.60+491558.9,J084918.60+491558.9,132.32753333,49.26638222,UGC04499,3.0181726560509405
J084922.08+012521.3,J084922.08+012521.3,132.34202083,1.42259667,F563-V2,17.039465938077175
J084943.74+471433.0,J084943.74+471433.0,132.432275,47.2425175,UGC04499,4.823365886483093
J084950.20+033425.5,J084950.20+033425.5,132.45920417,3.57375028,F563-V2,14.885137236951579
J084953.53+005509.9,J084953.53+005509.9,132.4730625,0.91942611,F563-V2,17.53585590355551
J085008.87+570605.5,J085008.87+570605.5,132.53697917,57.10155056,UGC04499,5.741587103089661
J085012.93+543302.4,J085012.93+543302.4,132.55390417,54.55066861,UGC04499,3.4537860976531776
J085017.67+032950.5,J085017.67+032950.5,132.57366667,3.49738222,F563-V2,14.955967556648504
J085019.50-004049.7,J085019.50-004049.7,132.58125417,-0.68049306,F563-V2,19.130409537090475
J085039.99+003411.9,J085039.99+003411.9,132.666625,0.56998917,F563-V2,17.877787784016864
J085052.89+011500.3,J085052.89+011500.3,132.7204125,1.25010222,F563-V2,17.19633352437853
J085055.10+515252.2,J085055.10+515252.2,132.72960833,51.88118361,UGC04499,2.058989174560865
J085105.32+514247.1,J085105.32+514247.1,132.77216667,51.71309139,UGC04499,2.077319854804475
J085117.69+544217.4,J085117.69+544217.4,132.823725,54.70484139,UGC04499,3.669437228841654
J085123.06+551108.6,J085123.06+551108.6,132.8461125,55.18574861,UGC04499,4.078897458718402
J085123.86+030631.7,J085123.86+030631.7,132.84942917,3.10880889,F563-V2,15.334751706152547
J085123.91+533453.0,J085123.91+533453.0,132.84963333,53.58140083,UGC04499,2.83661586040225
J085140.66+510707.2,J085140.66+510707.2,132.91944167,51.11869278,UGC04499,2.246199784131362
J085141.03+533159.5,J085141.03+533159.5,132.9209625,53.53320083,UGC04499,2.837208906984233
J085141.50+531707.5,J085141.50+531707.5,132.92291667,53.28541806,UGC04499,2.6852033593188716
J085151.26+483520.4,J085151.26+483520.4,132.96359167,48.58902222,UGC04499,3.811899142517792
J085205.98+523602.5,J085205.98+523602.5,133.0249375,52.60070778,UGC04499,2.405794696442684
J085239.69+453712.6,J085239.69+453712.6,133.16539583,45.62019056,UGC04499,6.517307651307855
J085310.06+491306.6,J085310.06+491306.6,133.29194167,49.21852056,UGC04499,3.462748156856286
J085311.59+005534.5,J085311.59+005534.5,133.29829167,0.92627,F563-V2,17.51210722245432
J085318.82+570412.4,J085318.82+570412.4,133.3284375,57.07013583,UGC04499,5.87392414527507
J085334.10+474530.4,J085334.10+474530.4,133.3921,47.75844944,UGC04499,4.662338841669176
J085346.39+001252.3,J085346.39+001252.3,133.44329583,0.21454,F563-V2,18.224698918004563
J085351.90+492047.2,J085351.90+492047.2,133.46627083,49.34646778,UGC04499,3.453361227993388
J085406.67+522156.9,J085406.67+522156.9,133.52782917,52.36581917,UGC04499,2.6251240273267538
J085406.96+523509.8,J085406.96+523509.8,133.52902083,52.58608139,UGC04499,2.688123573618443
J085408.51+002954.8,J085408.51+002954.8,133.53547917,0.49856417,F563-V2,17.9418333723838
J085409.09+574307.6,J085409.09+574307.6,133.53787917,57.71880139,UGC04499,6.513161427752628
J085419.84+542728.0,J085419.84+542728.0,133.58267917,54.45779278,UGC04499,3.756580075322498
J085444.59+005841.3,J085444.59+005841.3,133.6858125,0.97816639,F563-V2,17.46520749529974
J085504.56+024105.3,J085504.56+024105.3,133.76902917,2.6848075,F563-V2,15.761467782326402
J085509.08+560036.7,J085509.08+560036.7,133.787875,56.01021917,UGC04499,5.060002325051113
J085513.19+520224.4,J085513.19+520224.4,133.8049625,52.04012444,UGC04499,2.734334380587507
J085516.14+030208.9,J085516.14+030208.9,133.81728333,3.035825,F563-V2,15.412229808114384
J085523.82+005115.7,J085523.82+005115.7,133.84927083,0.85437361,F563-V2,17.593525497264007
J085529.67+492546.9,J085529.67+492546.9,133.87364167,49.42970083,UGC04499,3.596293110829135
J085541.09+573422.6,J085541.09+573422.6,133.92122917,57.57296778,UGC04499,6.4649113680217685
J085543.52+524718.5,J085543.52+524718.5,133.93137083,52.78849028,UGC04499,2.9858901226065124
J085557.59+574040.7,J085557.59+574040.7,133.98996667,57.67799667,UGC04499,6.575536947631516
J085636.57+525200.7,J085636.57+525200.7,134.15241667,52.86687111,UGC04499,3.138543866518327
J085656.77+560134.3,J085656.77+560134.3,134.23656667,56.02621444,UGC04499,5.212375431873139
J085708.24+512817.5,J085708.24+512817.5,134.28435833,51.47154806,UGC04499,3.027073379516663
J085713.53+481317.7,J085713.53+481317.7,134.30637917,48.22160611,UGC04499,4.650889644196153
J085738.96+014909.0,J085738.96+014909.0,134.4123625,1.81916972,F563-V2,16.657648640232292
J085742.93+022141.7,J085742.93+022141.7,134.42889167,2.36160111,F563-V2,16.117607740968783
J085759.72-002436.6,J085759.72-002436.6,134.49887083,-0.41018722,F563-V2,18.887913766903363
J085823.85+550317.4,J085823.85+550317.4,134.59939167,55.05484611,UGC04499,4.5935840411442035
J085851.23+025446.9,J085851.23+025446.9,134.7134875,2.91304833,F563-V2,15.590555093162738
J085852.53+494041.8,J085852.53+494041.8,134.71889167,49.67829833,UGC04499,3.8929088249995645
J085858.91+514141.2,J085858.91+514141.2,134.74548333,51.69478306,UGC04499,3.3003104682369386
J085907.81+533756.5,J085907.81+533756.5,134.78255417,53.63238444,UGC04499,3.8060229948123947
J085908.78+542355.2,J085908.78+542355.2,134.78658333,54.39868056,UGC04499,4.234640542262693
J085931.10+525705.3,J085931.10+525705.3,134.8795875,52.95149417,UGC04499,3.5796190662272025
J085934.61+033030.6,J085934.61+033030.6,134.89421667,3.50851056,F563-V2,15.015408145183342
J085946.88-000020.2,J085946.88-000020.2,134.9453375,-0.00561972,F563-V2,18.518274216541425
J090002.12+491543.7,J090002.12+491543.7,135.00886667,49.26214917,NGC2841,3.9210791249607904
J090002.48+020245.0,J090002.48+020245.0,135.01034167,2.04583917,F563-V2,16.482234104408096
J090008.71+482259.6,J090008.71+482259.6,135.0363,48.38323,NGC2841,4.38834148528502
J090038.16+504042.1,J090038.16+504042.1,135.1590125,50.67838639,NGC2841,3.3930259791578594
J090044.05+473701.5,J090044.05+473701.5,135.18357917,47.61710444,NGC2841,4.830472170436608
J090050.79+491914.9,J090050.79+491914.9,135.21164583,49.32082083,NGC2841,3.776762117925168
J090051.04+010939.9,J090051.04+010939.9,135.21266667,1.16108528,F563-V2,17.383365032576865
J090058.44+021140.0,J090058.44+021140.0,135.24350417,2.19445944,F563-V2,16.360006068877066
J090058.50+474743.3,J090058.50+474743.3,135.24378333,47.7953875,NGC2841,4.675022077136263
J090100.68+513413.1,J090100.68+513413.1,135.25283333,51.57032389,NGC2841,3.341972150067797
J090104.99+531251.3,J090104.99+531251.3,135.27082917,53.21427167,UGC04499,3.8910044712786926
J090119.28+544745.9,J090119.28+544745.9,135.33034583,54.79608833,UGC04499,4.729074052523389
J090123.14+014746.1,J090123.14+014746.1,135.34643333,1.79615111,F563-V2,16.76768387077964
J090125.20-002728.5,J090125.20-002728.5,135.355025,-0.457935,F563-V2,19.00830924339369
J090153.08+514839.4,J090153.08+514839.4,135.47116667,51.81094722,NGC2841,3.2528009296158515
J090153.56+002343.9,J090153.56+002343.9,135.47317917,0.39554528,F563-V2,18.173431105804426
J090211.67+574012.0,J090211.67+574012.0,135.54865,57.670015,UGC04499,6.97695147624676
J090216.45+580045.3,J090216.45+580045.3,135.56855833,58.01260194,UGC04499,7.272092569007666
J090229.80+514112.5,J090229.80+514112.5,135.624175,51.68680806,NGC2841,3.1342617516912963
J090236.48+531142.3,J090236.48+531142.3,135.65202083,53.19508778,NGC2841,3.7184965204452993
J090236.90+035726.8,J090236.90+035726.8,135.65378333,3.95746417,F563-V2,14.66916553770487
J090240.24+510504.2,J090240.24+510504.2,135.66769167,51.08450556,NGC2841,3.0473929546965803
J090325.62+523111.7,J090325.62+523111.7,135.85676667,52.51994389,NGC2841,3.2680172891072345
J090333.35+032232.9,J090333.35+032232.9,135.88896667,3.3758325,F563-V2,15.280987365299532
J090343.62+564009.9,J090343.62+564009.9,135.93175,56.6694175,UGC04499,6.294567771811732
J090400.80+502552.1,J090400.80+502552.1,136.003375,50.43114889,NGC2841,2.905976958803499
J090402.47+512813.6,J090402.47+512813.6,136.01032917,51.47045333,NGC2841,2.8612139111347252
J090404.13+570532.2,J090404.13+570532.2,136.01724167,57.09229583,UGC04499,6.6529539124028085
J090430.84+512440.9,J090430.84+512440.9,136.12850417,51.41136583,NGC2841,2.780269319023428
J090440.15+472415.3,J090440.15+472415.3,136.1673125,47.40426694,NGC2841,4.561186388465578
J090505.64+491332.6,J090505.64+491332.6,136.27352083,49.22572861,NGC2841,3.2323681861248983
J090509.76+553349.9,J090509.76+553349.9,136.2907,55.56387806,NGC2841,5.233640930221848
J090511.41+535929.3,J090511.41+535929.3,136.29755417,53.99148583,NGC2841,3.957686626641484
J090527.19+505755.6,J090527.19+505755.6,136.36330833,50.96544944,NGC2841,2.611578536523067
J090536.12+583037.7,J090536.12+583037.7,136.40052083,58.51048389,NGC2841,7.895109688664915
J090538.51+534247.9,J090538.51+534247.9,136.41046667,53.71331278,NGC2841,3.7090184686122143
J090538.77+020117.0,J090538.77+020117.0,136.41154583,2.02141167,F563-V2,16.70544611617988
J090549.56+484515.7,J090549.56+484515.7,136.45652917,48.75436833,NGC2841,3.429573538090981
J090606.20+025742.8,J090606.20+025742.8,136.525875,2.96190222,F563-V2,15.803767788814948
J090619.82+520720.1,J090619.82+520720.1,136.5826125,52.12226333,NGC2841,2.6977485534509276
J090633.85+515906.4,J090633.85+515906.4,136.64106667,51.98513361,NGC2841,2.612272217113491
J090646.18+534642.8,J090646.18+534642.8,136.69245,53.77855861,NGC2841,3.643877752053962
J090647.23+501220.9,J090647.23+501220.9,136.69680417,50.2058075,NGC2841,2.540813370033965
J090652.26+525150.2,J090652.26+525150.2,136.71775,52.86396361,NGC2841,3.005324189278764
J090653.52+563934.6,J090653.52+563934.6,136.72303333,56.65961944,NGC2841,6.104973312581367
J090653.62+491051.3,J090653.62+491051.3,136.7234375,49.18093361,NGC2841,3.0212943641128156
J090700.88+551814.9,J090700.88+551814.9,136.75370417,55.30414722,NGC2841,4.877726825043227
J090711.29+484241.5,J090711.29+484241.5,136.79707917,48.7115425,NGC2841,3.2956148974164825
J090712.64+521325.1,J090712.64+521325.1,136.80269167,52.22364611,NGC2841,2.6189562127988038
J090714.44+520343.4,J090714.44+520343.4,136.81019167,52.06205667,NGC2841,2.54551759672877
J090748.64+521209.8,J090748.64+521209.8,136.95270417,52.20272917,NGC2841,2.5276798514851007
J090822.82+514019.7,J090822.82+514019.7,137.09510417,51.67216167,NGC2841,2.244917797744713
J090836.18+031303.3,J090836.18+031303.3,137.15076667,3.21759167,F563-V2,15.690492442019806
J090908.67-000812.8,J090908.67-000812.8,137.28615833,-0.13690417,F563-V2,18.992175017755397
J090911.93+505526.9,J090911.93+505526.9,137.29972917,50.92414083,NGC2841,2.023637987910955
J090922.16+482538.4,J090922.16+482538.4,137.342375,48.42735972,NGC2841,3.27013940377333
J090924.70+484228.2,J090924.70+484228.2,137.3529375,48.7078525,NGC2841,3.0481481639699832
J090958.96+510104.1,J090958.96+510104.1,137.49566667,51.0178225,NGC2841,1.898084478714107
J091013.07+524323.3,J091013.07+524323.3,137.55449583,52.72316083,NGC2841,2.526749799570251
J091019.60+485449.6,J091019.60+485449.6,137.58169583,48.91379472,NGC2841,2.79389140018462
J091032.15+502559.7,J091032.15+502559.7,137.634,50.43326833,NGC2841,1.9011900094263152
J091045.06-000615.3,J091045.06-000615.3,137.6877625,-0.10426139,F563-V2,19.046498153548075
J091051.33+025837.4,J091051.33+025837.4,137.713875,2.97707889,F563-V2,16.065104445185433
