preferred_name,catalog_name_normalized,MType,gmag,rmag,imag,gmue,rmue,imue,z,e_z,RAJ2000_deg,DEJ2000_deg,RAJ2000,DEJ2000,axial_ratio_r,major_diam_r_arcsec,edge_likelihood_r,source_catalog,_Glon,_Glat,_RAJ2000,_DEJ2000,_RAB1950,_DEB1950,_Elon2000,_Elat2000,SDSS,e_gmag,e_rmag,e_imag,el(g),el(r),el(i),CI(g),CI(r),CI(i),Diam(g),Diam(r),Diam(i),a/b(g),a/b(r),a/b(i),kautsch_name,kautsch_name_norm,kautsch_catalog_token,RA_match_deg,DE_match_deg,kautsch_sdss_norm,kautsch_sdss_token,matched,match_reason,matched_sparc_name,matched_sparc_index,matched_sep_deg
J113946.65+643501.1,J113946.65+643501.1,Sb(f) ,16.35,15.5,15.15,21.66,20.81,20.46,,,174.9444125,64.58364,11 39 46.659,+64 35 01.10,2.981,49.426,0.561,Kautsch 2006,134.99765969,50.83281928,174.9444125,64.58364,174.24827117,64.86066052,137.33833555,54.45281573,J113946.65+643501.1,0.02,0.01,0.01,0.548,0.561,0.546,2.783,3.094,3.171,46.76,49.426,44.144,3.384,2.981,2.239,J113946.65+643501.1,J113946.65+643501.1,J113946.65+643501.1,174.9444125,64.58364,J113946.65+643501.1,J113946.65+643501.1,False,unmatched,,,
J113954.76+030316.3,J113954.76+030316.3,Scd(f),17.05,16.46,16.1,21.73,21.14,20.78,0.0295,5.117e-05,174.97816667,3.05455056,11 39 54.760,+03 03 16.38,4.154,36.876,0.782,Kautsch 2006,264.46481449,60.46925665,174.97816667,3.05455056,174.33605165,3.33167089,174.1799547,0.80901532,J113954.76+030316.3,0.03,0.01,0.02,0.793,0.782,0.781,2.485,2.484,2.495,33.352,36.876,39.9,4.367,4.154,4.16,J113954.76+030316.3,J113954.76+030316.3,J113954.76+030316.3,174.97816667,3.05455056,J113954.76+030316.3,J113954.76+030316.3,False,unmatched,,,
J113958.69+055605.8,J113958.69+055605.8,Sc(f) ,16.66,16.33,16.15,22.28,21.96,21.77,,,174.99457917,5.93496028,11 39 58.699,+05 56 05.86,4.295,45.876,0.726,Kautsch 2006,260.99627454,62.83346005,174.99457917,5.93496028,174.35116049,6.21208322,173.05181766,3.45973742,J113958.69+055605.8,0.01,0.21,0.02,0.711,0.726,0.719,2.269,2.297,2.265,44.991,45.876,44.002,4.387,4.295,3.503,J113958.69+055605.8,J113958.69+055605.8,J113958.69+055605.8,174.99457917,5.93496028,J113958.69+055605.8,J113958.69+055605.8,False,unmatched,,,
J114006.55+015456.6,J114006.55+015456.6,Sd(f) ,17.66,17.4,17.05,23.13,22.88,22.52,0.0456,7.477e-05,175.02732083,1.91573611,11 40 06.557,+01 54 56.65,9.225,49.906,0.848,Kautsch 2006,265.79105905,59.54198173,175.02732083,1.91573611,174.38573055,2.19288049,174.67633928,-0.21710619,J114006.55+015456.6,0.03,0.03,0.05,0.87,0.848,0.847,2.227,2.346,2.497,45.361,49.906,113.643,8.541,9.225,33.511,J114006.55+015456.6,J114006.55+015456.6,J114006.55+015456.6,175.02732083,1.91573611,J114006.55+015456.6,J114006.55+015456.6,False,unmatched,,,
J114011.58-032119.0,J114011.58032119.0,Sc(f) ,17.19,16.62,16.28,21.4,20.84,20.49,,,175.04827083,-3.35528417,11 40 11.585,-03 21 19.02,3.57,33.509,0.74,Kautsch 2006,270.76245524,55.00384942,175.04827083,-3.35528417,174.40903891,-3.07812154,176.79008367,-5.04703979,J114011.58-032119.0,0.03,0.03,0.02,0.778,0.74,0.731,2.414,2.521,2.647,36.52,33.509,37.715,5.01,3.57,4.554,J114011.58-032119.0,J114011.58-032119.0,J114011.58-032119.0,175.04827083,-3.35528417,J114011.58-032119.0,J114011.58-032119.0,False,unmatched,,,
J114011.90+033403.5,J114011.90+033403.5,Sc(f) ,16.86,16.46,16.34,21.76,21.35,21.24,,,175.04962083,3.56764833,11 40 11.909,+03 34 03.53,2.905,31.49,0.652,Kautsch 2006,264.0014168,60.93502421,175.04962083,3.56764833,174.40729511,3.84479992,174.04206174,1.308365,J114011.90+033403.5,0.01,0.02,0.02,0.668,0.652,0.639,2.166,2.261,2.179,30.698,31.49,33.982,3.249,2.905,2.96,J114011.90+033403.5,J114011.90+033403.5,J114011.90+033403.5,175.04962083,3.56764833,J114011.90+033403.5,J114011.90+033403.5,False,unmatched,,,
J114015.59+655551.7,J114015.59+655551.7,Sc(f) ,17.56,17.2,17.24,23.09,22.73,22.77,0.046,7.799e-05,175.06497083,65.93104417,11 40 15.593,+65 55 51.76,3.156,35.867,0.597,Kautsch 2006,134.02745174,49.63574524,175.06497083,65.93104417,174.36657545,66.20811797,135.78194535,55.46257408,J114015.59+655551.7,0.05,0.05,0.07,0.615,0.597,0.581,2.187,2.28,2.173,37.916,35.867,38.648,3.825,3.156,3.413,J114015.59+655551.7,J114015.59+655551.7,J114015.59+655551.7,175.06497083,65.93104417,J114015.59+655551.7,J114015.59+655551.7,False,unmatched,,,
J114027.02+012348.2,J114027.02+012348.2,Scd(f),17.77,16.89,16.39,22.19,21.32,20.82,0.0759,7.789e-05,175.11260417,1.39674778,11 40 27.025,+01 23 48.29,4.118,30.892,0.753,Kautsch 2006,266.47537167,59.14842637,175.11260417,1.39674778,174.47125765,1.67393094,174.96029955,-0.65981118,J114027.02+012348.2,0.06,0.37,0.07,0.75,0.753,0.751,2.404,2.5,2.7,30.038,30.892,33.469,5.293,4.118,4.337,J114027.02+012348.2,J114027.02+012348.2,J114027.02+012348.2,175.11260417,1.39674778,J114027.02+012348.2,J114027.02+012348.2,False,unmatched,,,
J114028.78+650004.6,J114028.78+650004.6,Sd(f) ,17.21,16.65,16.28,22.28,21.72,21.35,0.0421,5.154e-05,175.11992917,65.00129944,11 40 28.783,+65 00 04.68,5.985,44.733,0.8,Kautsch 2006,134.60798769,50.48784181,175.11992917,65.00129944,174.42456006,65.27839884,136.93847738,54.80842276,J114028.78+650004.6,0.01,0.01,0.02,0.806,0.8,0.797,2.293,2.31,2.385,39.879,44.733,45.615,5.805,5.985,5.648,J114028.78+650004.6,J114028.78+650004.6,J114028.78+650004.6,175.11992917,65.00129944,J114028.78+650004.6,J114028.78+650004.6,False,unmatched,,,
J114039.98+680712.6,J114039.98+680712.6,Sb(f) ,16.61,15.71,15.24,21.66,20.76,20.29,0.0527,9.314e-05,175.1666,68.12017278,11 40 39.984,+68 07 12.62,4.074,48.255,0.671,Kautsch 2006,132.61173124,47.65600696,175.1666,68.12017278,174.46289399,68.39728936,133.01980044,57.02449878,J114039.98+680712.6,0.03,0.03,0.02,0.683,0.671,0.669,2.725,2.81,2.808,41.807,48.255,52.916,4.206,4.074,4.118,J114039.98+680712.6,J114039.98+680712.6,J114039.98+680712.6,175.1666,68.12017278,J114039.98+680712.6,J114039.98+680712.6,False,unmatched,,,
J114041.56+624615.8,J114041.56+624615.8,Sd(f) ,16.32,15.83,15.58,22.02,21.53,21.27,,,175.17318333,62.77108222,11 40 41.564,+62 46 15.90,4.463,49.388,0.808,Kautsch 2006,136.1331942,52.50610461,175.17318333,62.77108222,174.48349473,63.04820754,139.52728143,53.17762781,J114041.56+624615.8,0.01,0.02,0.02,0.826,0.808,0.795,2.384,2.475,2.486,42.768,49.388,50.062,4.19,4.463,4.043,J114041.56+624615.8,J114041.56+624615.8,J114041.56+624615.8,175.17318333,62.77108222,J114041.56+624615.8,J114041.56+624615.8,False,unmatched,,,
J114050.49+013754.3,J114050.49+013754.3,Sb(f) ,17.17,16.25,15.76,21.3,20.38,19.89,0.077,7.604e-05,175.21040417,1.6317675,11 40 50.497,+01 37 54.36,3.797,35.376,0.599,Kautsch 2006,266.39411304,59.39956124,175.21040417,1.6317675,174.56896838,1.908993,174.95690054,-0.40529032,J114050.49+013754.3,0.04,0.03,0.03,0.57,0.599,0.598,3.023,3.134,3.137,30.81,35.376,36.544,4.199,3.797,3.36,J114050.49+013754.3,J114050.49+013754.3,J114050.49+013754.3,175.21040417,1.6317675,J114050.49+013754.3,J114050.49+013754.3,False,unmatched,,,
J114051.34+044835.2,J114051.34+044835.2,Irr(f),15.21,14.67,14.4,21.5,20.96,20.69,,,175.21391667,4.80979639,11 40 51.340,+04 48 35.27,4.017,69.782,0.768,Kautsch 2006,262.80572908,62.05048126,175.21391667,4.80979639,174.57110181,5.08701811,173.69968488,2.51364198,J114051.34+044835.2,0.01,0.01,0.01,0.774,0.768,0.77,2.081,2.124,2.107,64.361,69.782,71.924,4.105,4.017,3.839,J114051.34+044835.2,J114051.34+044835.2,J114051.34+044835.2,175.21391667,4.80979639,J114051.34+044835.2,J114051.34+044835.2,False,unmatched,,,
J114101.15+051520.0,J114101.15+051520.0,Scd(f),16.65,16.25,15.96,21.3,20.91,20.61,,,175.25483333,5.25557972,11 41 01.160,+05 15 20.09,4.415,40.694,0.795,Kautsch 2006,262.323194,62.43763454,175.25483333,5.25557972,174.6118427,5.53281833,173.56002825,2.93899396,J114101.15+051520.0,0.06,0.03,0.04,0.814,0.795,0.79,2.672,2.657,2.725,45.116,40.694,36.403,5.995,4.415,3.536,J114101.15+051520.0,J114101.15+051520.0,J114101.15+051520.0,175.25483333,5.25557972,J114101.15+051520.0,J114101.15+051520.0,False,unmatched,,,
J114109.35+054811.2,J114109.35+054811.2,Sb(f) ,17.11,16.24,15.79,21.93,21.06,20.61,,,175.2889625,5.80313583,11 41 09.351,+05 48 11.29,3.321,35.723,0.695,Kautsch 2006,261.68455944,62.90132085,175.2889625,5.80313583,174.64575172,6.08038813,173.37351198,3.45502864,J114109.35+054811.2,0.02,0.01,0.01,0.647,0.695,0.685,2.676,2.813,2.862,33.832,35.723,38.727,3.968,3.321,3.358,J114109.35+054811.2,J114109.35+054811.2,J114109.35+054811.2,175.2889625,5.80313583,J114109.35+054811.2,J114109.35+054811.2,False,unmatched,,,
J114114.74+000834.5,J114114.74+000834.5,Sc(f) ,16.51,16.05,15.8,22.13,21.67,21.42,0.0284,5.217e-05,175.31142083,0.1429375,11 41 14.741,+00 08 34.58,2.852,40.201,0.677,Kautsch 2006,268.05341582,58.17979864,175.31142083,0.1429375,174.67063179,0.42020877,175.64007167,-1.73204447,J114114.74+000834.5,0.01,0.01,0.01,0.7,0.677,0.667,2.309,2.381,2.428,39.351,40.201,43.578,3.308,2.852,2.874,J114114.74+000834.5,J114114.74+000834.5,J114114.74+000834.5,175.31142083,0.1429375,J114114.74+000834.5,J114114.74+000834.5,False,unmatched,,,
J114121.88-032717.2,J114121.88032717.2,Scd(f),17.03,16.36,16.01,22.12,21.45,21.1,,,175.341175,-3.45478361,11 41 21.882,-03 27 17.22,5.515,43.831,0.767,Kautsch 2006,271.29420363,55.05385539,175.341175,-3.45478361,174.70190503,-3.17749372,177.09911063,-5.02197803,J114121.88-032717.2,0.02,0.06,0.02,0.771,0.767,0.764,2.442,2.48,2.503,35.925,43.831,43.588,4.621,5.515,4.688,J114121.88-032717.2,J114121.88-032717.2,J114121.88-032717.2,175.341175,-3.45478361,J114121.88-032717.2,J114121.88-032717.2,False,unmatched,,,
J114145.74+640330.0,J114145.74+640330.0,Sc(f) ,16.58,16.22,15.99,22.05,21.69,21.46,0.0201,4.578e-05,175.44059167,64.05833833,11 41 45.742,+64 03 30.02,3.389,41.67,0.735,Kautsch 2006,135.0485066,51.39951771,175.44059167,64.05833833,174.75073685,64.33557684,138.22123478,54.21373094,J114145.74+640330.0,0.01,0.04,0.02,0.767,0.735,0.711,2.287,2.294,2.285,41.637,41.67,41.927,3.791,3.389,3.102,J114145.74+640330.0,J114145.74+640330.0,J114145.74+640330.0,175.44059167,64.05833833,J114145.74+640330.0,J114145.74+640330.0,False,unmatched,,,
J114153.98+001409.5,J114153.98+001409.5,Sb(f) ,18.29,17.51,17.06,23.09,22.31,21.86,0.092,5.279e-05,175.47494167,0.23598972,11 41 53.986,+00 14 09.56,8.237,42.705,0.819,Kautsch 2006,268.23137969,58.34299607,175.47494167,0.23598972,174.83411805,0.51332907,175.75331496,-1.58176417,J114153.98+001409.5,0.04,0.09,0.04,0.834,0.819,0.8,2.73,2.85,2.97,37.333,42.705,39.398,8.481,8.237,5.943,J114153.98+001409.5,J114153.98+001409.5,J114153.98+001409.5,175.47494167,0.23598972,J114153.98+001409.5,J114153.98+001409.5,False,unmatched,,,
J114158.57-011334.4,J114158.57011334.4,Sc(f) ,16.93,16.14,15.71,21.71,20.92,20.49,0.1079,8.243e-05,175.49405,-1.2262475,11 41 58.572,-01 13 34.49,2.596,32.871,0.58,Kautsch 2006,269.62504602,57.084212,175.49405,-1.2262475,174.85382468,-0.94889788,176.35162683,-2.91634022,J114158.57-011334.4,0.01,0.01,0.01,0.618,0.58,0.586,2.362,2.478,2.593,31.056,32.871,37.798,3.075,2.596,3.082,J114158.57-011334.4,J114158.57-011334.4,J114158.57-011334.4,175.49405,-1.2262475,J114158.57-011334.4,J114158.57-011334.4,False,unmatched,,,
J114202.37+620915.4,J114202.37+620915.4,Sc(f) ,16.19,15.87,15.73,22.76,22.44,22.3,,,175.50988333,62.15428278,11 42 02.372,+62 09 15.42,4.518,72.589,0.734,Kautsch 2006,136.35468852,53.12799867,175.50988333,62.15428278,174.82459082,62.43155188,140.39697508,52.81610651,J114202.37+620915.4,0.02,0.15,0.03,0.746,0.734,0.725,2.277,2.184,2.177,71.89,72.589,76.605,5.153,4.518,4.538,J114202.37+620915.4,J114202.37+620915.4,J114202.37+620915.4,175.50988333,62.15428278,J114202.37+620915.4,J114202.37+620915.4,False,unmatched,,,
J114234.91+011506.5,J114234.91+011506.5,Sd(f) ,17.1,16.36,15.86,22.58,21.84,21.34,,,175.64547083,1.25180722,11 42 34.913,+01 15 06.51,5.007,44.044,0.842,Kautsch 2006,267.51114714,59.30319015,175.64547083,1.25180722,175.00424999,1.52921363,175.50685939,-0.5816429,J114234.91+011506.5,0.04,0.2,0.04,0.843,0.842,0.837,2.386,2.517,2.722,41.651,44.044,46.747,5.891,5.007,5.004,J114234.91+011506.5,J114234.91+011506.5,J114234.91+011506.5,175.64547083,1.25180722,J114234.91+011506.5,J114234.91+011506.5,False,unmatched,,,
J114317.99-013247.1,J114317.99013247.1,Sb(f) ,16.93,16.06,15.55,22.16,21.29,20.78,,,175.82499167,-1.54644361,11 43 17.998,-01 32 47.20,5.892,61.454,0.713,Kautsch 2006,270.44157512,56.96391227,175.82499167,-1.54644361,175.18485734,-1.26896283,176.78302195,-3.07879278,J114317.99-013247.1,0.05,0.05,0.04,0.712,0.713,0.711,2.867,2.976,2.948,47.88,61.454,66.645,5.41,5.892,5.957,J114317.99-013247.1,J114317.99-013247.1,J114317.99-013247.1,175.82499167,-1.54644361,J114317.99-013247.1,J114317.99-013247.1,False,unmatched,,,
J114329.05+644020.1,J114329.05+644020.1,Sa(f) ,16.73,15.88,15.43,21.19,20.34,19.89,,,175.87107083,64.67225972,11 43 29.057,+64 40 20.13,2.832,34.445,0.504,Kautsch 2006,134.36805175,50.92048221,175.87107083,64.67225972,175.18428657,64.94966925,137.73326504,54.78931292,J114329.05+644020.1,0.01,0.01,0.01,0.513,0.504,0.497,2.795,2.85,2.89,30.282,34.445,36.832,3.019,2.832,2.697,J114329.05+644020.1,J114329.05+644020.1,J114329.05+644020.1,175.87107083,64.67225972,J114329.05+644020.1,J114329.05+644020.1,False,unmatched,,,
J114340.48+624836.9,J114340.48+624836.9,Sd(f) ,18.04,17.45,17.18,23.36,22.76,22.49,,,175.9187,62.81027417,11 43 40.488,+62 48 36.99,7.048,41.521,0.854,Kautsch 2006,135.60037082,52.61935258,175.9187,62.81027417,175.23602645,63.08770345,139.91047606,53.43317634,J114340.48+624836.9,0.03,0.03,0.06,0.863,0.854,0.843,2.172,2.205,2.22,38.472,41.521,38.893,7.917,7.048,5.199,J114340.48+624836.9,J114340.48+624836.9,J114340.48+624836.9,175.9187,62.81027417,J114340.48+624836.9,J114340.48+624836.9,False,unmatched,,,
J114342.10+632434.7,J114342.10+632434.7,Sb(f) ,16.06,15.42,15.05,21.1,20.46,20.09,,,175.925425,63.40965528,11 43 42.102,+63 24 34.76,3.768,45.128,0.731,Kautsch 2006,135.17936323,52.07793653,175.925425,63.40965528,175.24170459,63.68708653,139.23710008,53.88042048,J114342.10+632434.7,0.02,0.03,0.01,0.76,0.731,0.71,2.562,2.744,2.84,45.816,45.128,48.531,4.728,3.768,3.863,J114342.10+632434.7,J114342.10+632434.7,J114342.10+632434.7,175.925425,63.40965528,J114342.10+632434.7,J114342.10+632434.7,False,unmatched,,,
J114349.27+622857.1,J114349.27+622857.1,Sb(f) ,16.82,15.85,15.33,21.57,20.6,20.08,,,175.95532917,62.48254639,11 43 49.279,+62 28 57.17,3.919,44.616,0.649,Kautsch 2006,135.80718321,52.92272284,175.95532917,62.48254639,175.27358884,62.75998969,140.2959042,53.19935476,J114349.27+622857.1,0.08,0.07,0.07,0.649,0.649,0.645,3.118,3.166,3.208,37.422,44.616,43.857,4.231,3.919,3.292,J114349.27+622857.1,J114349.27+622857.1,J114349.27+622857.1,175.95532917,62.48254639,J114349.27+622857.1,J114349.27+622857.1,False,unmatched,,,
J114402.91+644851.7,J114402.91+644851.7,Sc(f) ,16.47,15.75,15.35,21.11,20.39,19.99,,,176.01215833,64.81436556,11 44 02.918,+64 48 51.72,2.554,32.757,0.622,Kautsch 2006,134.18866547,50.815597,176.01215833,64.81436556,175.3265435,65.09182777,137.63881838,54.93375314,J114402.91+644851.7,0.01,0.01,0.01,0.638,0.622,0.618,2.244,2.363,2.448,32.007,32.757,35.141,3.045,2.554,2.602,J114402.91+644851.7,J114402.91+644851.7,J114402.91+644851.7,176.01215833,64.81436556,J114402.91+644851.7,J114402.91+644851.7,False,unmatched,,,
J114403.67+024835.7,J114403.67+024835.7,Sb(f) ,16.23,15.34,14.88,21.58,20.68,20.22,0.0522,8.516e-05,176.01530417,2.80993417,11 44 03.673,+02 48 35.76,4.003,57.1,0.632,Kautsch 2006,266.51128603,60.8248814,176.01530417,2.80993417,175.37355703,3.08747867,175.22793746,0.99524154,J114403.67+024835.7,0.02,0.02,0.02,0.628,0.632,0.627,2.684,2.782,2.853,46.505,57.1,61.092,3.788,4.003,3.744,J114403.67+024835.7,J114403.67+024835.7,J114403.67+024835.7,176.01530417,2.80993417,J114403.67+024835.7,J114403.67+024835.7,False,unmatched,,,
J114409.43+643734.9,J114409.43+643734.9,Sb(f) ,16.53,15.77,15.39,21.58,20.81,20.44,,,176.03929583,64.62637583,11 44 09.431,+64 37 34.95,3.247,46.573,0.554,Kautsch 2006,134.29372804,50.99190558,176.03929583,64.62637583,175.35434489,64.90384818,137.87868816,54.80560415,J114409.43+643734.9,0.03,0.03,0.02,0.567,0.554,0.536,2.752,3.383,3.518,42.823,46.573,48.099,3.591,3.247,3.035,J114409.43+643734.9,J114409.43+643734.9,J114409.43+643734.9,176.03929583,64.62637583,J114409.43+643734.9,J114409.43+643734.9,False,unmatched,,,
J114428.79-033415.0,J114428.79033415.0,Sb(f) ,15.69,14.69,14.17,20.69,19.69,19.16,0.0481,0.0001485,176.11999583,-3.570855,11 44 28.799,-03 34 15.08,5.076,83.003,0.678,Kautsch 2006,272.59703728,55.3075983,176.11999583,-3.570855,175.48054752,-3.29326221,177.86122192,-4.81895798,J114428.79-033415.0,0.09,0.09,0.09,0.662,0.678,0.673,3.274,3.301,3.311,70.555,83.003,83.641,5.54,5.076,4.292,J114428.79-033415.0,J114428.79-033415.0,J114428.79-033415.0,176.11999583,-3.570855,J114428.79-033415.0,J114428.79-033415.0,False,unmatched,,,
J114438.22+633317.0,J114438.22+633317.0,Sc(f) ,16.82,16.04,15.61,21.73,20.96,20.53,,,176.15926667,63.55474722,11 44 38.224,+63 33 17.09,3.421,40.844,0.614,Kautsch 2006,134.92651946,51.98986435,176.15926667,63.55474722,175.47757201,63.83226382,139.2017115,54.05795527,J114438.22+633317.0,0.01,0.01,0.02,0.628,0.614,0.601,2.477,2.599,2.62,33.956,40.844,40.799,3.326,3.421,2.86,J114438.22+633317.0,J114438.22+633317.0,J114438.22+633317.0,176.15926667,63.55474722,J114438.22+633317.0,J114438.22+633317.0,False,unmatched,,,
J114442.46+032533.2,J114442.46+032533.2,Sc(f) ,16.54,15.92,15.53,21.52,20.9,20.51,0.0407,8.771e-05,176.17693333,3.42589472,11 44 42.464,+03 25 33.22,3.762,49.543,0.696,Kautsch 2006,266.11615725,61.43238319,176.17693333,3.42589472,175.53500931,3.70349606,175.13152896,1.62465731,J114442.46+032533.2,0.04,0.03,0.03,0.715,0.696,0.68,2.607,2.632,2.794,45.416,49.543,53.821,4.14,3.762,3.969,J114442.46+032533.2,J114442.46+032533.2,J114442.46+032533.2,176.17693333,3.42589472,J114442.46+032533.2,J114442.46+032533.2,False,unmatched,,,
J114508.07+665134.2,J114508.07+665134.2,Irr(f),15.98,14.36,12.62,24.35,22.73,20.99,,,176.28366667,66.85951889,11 45 08.080,+66 51 34.27,1.108,37.452,0.4,Kautsch 2006,132.76801991,48.98311144,176.28366667,66.85951889,175.59661201,67.13707618,135.22122086,56.46338674,J114508.07+665134.2,0.06,0.04,0.01,0.532,0.4,0.387,2.574,1.558,1.593,48.089,37.452,,4.118,1.108,,J114508.07+665134.2,J114508.07+665134.2,J114508.07+665134.2,176.28366667,66.85951889,J114508.07+665134.2,J114508.07+665134.2,False,unmatched,,,
J114515.11+044904.8,J114515.11+044904.8,Sa(f) ,16.92,16.05,15.62,20.67,19.8,19.38,,,176.31299583,4.818005,11 45 15.119,+04 49 04.82,3.386,36.863,0.512,Kautsch 2006,264.74556708,62.67496819,176.31299583,4.818005,175.67063725,5.09565105,174.70270157,2.95612136,J114515.11+044904.8,0.05,0.03,0.03,0.491,0.512,0.518,3.066,3.221,3.301,33.34,36.863,39.319,3.458,3.386,3.427,J114515.11+044904.8,J114515.11+044904.8,J114515.11+044904.8,176.31299583,4.818005,J114515.11+044904.8,J114515.11+044904.8,False,unmatched,,,
J114545.46-015712.3,J114545.46015712.3,Sa(f) ,16.95,16.07,15.66,21.12,20.23,19.83,0.0779,7.416e-05,176.43943333,-1.95342278,11 45 45.464,-01 57 12.32,2.621,32.964,0.536,Kautsch 2006,271.78546035,56.89287226,176.43943333,-1.95342278,175.79935876,-1.67572334,177.50943361,-3.20813738,J114545.46-015712.3,0.03,0.02,0.02,0.543,0.536,0.543,2.865,2.832,2.935,30.146,32.964,35.709,3.48,2.621,2.498,J114545.46-015712.3,J114545.46-015712.3,J114545.46-015712.3,176.43943333,-1.95342278,J114545.46-015712.3,J114545.46-015712.3,False,unmatched,,,
J114546.15+030146.9,J114546.15+030146.9,Sc(f) ,14.85,14.43,14.22,21.19,20.77,20.56,0.02,0.0001009,176.44232083,3.02971889,11 45 46.157,+03 01 46.99,4.395,95.008,0.715,Kautsch 2006,267.0215661,61.23609258,176.44232083,3.02971889,175.80060715,3.30741108,175.5321629,1.36626945,J114546.15+030146.9,0.02,0.02,0.01,0.709,0.715,0.704,2.51,2.641,2.651,87.644,95.008,92.317,4.184,4.395,4.095,J114546.15+030146.9,J114546.15+030146.9,J114546.15+030146.9,176.44232083,3.02971889,J114546.15+030146.9,J114546.15+030146.9,False,unmatched,,,
J114553.34+635411.6,J114553.34+635411.6,Sd(f) ,17.98,17.56,17.56,23.15,22.72,22.73,,,176.47225833,63.90324528,11 45 53.342,+63 54 11.68,7.446,43.145,0.804,Kautsch 2006,134.49040361,51.72890873,176.47225833,63.90324528,175.79305477,64.18086869,138.97073598,54.40783621,J114553.34+635411.6,0.04,0.2,0.08,0.83,0.804,0.772,2.35,2.466,2.318,50.429,43.145,36.103,10.457,7.446,4.953,J114553.34+635411.6,J114553.34+635411.6,J114553.34+635411.6,176.47225833,63.90324528,J114553.34+635411.6,J114553.34+635411.6,False,unmatched,,,
J114616.98-031044.3,J114616.98031044.3,Sd(f) ,16.02,15.49,15.37,22.82,22.29,22.17,0.0176,5.533e-05,176.57076667,-3.17899611,11 46 16.984,-03 10 44.39,6.76,93.226,0.849,Kautsch 2006,272.99869014,55.85942215,176.57076667,-3.17899611,175.93106174,-2.9012522,178.11875588,-4.2803145,J114616.98-031044.3,0.03,0.01,0.06,0.868,0.849,0.839,2.189,2.295,2.168,89.848,93.226,106.925,7.797,6.76,8.889,J114616.98-031044.3,J114616.98-031044.3,J114616.98-031044.3,176.57076667,-3.17899611,J114616.98-031044.3,J114616.98-031044.3,False,unmatched,,,
J114625.37-033548.8,J114625.37033548.8,Sb(f) ,16.13,15.3,14.9,20.27,19.44,19.04,0.0479,8.216e-05,176.605725,-3.59690722,11 46 25.374,-03 35 48.87,3.405,43.823,0.604,Kautsch 2006,273.38203223,55.50004169,176.605725,-3.59690722,175.96614295,-3.31915157,178.31781657,-4.64975008,J114625.37-033548.8,0.04,0.03,0.04,0.613,0.604,0.608,3.217,3.086,3.214,40.583,43.823,44.582,4.425,3.405,2.983,J114625.37-033548.8,J114625.37-033548.8,J114625.37-033548.8,176.605725,-3.59690722,J114625.37-033548.8,J114625.37-033548.8,False,unmatched,,,
J114626.96+055032.9,J114626.96+055032.9,Sc(f) ,17.08,16.73,16.39,22.1,21.75,21.41,,,176.6123625,5.84249,11 46 26.967,+05 50 32.96,3.002,31.352,0.633,Kautsch 2006,264.02941244,63.69185924,176.6123625,5.84249,175.96980435,6.12023227,174.56842611,4.0146351,J114626.96+055032.9,0.01,0.01,0.02,0.661,0.633,0.607,2.277,2.232,2.342,30.111,31.352,35.265,3.056,3.002,2.951,J114626.96+055032.9,J114626.96+055032.9,J114626.96+055032.9,176.6123625,5.84249,J114626.96+055032.9,J114626.96+055032.9,False,unmatched,,,
J114628.01+054327.7,J114628.01+054327.7,Sb(f) ,17.04,16.28,15.89,21.96,21.2,20.8,,,176.61672083,5.72438167,11 46 28.013,+05 43 27.77,3.35,35.948,0.59,Kautsch 2006,264.18669984,63.59650407,176.61672083,5.72438167,175.97420237,6.00212549,174.61953721,3.90801192,J114628.01+054327.7,0.01,0.01,0.01,0.568,0.59,0.589,2.733,3.042,3.13,33.584,35.948,39.317,3.666,3.35,3.469,J114628.01+054327.7,J114628.01+054327.7,J114628.01+054327.7,176.61672083,5.72438167,J114628.01+054327.7,J114628.01+054327.7,False,unmatched,,,
J114633.35-030824.6,J114633.35030824.6,Sc(f) ,17.67,17.51,17.5,23.17,23.01,23.0,0.0172,4.898e-05,176.6389625,-3.14018917,11 46 33.351,-03 08 24.68,4.249,35.342,0.643,Kautsch 2006,273.0767354,55.92443914,176.6389625,-3.14018917,175.99922777,-2.86242385,178.16589519,-4.21760401,J114633.35-030824.6,0.03,0.03,0.11,0.653,0.643,0.628,2.406,2.202,2.207,36.49,35.342,41.279,4.81,4.249,5.419,J114633.35-030824.6,J114633.35-030824.6,J114633.35-030824.6,176.6389625,-3.14018917,J114633.35-030824.6,J114633.35-030824.6,False,unmatched,,,
J114648.55+655032.3,J114648.55+655032.3,Scd(f),17.5,16.87,16.46,22.26,21.64,21.23,,,176.70232917,65.84231944,11 46 48.559,+65 50 32.35,4.407,36.237,0.778,Kautsch 2006,133.13396737,49.98629342,176.70232917,65.84231944,176.02206039,66.1200147,136.73557264,55.87005057,J114648.55+655032.3,0.1,0.11,0.06,0.805,0.778,0.758,2.573,2.688,2.942,37.454,36.237,37.711,5.569,4.407,4.305,J114648.55+655032.3,J114648.55+655032.3,J114648.55+655032.3,176.70232917,65.84231944,J114648.55+655032.3,J114648.55+655032.3,False,unmatched,,,
