r_kpc,v_obs,v_model
0.39,17.4,393.3472050420701
1.18,46.3,238.09424432509172
1.95,69.1,1.396424004376894e-06
2.74,85.2,1.6552945357246848e-06
3.53,93.2,1.8788294228055935e-06
4.3,100.0,2.073644135332772e-06
5.09,108.0,2.2561028345356956e-06
5.87,112.0,2.4228082879171436e-06
6.4,113.0,2.5298221281347034e-06
7.44,113.0,2.7276363393971714e-06
8.21,112.0,2.8653097563788805e-06
9.0,111.0,3e-06
9.72,111.0,3.117691453623979e-06
11.79,113.0,3.433656942677879e-06
17.63,118.0,4.198809355043403e-06
