r_kpc,v_obs,v_model
1.92,26.9,1.3856406460551018e-06
3.83,46.8,1.9570385790780926e-06
5.75,47.6,2.3979157616563597e-06
7.67,48.1,27.061933234368375
9.59,52.2,32.48043998717433
