r_kpc,v_obs,v_model
0.33,20.5,189.1946534289046
0.99,19.9,9.9498743710662e-07
1.65,19.3,1.284523257866513e-06
2.31,18.8,1.5198684153570665e-06
2.97,18.2,1.7233687939614085e-06
3.63,18.3,1.905255888325765e-06
