r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,alpha_geom_i,alpha_mass_i,weight_geom_i,weight_mass_i,mass_bar_segment_msun,mass_norm_i,alpha_relax_i,neighbor_gradient_i,ell_info_kpc,c_info_gal,tau_struct_gal,mean_dw_pert,mean_sigma,mean_beta,r_scale,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms
1.74,87.5,126.78499674646051,9.4,NGC3769,11.85,126.23,0.0,4400.14367816092,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,1,2.3602790283864596,0.03821381790291012,0.9512693082359259,0.03158036873323275,0.03004143551869778,0.2731501269508682,700293.4035630098,2.0615558238991416,2.414980077155076,0.07430997876857749,0.4058078498098135,16300046593.086687,0.8264122892266097,0.055802456681075974,0.007292713340250023,5.799999999999999,1.0,2.0,0.31151934345134835,0.05403261845121188,0.9647161352714922,3.0613478007192,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,63180.483579763415,331.5630278375265,354.97672716501904,-267.47672716501904,-39.28499674646051
3.5,106.0,137.9797380052593,7.1,NGC3769,22.09,136.2,0.0,3210.285714285714,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,1,2.3602790283864596,0.03821381790291012,0.9512693082359259,0.03158036873323275,0.03004143551869778,0.2731501269508682,700293.4035630098,2.0615558238991416,2.414980077155076,0.07430997876857749,0.4058078498098135,16300046593.086687,0.8264122892266097,0.055802456681075974,0.007292713340250023,5.799999999999999,1.0,2.0,0.31151934345134835,0.05403261845121188,0.9647161352714922,3.0613478007192,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,15615.120986619731,233.77964721756481,271.46147342333694,-165.46147342333694,-31.979738005259293
5.24,116.0,127.15870477478134,5.3,NGC3769,28.99,123.81,0.0,2567.93893129771,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,1,2.3602790283864596,0.03821381790291012,0.9512693082359259,0.03158036873323275,0.03004143551869778,0.2731501269508682,700293.4035630098,2.0615558238991416,2.414980077155076,0.07430997876857749,0.4058078498098135,16300046593.086687,0.8264122892266097,0.055802456681075974,0.007292713340250023,5.799999999999999,1.0,2.0,0.31151934345134835,0.05403261845121188,0.9647161352714922,3.0613478007192,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,6966.567802214749,191.06233350298348,229.50849980688142,-113.50849980688142,-11.158704774781341
8.72,126.0,105.31830800008136,4.4,NGC3769,36.96,98.62,0.0,1820.6422018348624,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,2,2.3220652104835495,0.05403261845121188,0.9850211180176435,0.05403261845121188,0.05322327023623347,0.4496680086255721,700293.4035630098,2.0145585059444833,2.340048058702208,0.02923976608187134,0.5,23866861466.29632,1.0,0.017588638778165855,0.009315968698484809,5.799999999999999,1.0,2.0,0.31151934345134835,0.05403261845121188,0.9647161352714922,3.0613478007192,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,4141.322545369218,190.03245142769583,217.26545651718217,-91.26545651718217,20.68169199991864
10.47,123.0,97.0566401643906,4.4,NGC3769,36.75,89.83,0.0,1444.9856733524357,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,2,2.3220652104835495,0.05403261845121188,0.9850211180176435,0.05403261845121188,0.05322327023623347,0.4496680086255721,700293.4035630098,2.0145585059444833,2.340048058702208,0.02923976608187134,0.5,23866861466.29632,1.0,0.017588638778165855,0.009315968698484809,5.799999999999999,1.0,2.0,0.31151934345134835,0.05403261845121188,0.9647161352714922,3.0613478007192,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,2872.6231971622447,173.42538705244021,198.73690214524504,-75.73690214524504,25.9433598356094
12.31,118.0,90.09078532236246,4.6,NGC3769,34.7,83.14,0.0,1131.1129163281885,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,2,2.3220652104835495,0.05403261845121188,0.9850211180176435,0.05403261845121188,0.05322327023623347,0.4496680086255721,700293.4035630098,2.0145585059444833,2.340048058702208,0.02923976608187134,0.5,23866861466.29632,1.0,0.017588638778165855,0.009315968698484809,5.799999999999999,1.0,2.0,0.31151934345134835,0.05403261845121188,0.9647161352714922,3.0613478007192,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,2078.049654397881,159.93996137813062,183.56780993855625,-65.56780993855625,27.909214677637536
17.07,122.0,78.40565285743114,15.2,NGC3769,34.92,70.2,0.0,871.9390743995314,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,3,2.252213791484036,0.06985141899951364,0.957857979560907,0.07211140763451543,0.06907248722008992,1.4121240481214692,700293.4035630098,2.004566797762518,2.2583308535345408,0.012743491716730383,0.5159155468928016,25436232886.56262,1.032354226547889,0.05226278022134778,0.0034769247884277577,5.799999999999999,1.0,2.0,0.31151934345134835,0.05403261845121188,0.9647161352714922,3.0613478007192,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,3393.7968505305494,240.690906015488,253.13940554278875,-131.13940554278875,43.594347142568864
31.82,121.0,60.845069644137965,10.2,NGC3769,33.73,50.64,0.0,460.1194217473287,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,3,2.252213791484036,0.06985141899951364,0.957857979560907,0.07211140763451543,0.06907248722008992,1.4121240481214692,700293.4035630098,2.004566797762518,2.2583308535345408,0.012743491716730383,0.5159155468928016,25436232886.56262,1.032354226547889,0.05226278022134778,0.0034769247884277577,5.799999999999999,1.0,2.0,0.31151934345134835,0.05403261845121188,0.9647161352714922,3.0613478007192,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,976.6805383441813,176.28946290153547,186.4942284096531,-65.49422840965309,60.154930355862035
34.61,118.0,58.41294120312724,10.4,NGC3769,32.54,48.51,0.0,402.3114706732159,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,3,2.252213791484036,0.06985141899951364,0.957857979560907,0.07211140763451543,0.06907248722008992,1.4121240481214692,700293.4035630098,2.004566797762518,2.2583308535345408,0.012743491716730383,0.5159155468928016,25436232886.56262,1.032354226547889,0.05226278022134778,0.0034769247884277577,5.799999999999999,1.0,2.0,0.31151934345134835,0.05403261845121188,0.9647161352714922,3.0613478007192,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,825.5619837475421,169.03461260198287,178.84286946228085,-60.842869462280845,59.58705879687276
37.16,113.0,56.41123469664531,10.5,NGC3769,31.57,46.75,0.0,343.62217438105495,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,0.35,3,2.252213791484036,0.06985141899951364,0.957857979560907,0.07211140763451543,0.06907248722008992,1.4121240481214692,700293.4035630098,2.004566797762518,2.2583308535345408,0.012743491716730383,0.5159155468928016,25436232886.56262,1.032354226547889,0.05226278022134778,0.0034769247884277577,5.799999999999999,1.0,2.0,0.31151934345134835,0.05403261845121188,0.9647161352714922,3.0613478007192,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,716.1458406322521,163.13178549226538,172.6099847572396,-59.6099847572396,56.58876530335469
