galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,beta_mode
NGC3893,1.74,145.0,6.8,0.0,23671.67683908046,0.0,23671.67683908046,202.95003744764375,0.0,202.95003744764375,,1476.6865446821437,1476.6865446821437,formula
NGC3893,3.5,174.0,6.8,0.0,12743.266114285712,0.0,12743.266114285712,211.19050972995922,0.0,211.19050972995922,,1476.6865446821437,1476.6865446821437,formula
NGC3893,5.24,194.0,6.4,0.0,8681.6088740458,0.0,8681.6088740458,213.28767076415832,0.0,213.28767076415832,,1476.6865446821437,1476.6865446821437,formula
NGC3893,6.98,190.0,5.5,0.0,5320.545472779368,0.0,5320.545472779368,192.71068314963753,0.0,192.71068314963753,,1476.6865446821437,1476.6865446821437,formula
NGC3893,8.81,186.0,5.8,0.0726509197760283,3641.7433030646994,12.177370680141072,3653.9206737448403,179.1193973303841,10.357733134814916,179.41861981325138,,1476.6865446821437,1476.6865446821437,formula
NGC3893,10.9,188.0,7.0,0.20893590918758406,2568.133073394495,28.305765669562902,2596.438839064058,167.31004303388363,17.56510306824972,168.22955550615424,,1476.6865446821437,1476.6865446821437,formula
NGC3893,13.12,187.0,8.5,0.32293489066191633,1815.0300685975615,36.347073768967306,1851.3771423665287,154.31524390027062,21.83743592661123,155.85271286650374,,1476.6865446821437,1476.6865446821437,formula
NGC3893,15.33,179.0,12.6,0.38031463154259487,1309.372061317678,36.634409598479905,1346.0064709161577,141.67806358078164,23.698217214480437,143.64636855536827,,1476.6865446821437,1476.6865446821437,formula
NGC3893,17.3,176.0,11.7,0.4348991430196115,1031.0104624277456,37.12194871623442,1068.1324111439799,133.5532889898261,25.341856932570185,135.93634801917716,,1476.6865446821437,1476.6865446821437,formula
NGC3893,19.05,167.0,13.5,0.4288498802827885,851.1091916010498,33.24287915496807,884.3520707560178,127.33275344545095,25.164992507492265,129.7956353191514,,1476.6865446821437,1476.6865446821437,formula
