galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,segment_index,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_radius_term_i,eta_sigma_term_i,eta_dw_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,v_bar_kms,delta_v_i,C_i
ESO563-G021,0.45,18.9,65.19,9.78,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,1,2.10705888903762,0.008663310458691509,2.0032647362399478e-20,4.636661338935868e-13,0.047892032377770975,0.728860384579668,0.034906605137164065,0.271139615420332,0.8596625281126064,0.30227060945009593,0.26196074064158675,2671672080.6021585,4.166312500000001,65.19,2.4492063492063494,0.6640768676088449
ESO563-G021,1.34,58.3,120.17,10.5,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,1,2.10705888903762,0.008663310458691509,2.0032647362399478e-20,4.636661338935868e-13,0.047892032377770975,0.728860384579668,0.034906605137164065,0.271139615420332,0.8596625281126064,0.30227060945009593,0.26196074064158675,2671672080.6021585,4.166312500000001,120.17,1.0612349914236707,0.2877428474452134
ESO563-G021,2.23,74.1,137.48,5.69,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,1,2.10705888903762,0.008663310458691509,2.0032647362399478e-20,4.636661338935868e-13,0.047892032377770975,0.728860384579668,0.034906605137164065,0.271139615420332,0.8596625281126064,0.30227060945009593,0.26196074064158675,2671672080.6021585,4.166312500000001,137.48,0.8553306342780027,0.23191401923536628
ESO563-G021,3.12,119.0,146.18,4.27,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,1,2.10705888903762,0.008663310458691509,2.0032647362399478e-20,4.636661338935868e-13,0.047892032377770975,0.728860384579668,0.034906605137164065,0.271139615420332,0.8596625281126064,0.30227060945009593,0.26196074064158675,2671672080.6021585,4.166312500000001,146.18,0.22840336134453787,0.06192919955566912
ESO563-G021,4.01,141.0,157.86,3.76,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,1,2.10705888903762,0.008663310458691509,2.0032647362399478e-20,4.636661338935868e-13,0.047892032377770975,0.728860384579668,0.034906605137164065,0.271139615420332,0.8596625281126064,0.30227060945009593,0.26196074064158675,2671672080.6021585,4.166312500000001,157.86,0.11957446808510648,0.03242137529068653
ESO563-G021,5.79,227.0,199.19,4.2,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2,2.1157221994963114,0.013928168292118626,1.0419012351871175e-12,8.65379400830692e-05,0.09990735130182454,0.661018251769873,0.06604058269649062,0.3389817482301269,0.6037939214008737,0.4105499708069207,0.25618520033579245,5963290887.971518,19.585912500000003,199.19,0.12251101321585904,0.04152899743735608
ESO563-G021,6.69,246.0,217.87,4.24,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2,2.1157221994963114,0.013928168292118626,1.0419012351871175e-12,8.65379400830692e-05,0.09990735130182454,0.661018251769873,0.06604058269649062,0.3389817482301269,0.6037939214008737,0.4105499708069207,0.25618520033579245,5963290887.971518,19.585912500000003,217.87,0.11434959349593495,0.038762425112656373
ESO563-G021,7.58,268.0,228.65,5.56,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2,2.1157221994963114,0.013928168292118626,1.0419012351871175e-12,8.65379400830692e-05,0.09990735130182454,0.661018251769873,0.06604058269649062,0.3389817482301269,0.6037939214008737,0.4105499708069207,0.25618520033579245,5963290887.971518,19.585912500000003,228.65,0.1468283582089552,0.04977213355543094
ESO563-G021,8.47,283.0,241.76,2.96,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2,2.1157221994963114,0.013928168292118626,1.0419012351871175e-12,8.65379400830692e-05,0.09990735130182454,0.661018251769873,0.06604058269649062,0.3389817482301269,0.6037939214008737,0.4105499708069207,0.25618520033579245,5963290887.971518,19.585912500000003,241.76,0.14572438162544174,0.049397905643146424
ESO563-G021,10.23,291.0,260.94,9.81,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2,2.1157221994963114,0.013928168292118626,1.0419012351871175e-12,8.65379400830692e-05,0.09990735130182454,0.661018251769873,0.06604058269649062,0.3389817482301269,0.6037939214008737,0.4105499708069207,0.25618520033579245,5963290887.971518,19.585912500000003,260.94,0.10329896907216496,0.03501646512645229
