galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,beta_mode
UGCA444,0.12,6.48,2.6,1.3155361661870701,43.96333333333334,1829.5266546406742,1873.4899879740076,2.296867431960321,14.816990198987138,14.993958735333404,,166.88495854371038,166.88495854371038,formula
UGCA444,0.19,8.6,2.65,1.6183088987506247,27.57105263157895,1421.4284919942925,1448.9995446258715,2.2887769659798662,16.433849624446353,16.592465563589865,,166.88495854371038,166.88495854371038,formula
UGCA444,0.26,10.2,3.03,1.4202693832889342,41.195384615384626,911.6215275041342,952.8169121195187,3.2727358585745967,15.395505745219118,15.739517055839892,,166.88495854371038,166.88495854371038,formula
UGCA444,0.33,11.7,3.55,1.2946529572209224,54.23151515151515,654.7215305888051,708.9530457403202,4.2304136913545465,14.698915099227754,15.295571420980181,,166.88495854371038,166.88495854371038,formula
UGCA444,0.4,12.7,3.75,1.1812677178220685,65.416,492.83953529439816,558.2555352943982,5.115310352266029,14.040506191649904,14.943299974160972,,166.88495854371038,166.88495854371038,formula
UGCA444,0.47,14.1,3.43,1.1020272475784305,79.75170212765958,391.3016415450333,471.0533436726929,6.122360655825497,13.561407431611427,14.87935050753781,,166.88495854371038,166.88495854371038,formula
UGCA444,0.55,16.0,3.33,1.0225324160873124,101.92018181818182,310.2641452151475,412.1843270333293,7.487062174177533,13.063126726336659,15.056605854850924,,166.88495854371038,166.88495854371038,formula
UGCA444,0.62,18.1,2.66,0.9836405001991196,124.41451612903226,264.7658130607171,389.1803291897494,8.782767217682592,12.812291133815396,15.533570230235052,,166.88495854371038,166.88495854371038,formula
UGCA444,0.69,21.2,3.78,1.013564994173013,145.0414492753623,245.14311888973816,390.1845681651005,10.003929228058343,13.005719973685398,16.40814895208839,,166.88495854371038,166.88495854371038,formula
UGCA444,0.76,21.6,3.33,0.9227766784338207,161.75276315789472,202.62835227043547,364.3811154283302,11.087474915416944,12.409574840643451,16.641203313628825,,166.88495854371038,166.88495854371038,formula
UGCA444,0.83,23.3,3.09,0.8920147924473337,182.31192771084338,179.3540381421081,361.66596585295144,12.301174740649772,12.200977487806037,17.325782858443933,,166.88495854371038,166.88495854371038,formula
UGCA444,0.9,24.5,3.26,0.8762266618873854,191.30499999999998,162.47672238218894,353.78172238218895,13.121528112228392,12.09252042148245,17.843865896827683,,166.88495854371038,166.88495854371038,formula
UGCA444,0.97,24.4,3.29,0.8123652699744252,197.4243298969072,139.76447876498148,337.1888086618887,13.838410313327177,11.643519416483661,18.08516365427839,,166.88495854371038,166.88495854371038,formula
UGCA444,1.04,25.3,2.78,0.8043096942473266,200.81634615384618,129.06460575073987,329.880951904586,14.451608906969495,11.585645859457706,18.52231599937679,,166.88495854371038,166.88495854371038,formula
UGCA444,1.11,25.4,2.78,0.7684167024005245,201.98603603603604,115.52899957153708,317.5150356075731,14.973459854021716,11.324186042467078,18.773430414402323,,166.88495854371038,166.88495854371038,formula
UGCA444,1.19,25.9,2.73,0.7585094129459008,199.30504201680677,106.37295120545441,305.6779932222612,15.400422072138154,11.250947157217064,19.07240970445242,,166.88495854371038,166.88495854371038,formula
UGCA444,1.26,26.7,2.67,0.7777281636328883,193.4470634920635,103.00883519535759,296.4558986874211,15.612280422795385,11.392591116429596,19.327038892343303,,166.88495854371038,166.88495854371038,formula
UGCA444,1.33,27.1,3.16,0.779317025619477,188.27323308270675,97.78668384429632,286.0599169270031,15.824139787046878,11.404222442276112,19.50537591314031,,166.88495854371038,166.88495854371038,formula
UGCA444,1.4,28.6,3.34,0.8316575935049273,181.5841428571429,99.13653072473696,280.72067358187985,15.94420898006546,11.780965283652767,19.82445315802259,,166.88495854371038,166.88495854371038,formula
UGCA444,1.48,28.9,3.21,0.8347116945171047,174.4362837837838,94.12218009151167,268.5584638752955,16.067535591994186,11.80257711414915,19.936562555652298,,166.88495854371038,166.88495854371038,formula
UGCA444,1.55,30.4,4.14,0.8834508090824832,168.79516129032257,95.1191300962178,263.91429138654036,16.175057959710685,12.142267154413034,20.225408565691264,,166.88495854371038,166.88495854371038,formula
UGCA444,1.62,30.8,4.35,0.8841530921113002,165.56820987654316,91.08139019956029,256.64960007610347,16.377438749694655,12.14709233204752,20.390496612963787,,166.88495854371038,166.88495854371038,formula
UGCA444,1.69,30.5,4.56,0.8725053840645071,158.95603550295857,86.15859458507063,245.1146300880292,16.390109822694903,12.066815025049873,20.352978279572977,,166.88495854371038,166.88495854371038,formula
