galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,volume_kpc3,m_enc_inner_msun,m_enc_outer_msun,m_shell_msun,rho_eff_msun_per_kpc3,v_bar_internal_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,d_i,d_gal_mean,sigma_i,sigma_norm,beta_i,psi_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,sigma_desc_i,tau_i,v_desc_segment_kms,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,g_transform_km2s2_per_kpc
UGC05986,1,0.63,3.13,1.88,2.5,0.35,10.335839830310418,154966383.16077298,3662054806.540941,3507088423.3801684,339313348.5965445,53.532946336351,65.62,2.6319999999999997,5,9.41,3.177605130071145,3.1358647918351097,0.04174033823603551,0.3072196826878671,0.85,0.313397666957699,0.7723720430543126,0.5,0.19978746014877788,0.3861860215271563,0.05004655980454297,0.005148556276911382,53.67057810599709,1524.3491188567216,1532.1973160808159,7.848197224094292
UGC05986,2,3.77,6.28,5.025,2.5100000000000002,0.35,27.73688591909527,4587183401.652211,6962010298.28571,2374826896.633499,85619809.7926547,72.79067351019327,113.0,3.068,5,9.41,3.0742236434957992,3.1358647918351097,-0.06164114833931045,-0.45369479102518573,0.85,0.6339553651959846,0.46126439784792206,0.5,0.5340063761955367,0.23063219892396103,-0.0738347655606088,-0.009176106540087735,72.4559363569182,1054.4243084711547,1044.7487986781653,-9.675509792989487
UGC05986,3,6.9,9.41,8.155000000000001,2.51,0.35,45.013791974173515,7034396555.612652,6846813326.947087,1e-12,2.221541345758531e-14,59.828755730292514,111.6,4.101999999999999,5,9.41,3.0,3.1358647918351097,-0.1358647918351097,-1.0,0.85,0.8042662575150773,2.221541345758531e-22,0.5,0.8666312433581298,1.1107706728792655e-22,-0.16160836074645685,-1.227176426527027e-23,59.828755730292514,438.93071885162584,438.93071885162584,0.0
