galaxy,source_file,beta_mode,beta_raw,beta_formula,beta,beta_clipped,beta_hit_lower,beta_hit_upper,beta_saturation_ratio,beta_z,beta_numerator,beta_denominator,beta_g_choice,beta_sigma_choice,gbar_char_median,gbar_char_logmean,sigma_char_mean,sigma_char_median,sigma_char_rms,n_sigma_positive,formula_g0,formula_sigma0,formula_p,formula_q,formula_lambda_beta,structural_mode,sigma_proxy_mode,sigma_damping_mode,sigma_positive_only,D_bg,upsilon_disk,upsilon_bul,rmse_kmps,mae_kmps,mean_absolute_fractional_error,median_absolute_fractional_error,chi_square,reduced_chi_square,n_points_total,n_points_valid,detail_table,plot_path,status,error
ESO116-G012,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO116-G012_normalized.csv,formula,,1234.1540994515187,1234.1540994515187,1234.1540994515187,False,False,0.6170770497257594,1.6114914221877354,,,gbar_char_logmean,sigma_char_rms,1185.491162227603,908.1374332486461,0.5132683519834494,0.5542350267038193,0.5692464361572067,15,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,29.039662358298514,24.17368115608208,0.24714823283406046,0.26764706339960226,2007.036943651666,143.3597816894047,15,15,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\tables\ESO116-G012_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\figures\ESO116-G012_rotation_curve.png,ok,
ESO444-G084,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO444-G084_normalized.csv,formula,,860.1857383053186,860.1857383053186,860.1857383053186,False,False,0.4300928691526593,0.7546718506806454,,,gbar_char_logmean,sigma_char_rms,303.16933701657456,228.23036697311002,1.0404722179288277,0.9726678811938095,1.060739208850945,7,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,17.17446766111364,15.542728183926231,0.32724515342486465,0.3417364907688684,573.2376569519015,95.53960949198358,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\tables\ESO444-G084_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\figures\ESO444-G084_rotation_curve.png,ok,
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,formula,,1591.2844121128155,1591.2844121128155,1591.2844121128155,False,False,0.7956422060564078,3.893378327797101,,,gbar_char_logmean,sigma_char_rms,4465.040597400861,3618.810794657943,0.2864027224512772,0.25350434200630995,0.34513152445090894,25,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,61.76485674725402,54.379356349871436,0.3114502671838225,0.15150760321860854,1739.1431977947132,59.97045509636942,30,30,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\tables\ESO563-G021_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\figures\ESO563-G021_rotation_curve.png,ok,
F561-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F561-1_normalized.csv,formula,,153.880597674557,153.880597674557,153.880597674557,False,False,0.0769402988372785,0.08335354554029555,,,gbar_char_logmean,sigma_char_rms,372.01707452824746,403.2332228873243,0.03946632804591616,0.009352411986831118,0.06631193036562831,3,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,4.382538596902183,3.718601734077966,0.0977243558934216,0.08005453192046189,3.6415480674813336,0.7283096134962668,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\tables\F561-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\figures\F561-1_rotation_curve.png,ok,
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-1_normalized.csv,formula,,721.5087521407827,721.5087521407827,721.5087521407827,False,False,0.36075437607039135,0.5643439118953066,,,gbar_char_logmean,sigma_char_rms,156.14697624190066,171.2162577136761,1.0361231868126661,1.1029674662820532,1.057359675297527,17,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,48.264129877136774,44.8705349625961,0.46947847059153575,0.5209535209878184,322.63207437167773,20.164504648229858,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\tables\F563-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\figures\F563-1_rotation_curve.png,ok,
F563-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-V1_normalized.csv,formula,,77.18528726866101,77.18528726866101,77.18528726866101,False,False,0.03859264363433051,0.04014182269232801,,,gbar_char_logmean,sigma_char_rms,140.38075087800775,141.50315236362601,0.05235551003963055,0.008415025336443128,0.09100282472853587,3,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,1.8138896239416706,1.3894676673857502,0.053030040402503364,0.046911257181998026,0.7896469362823813,0.15792938725647626,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\tables\F563-V1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\figures\F563-V1_rotation_curve.png,ok,
F563-V2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-V2_normalized.csv,formula,,1046.529220111261,1046.529220111261,1046.529220111261,False,False,0.5232646100556305,1.0975996770801733,,,gbar_char_logmean,sigma_char_rms,366.5083344301131,378.2239546562029,0.9287656543562063,0.9320361482788594,0.9309338864440311,10,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,42.761422392195804,38.22366823235865,0.5001965586418942,0.458143786869211,113.32590095613462,12.591766772903846,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\tables\F563-V2_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\figures\F563-V2_rotation_curve.png,ok,
F565-V2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F565-V2_normalized.csv,formula,,602.61761633325,602.61761633325,602.61761633325,False,False,0.301308808166625,0.4312474691086153,,,gbar_char_logmean,sigma_char_rms,136.88976127320953,139.5307608032617,0.9827260724253091,1.0430399206035954,0.9914720980423738,7,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,29.261918655649346,25.889439389761176,0.38310503236885174,0.46518276845900725,161.86584396085448,26.977640660142413,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\tables\F565-V2_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\figures\F565-V2_rotation_curve.png,ok,
F567-2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F567-2_normalized.csv,formula,,455.3522073364483,455.3522073364483,455.3522073364483,False,False,0.22767610366822416,0.29479355067167157,,,gbar_char_logmean,sigma_char_rms,188.49739130434784,230.43002560555695,0.3776378207026907,0.40709685569822984,0.410395707555801,5,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,8.523467970330682,7.655427126990448,0.15897602975171538,0.17444279736932572,10.323167206074602,2.5807918015186506,5,5,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\tables\F567-2_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\figures\F567-2_rotation_curve.png,ok,
F568-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-1_normalized.csv,formula,,1101.253291297866,1101.253291297866,1101.253291297866,False,False,0.550626645648933,1.2253210839438495,,,gbar_char_logmean,sigma_char_rms,399.4879274891775,429.953722685291,0.8919792912841551,0.9338019138853635,0.9142228938291087,12,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,50.749280288832686,46.1307820812818,0.43935406955746265,0.47335525357337876,251.81021307707883,22.891837552461713,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\tables\F568-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\figures\F568-1_rotation_curve.png,ok,
F568-3,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-3_normalized.csv,formula,,864.6624084586754,864.6624084586754,864.6624084586754,False,False,0.4323312042293377,0.7615905743813318,,,gbar_char_logmean,sigma_char_rms,432.68924740271166,381.98158064632844,0.5926710758869679,0.6800087593286546,0.6395920232401631,17,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,29.10240564963625,24.53503715358985,0.2769262466281233,0.3390648671947299,191.08256568004245,11.240150922355438,18,18,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\tables\F568-3_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\figures\F568-3_rotation_curve.png,ok,
F568-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-V1_normalized.csv,formula,,1027.4357569476635,1027.4357569476635,1027.4357569476635,False,False,0.5137178784738318,1.0564194234851942,,,gbar_char_logmean,sigma_char_rms,369.2037649063032,363.65721565740824,0.921129391863369,0.9651490273427263,0.9318973315522949,15,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,46.045184971145815,43.06769899318574,0.44183638112903056,0.4674532524144033,321.34114686767117,22.95293906197651,15,15,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\tables\F568-V1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\figures\F568-V1_rotation_curve.png,ok,
F571-8,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F571-8_normalized.csv,formula,,1502.700419462845,1502.700419462845,1502.700419462845,False,False,0.7513502097314225,3.0217206655185844,,,gbar_char_logmean,sigma_char_rms,1790.4438784067086,1827.3529504528233,0.358719204559983,0.2265822179832758,0.5304638289084821,7,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,43.16774536867887,38.85603216939519,0.5852466691296593,0.4225409561391434,1306.347322396655,108.86227686638792,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\tables\F571-8_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\figures\F571-8_rotation_curve.png,ok,
F571-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F571-V1_normalized.csv,formula,,681.5584343999457,681.5584343999457,681.5584343999457,False,False,0.34077921719997284,0.5169424661530236,,,gbar_char_logmean,sigma_char_rms,221.19778920308482,219.46774977502827,0.7358254980559934,0.7980206079436981,0.7556060025862125,7,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,27.930936208086344,25.272716910614584,0.3309878918432478,0.38194690904707485,143.27977304445466,23.879962174075775,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\tables\F571-V1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\figures\F571-V1_rotation_curve.png,ok,
F574-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F574-1_normalized.csv,formula,,931.5216387270751,931.5216387270751,931.5216387270751,False,False,0.4657608193635376,0.8718207803640616,,,gbar_char_logmean,sigma_char_rms,364.4962482269504,397.6921716481688,0.6851010598911655,0.7556718725360279,0.7032408238205278,14,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,30.54573917909651,28.293064502219725,0.3364839245928886,0.3678485516497734,625.9206223117906,48.147740177830045,14,14,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\tables\F574-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\figures\F574-1_rotation_curve.png,ok,
F574-2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F574-2_normalized.csv,formula,,1.2993993016636528e-09,1.2993993016636528e-09,1.2993993016636528e-09,False,False,6.496996508318264e-13,6.496996508322485e-13,,,gbar_char_logmean,sigma_char_rms,201.78452023121386,208.41862823115696,0.0,0.0,0.0,0,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,7.294377305917471,7.0283879765900155,0.3269709997674234,0.2312297324481212,3.3569881462025783,0.8392470365506446,5,5,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\tables\F574-2_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\figures\F574-2_rotation_curve.png,ok,
F579-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F579-V1_normalized.csv,formula,,1225.5649250813874,1225.5649250813874,1225.5649250813874,False,False,0.6127824625406937,1.5825276576092389,,,gbar_char_logmean,sigma_char_rms,780.6208149807635,726.2021259374882,0.6861736643074986,0.6277758701627125,0.6990652153042153,14,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,32.176432023730214,31.111117713815194,0.30045936642837123,0.29743890693384195,131.0091663224486,10.077628178649892,14,14,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\tables\F579-V1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\figures\F579-V1_rotation_curve.png,ok,
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,formula,,625.4140989040231,625.4140989040231,625.4140989040231,False,False,0.31270704945201155,0.4549836415500636,,,gbar_char_logmean,sigma_char_rms,156.08329519450797,160.76232253372171,0.8620804573281877,0.9797365276544527,0.9078945525407496,24,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,25.12497185766245,21.368738095628373,0.38121765635002147,0.4216819002288928,491.22127727469206,20.467553219778836,25,25,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\tables\F583-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\figures\F583-1_rotation_curve.png,ok,
F583-4,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-4_normalized.csv,formula,,755.138269063032,755.138269063032,755.138269063032,False,False,0.377569134531516,0.6066041314441111,,,gbar_char_logmean,sigma_char_rms,325.17850306930694,318.9798421099498,0.6010376886428143,0.5906993858244655,0.6100508335948271,12,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,14.71647663697323,13.34113575289273,0.319130377601912,0.25099971522650605,125.14849991126533,11.377136355569576,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\tables\F583-4_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_124004_formula\figures\F583-4_rotation_curve.png,ok,
