galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,causal_horizon_kpc,ell_info_kpc,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC2841,3.44,285.0,289.9312589218348,14.4,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.360842532920203,2.3310959089195644,-0.0226623078955274,0.6734991153352676,0.03800813022204543,0.3685173970102937,0.3685173970102937,12.240000000000002,12.240000000000002,2973081534.858096,31.15743,1,289.9312589218348,0.017302662883630866,0.006376332287222269
NGC2841,3.77,297.0,286.07929722368937,13.6,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.360842532920203,2.3310959089195644,-0.0226623078955274,0.6734991153352676,0.03800813022204543,0.3685173970102937,0.3685173970102937,12.240000000000002,12.240000000000002,2973081534.858096,31.15743,1,286.07929722368937,0.03677004301788092,0.013550400540906001
NGC2841,4.13,303.0,284.22515177232293,8.47,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.360842532920203,2.3310959089195644,-0.0226623078955274,0.6734991153352676,0.03800813022204543,0.3685173970102937,0.3685173970102937,12.240000000000002,12.240000000000002,2973081534.858096,31.15743,1,284.22515177232293,0.061963195470881416,0.02283451550536924
NGC2841,4.47,306.0,282.78312361242496,5.93,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.360842532920203,2.3310959089195644,-0.0226623078955274,0.6734991153352676,0.03800813022204543,0.3685173970102937,0.3685173970102937,12.240000000000002,12.240000000000002,2973081534.858096,31.15743,1,282.78312361242496,0.07587214505743478,0.027960205402153285
NGC2841,4.8,307.0,281.6261658653187,5.93,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.360842532920203,2.3310959089195644,-0.0226623078955274,0.6734991153352676,0.03800813022204543,0.3685173970102937,0.3685173970102937,12.240000000000002,12.240000000000002,2973081534.858096,31.15743,1,281.6261658653187,0.08265092552013459,0.03045830393317165
NGC2841,5.13,304.0,281.0518416591501,8.47,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.3581462015049404,2.3275832511957577,-0.022538984206704065,0.67219719136854,0.03923732976915455,0.3744764038709383,0.3744764038709383,12.240000000000002,12.240000000000002,2977027134.6093874,32.128164000000005,1,281.0518416591501,0.075487362963322,0.028268236220205075
NGC2841,5.48,308.0,281.0117926351134,8.47,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.352057711212412,2.319651443432323,-0.022260511360973956,0.669257363056574,0.04201294164972352,0.3879322258143293,0.3879322258143293,12.240000000000002,12.240000000000002,2985936553.4026256,34.320144000000006,1,281.0117926351134,0.08762404988599543,0.03399219270714003
NGC2841,5.83,313.0,280.55263213878425,12.7,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.3459692209198835,2.3117196356688883,-0.02198203851524385,0.6663175347446082,0.04478855353029249,0.4013880477577203,0.4013880477577203,12.240000000000002,12.240000000000002,2994845972.1958637,36.512124,1,280.55263213878425,0.10366571201666375,0.041610177765782706
NGC2841,6.16,314.0,280.233626461922,9.32,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.340228644358357,2.3042410740633645,-0.02171947840355546,0.6635456966218976,0.04740555901768609,0.41407496559006035,0.41407496559006035,12.240000000000002,12.240000000000002,3003246281.343774,38.57884800000001,1,280.233626461922,0.10753622145884723,0.04452805720025727
NGC2841,6.51,315.0,282.3840592172299,6.78,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.3341401540658286,2.29630926629993,-0.021441005557825354,0.6606058683099317,0.05018117089825506,0.42753078753345136,0.42753078753345136,12.240000000000002,12.240000000000002,3012155700.137012,40.770828,1,282.3840592172299,0.10354266915165114,0.044267678885721015
NGC2841,6.86,317.0,284.37957257862246,8.47,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.3280516637733,2.288377458536495,-0.021162532712095245,0.6576660399979659,0.052956782778824034,0.4409866094768424,0.4409866094768424,12.240000000000002,12.240000000000002,3021065118.9302506,42.962808,2,284.37957257862246,0.10290355653431402,0.045379090499175705
NGC2841,7.18,320.0,285.497386678057,7.63,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2.322485044077274,2.2811255200099265,-0.020907928967427717,0.6549781969698828,0.055494485069629944,0.45328907525365697,0.45328907525365697,12.240000000000002,12.240000000000002,3029210873.255497,44.966904,2,285.497386678057,0.10782066663107184,0.04887393027043139
