galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,causal_horizon_kpc,ell_info_kpc,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC4088,1.74,84.9,137.12,11.3,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.1632603252983253,2.144993760991239,-0.0034281744592996885,0.5193250120270811,0.146461951723461,0.493212397241012,0.493212397241012,5.24,5.24,1338497201.579239,32.213424,1,137.12,0.6150765606595995,0.3033633849696778
NGC4088,3.5,136.0,180.27,9.9,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.1632603252983253,2.144993760991239,-0.0034281744592996885,0.5193250120270811,0.146461951723461,0.493212397241012,0.493212397241012,5.24,5.24,1338497201.579239,32.213424,1,180.27,0.32551470588235304,0.1605478884254383
NGC4088,5.24,162.0,241.53337243536348,8.0,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.158647821255216,2.141976967467055,-0.003395962040429394,0.5168851252862158,0.1469709158114781,0.49406936860800044,0.49406936860800044,5.24,5.24,1378043034.694459,38.674876648493544,1,241.53337243536348,0.4909467434281696,0.24256174754570972
NGC4088,6.98,179.0,266.0199325238618,6.5,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.1495276428063406,2.1360119439078735,-0.0033322693031176756,0.5120608037758685,0.14797727662187554,0.4957638347200003,0.4957638347200003,5.24,5.24,1456235931.9904623,51.45093074892395,1,266.0199325238618,0.4861448744349823,0.24101304717935984
NGC4088,8.72,182.0,247.18580076533524,6.1,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.1404074643574655,2.130046920348692,-0.0032685765658059572,0.5072364822655211,0.148983637432273,0.4974583008320002,0.4974583008320002,5.24,5.24,1534428829.2864656,64.22698484935437,2,247.18580076533524,0.35816374046887495,0.17817152575328005
NGC4088,10.47,179.0,235.3753226232521,7.0,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.1312348710899185,2.1240476150449177,-0.0032045177782798035,0.502384434769482,0.14999578192548882,0.49916250525498856,0.49916250525498856,5.24,5.24,1613071111.0496871,77.07646454806311,2,235.3753226232521,0.3149459364427491,0.15720920265464103
NGC4088,12.19,174.0,225.54851761871547,6.2,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.1203908870665376,2.1185988051031592,-0.0031415571413969503,0.4974114511565708,0.1508822724141794,0.5006393963117569,0.5006393963117569,5.24,5.24,1560444289.2819932,91.52324663999998,2,225.54851761871547,0.2962558483834222,0.14831734908850389
NGC4088,13.94,171.0,206.5361714083032,7.2,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.107497233774879,2.113510415758007,-0.0030774983538707865,0.492144055254244,0.15167403298515952,0.5019404934577739,0.5019404934577739,5.24,5.24,1374712544.619394,108.07128863999999,2,206.5361714083032,0.20781386788481407,0.10431019539347221
NGC4088,15.68,168.0,192.1140338444852,6.1,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.09467725850203,2.1084511029233983,-0.0030138056165590578,0.48690675875707334,0.15246126921001976,0.5032341557629565,0.5032341557629565,5.24,5.24,1190042124.21201,124.5247704,3,192.1140338444852,0.1435359157409833,0.07223217537957659
NGC4088,17.42,165.0,181.09665319933444,5.6,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.0818572832291813,2.1033917900887893,-0.0029501128792473294,0.4816694622599027,0.15324850543488,0.5045278180681391,0.5045278180681391,5.24,5.24,1005371703.8046254,140.97825216,3,181.09665319933444,0.09755547393536025,0.04921945040521052
NGC4088,19.28,171.0,170.92076205072337,8.6,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.073310633047282,2.100018914865717,-0.0029076510543728437,0.4781779312617889,0.15377332958478682,0.5053902596049274,0.5053902596049274,5.24,5.24,882258090.199703,151.94724,3,170.92076205072337,0.0004633798203311785,0.00023418764769285894
NGC4088,21.48,174.0,160.49922741247073,7.6,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.073310633047282,2.100018914865717,-0.0029076510543728437,0.4781779312617889,0.15377332958478682,0.5053902596049274,0.5053902596049274,5.24,5.24,882258090.199703,151.94724,3,160.49922741247073,0.07759064705476591,0.03921355725792244
