Structural coupling rotation pipeline run log
started_at: 2026-03-23T20:37:43.630088
project_root: C:\Users\mincu\Desktop\topological_gravity_project
data_dir: C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized
output_root: C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_structural_coupling
run_dir: C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_structural_coupling\2026-03-23_203743_local_structural_coupling_v6
beta_mode: local_structural_coupling_v6
beta_value: 200.0
n_input_files: 175
------------------------------------------------------------------------
[001/175] [OK] CamB | beta_mean=98.1198 | eta_mean=0.222998 | projection_mean=0.354594 | ratio_max=0.309380 | sigma_flip=104.208280 | rmse=5.0645 | mafe=0.635926
[002/175] [OK] D512-2 | beta_mean=96.5507 | eta_mean=0.221844 | projection_mean=0.326048 | ratio_max=0.270962 | sigma_flip=7.401293 | rmse=15.0039 | mafe=0.444216
[003/175] [OK] D564-8 | beta_mean=98.6471 | eta_mean=0.234631 | projection_mean=0.351732 | ratio_max=0.288195 | sigma_flip=3.475275 | rmse=11.3531 | mafe=0.494709
[004/175] [OK] D631-7 | beta_mean=104.6424 | eta_mean=0.262307 | projection_mean=0.420511 | ratio_max=0.295964 | sigma_flip=50.638499 | rmse=27.5570 | mafe=0.501710
[005/175] [OK] DDO064 | beta_mean=97.1975 | eta_mean=0.211714 | projection_mean=0.352385 | ratio_max=0.371066 | sigma_flip=50.874542 | rmse=14.9464 | mafe=0.391942
[006/175] [OK] DDO154 | beta_mean=102.5763 | eta_mean=0.242856 | projection_mean=0.394131 | ratio_max=0.297044 | sigma_flip=6.815369 | rmse=24.9804 | mafe=0.557181
[007/175] [OK] DDO161 | beta_mean=101.4714 | eta_mean=0.242335 | projection_mean=0.392381 | ratio_max=0.284459 | sigma_flip=25.429668 | rmse=25.1244 | mafe=0.351501
[008/175] [OK] DDO168 | beta_mean=98.7525 | eta_mean=0.225456 | projection_mean=0.354552 | ratio_max=0.260532 | sigma_flip=73.800228 | rmse=21.5709 | mafe=0.358251
[009/175] [OK] DDO170 | beta_mean=98.4687 | eta_mean=0.234026 | projection_mean=0.350518 | ratio_max=0.294081 | sigma_flip=1.200102 | rmse=28.0635 | mafe=0.500574
[010/175] [OK] ESO079-G014 | beta_mean=92.0737 | eta_mean=0.213242 | projection_mean=0.308786 | ratio_max=0.208244 | sigma_flip=87.478376 | rmse=34.9063 | mafe=0.211673
[011/175] [OK] ESO116-G012 | beta_mean=101.3360 | eta_mean=0.241063 | projection_mean=0.390680 | ratio_max=0.296168 | sigma_flip=113.399648 | rmse=41.3768 | mafe=0.341370
[012/175] [OK] ESO444-G084 | beta_mean=99.2784 | eta_mean=0.242405 | projection_mean=0.375302 | ratio_max=0.379467 | sigma_flip=56.296135 | rmse=33.9901 | mafe=0.602298
[013/175] [OK] ESO563-G021 | beta_mean=100.5352 | eta_mean=0.247051 | projection_mean=0.389569 | ratio_max=0.188296 | sigma_flip=178.279776 | rmse=71.3419 | mafe=0.342497
[014/175] [OK] F561-1 | beta_mean=87.4554 | eta_mean=0.200000 | projection_mean=0.255934 | ratio_max=0.189000 | sigma_flip=2.983417 | rmse=4.6340 | mafe=0.101992
[015/175] [OK] F563-1 | beta_mean=94.4276 | eta_mean=0.213110 | projection_mean=0.328132 | ratio_max=0.216381 | sigma_flip=7.197290 | rmse=59.4661 | mafe=0.600815
[016/175] [OK] F563-V1 | beta_mean=94.1114 | eta_mean=0.203862 | projection_mean=0.308298 | ratio_max=0.218910 | sigma_flip=7.156701 | rmse=0.6347 | mafe=0.029221
[017/175] [OK] F563-V2 | beta_mean=98.3059 | eta_mean=0.219199 | projection_mean=0.360125 | ratio_max=0.324841 | sigma_flip=32.887745 | rmse=52.6856 | mafe=0.524256
[018/175] [OK] F565-V2 | beta_mean=87.7040 | eta_mean=0.200000 | projection_mean=0.257469 | ratio_max=0.212747 | sigma_flip=4.595935 | rmse=38.3744 | mafe=0.548901
[019/175] [OK] F567-2 | beta_mean=91.2653 | eta_mean=0.200461 | projection_mean=0.290019 | ratio_max=0.227918 | sigma_flip=3.673960 | rmse=14.1560 | mafe=0.284271
[020/175] [OK] F568-1 | beta_mean=89.1723 | eta_mean=0.200476 | projection_mean=0.286711 | ratio_max=0.253563 | sigma_flip=23.658948 | rmse=61.0295 | mafe=0.505746
[021/175] [OK] F568-3 | beta_mean=92.2640 | eta_mean=0.207539 | projection_mean=0.315679 | ratio_max=0.221030 | sigma_flip=14.679236 | rmse=36.6510 | mafe=0.363795
