r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,alpha_geom_i,alpha_mass_i,weight_geom_i,weight_mass_i,mass_bar_segment_msun,mass_norm_i,alpha_relax_i,neighbor_gradient_i,mean_dw_pert,mean_sigma,mean_beta,r_scale,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms,source_file,structure_2002_preferred_name,structure_2002_catalog_name_normalized,structure_2002_RFGC_int,structure_2002_Dist,structure_2002_Re,structure_2002_Z0,structure_2002_z0_over_re,structure_2002_S0,structure_2002_RAJ2000_deg,structure_2002_DEJ2000_deg,structure_2002_Note,structure_2002_has_ned_link_flag,structure_2002_has_simbad_link_flag,structure_2002_source_catalog,structure_2002__Glon,structure_2002__Glat,structure_2002__RAJ2000,structure_2002__DEJ2000,structure_2002__RAB1950,structure_2002__DEB1950,structure_2002__Elon2000,structure_2002__Elat2000,structure_2002_RFGC,structure_2002__RA,structure_2002__DE,structure_2002_NED,structure_2002_Simbad,structure_2002_biz_name,structure_2002_biz_name_norm,structure_2002_biz_catalog_token,structure_2002_RA_match_deg,structure_2002_DE_match_deg,structure_2002_biz_aname_norm,structure_2002_biz_aname_token,structure_2002_biz_ned_norm,structure_2002_biz_ned_token,structure_2002_matched,structure_2002_match_reason,structure_2002_matched_sparc_name,structure_2002_matched_sparc_index,structure_2002_matched_sep_deg,structure_2002___source_catalog__
10.56,188.0,203.82179324105653,8.0,NGC4013,29.63,185.44,79.23,3346.969696969697,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,0.35,2,2.588298648674862,0.13633238522675062,0.9401149340208225,0.22297995962847703,0.20962679003409135,2.268267785876305,1000000.0,2.0224991342287884,2.617121568279083,0.026676829268292686,0.5236713439935627,96734375898.66878,1.048518385049454,0.07632956024591753,0.030844431046776158,0.5096532201262166,0.0908357812080609,0.9017179427293727,1.7313814775909184,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,20340.72782043002,463.4631439324394,506.3016977887207,-318.3016977887207,-15.821793241056525,NGC4013_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.31,186.0,193.8722992074938,7.0,NGC4013,29.42,175.66,76.58,3058.885941644562,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,0.35,2,2.588298648674862,0.13633238522675062,0.9401149340208225,0.22297995962847703,0.20962679003409135,2.268267785876305,1000000.0,2.0224991342287884,2.617121568279083,0.026676829268292686,0.5236713439935627,96734375898.66878,1.048518385049454,0.07632956024591753,0.030844431046776158,0.5096532201262166,0.0908357812080609,0.9017179427293727,1.7313814775909184,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,17732.465153927496,447.8327599572412,487.99656688435834,-301.99656688435834,-7.872299207493796,NGC4013_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.08,186.0,185.08774702826764,6.0,NGC4013,29.85,166.96,74.1,2863.907284768212,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,0.35,2,2.588298648674862,0.13633238522675062,0.9401149340208225,0.22297995962847703,0.20962679003409135,2.268267785876305,1000000.0,2.0224991342287884,2.617121568279083,0.026676829268292686,0.5236713439935627,96734375898.66878,1.048518385049454,0.07632956024591753,0.030844431046776158,0.5096532201262166,0.0908357812080609,0.9017179427293727,1.7313814775909184,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,15543.91656257062,433.32494975001504,471.19845731480603,-285.19845731480603,0.9122529717323573,NGC4013_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.77,186.0,178.37381814604964,5.0,NGC4013,30.5,160.29,72.07,2709.162098668755,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,0.35,2,2.588298648674862,0.13633238522675062,0.9401149340208225,0.22297995962847703,0.20962679003409135,2.268267785876305,1000000.0,2.0224991342287884,2.617121568279083,0.026676829268292686,0.5236713439935627,96734375898.66878,1.048518385049454,0.07632956024591753,0.030844431046776158,0.5096532201262166,0.0908357812080609,0.9017179427293727,1.7313814775909184,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,13909.532398554915,421.4554884321074,457.6482795002579,-271.6482795002579,7.6261818539503565,NGC4013_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.47,185.0,172.65772760001215,6.0,NGC4013,31.57,154.56,70.18,2540.8314773570896,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,0.35,2,2.588298648674862,0.13633238522675062,0.9401149340208225,0.22297995962847703,0.20962679003409135,2.268267785876305,1000000.0,2.0224991342287884,2.617121568279083,0.026676829268292686,0.5236713439935627,96734375898.66878,1.048518385049454,0.07632956024591753,0.030844431046776158,0.5096532201262166,0.0908357812080609,0.9017179427293727,1.7313814775909184,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,12501.413881193848,410.3584347612233,445.20190462270165,-260.20190462270165,12.342272399987849,NGC4013_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.17,180.0,167.52490949109625,10.0,NGC4013,32.44,149.44,68.41,2286.5208186309105,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,0.35,2,2.588298648674862,0.13633238522675062,0.9401149340208225,0.22297995962847703,0.20962679003409135,2.268267785876305,1000000.0,2.0224991342287884,2.617121568279083,0.026676829268292686,0.5236713439935627,96734375898.66878,1.048518385049454,0.07632956024591753,0.030844431046776158,0.5096532201262166,0.0908357812080609,0.9017179427293727,1.7313814775909184,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,11296.778785462271,400.0941831494184,433.75102384893614,-253.75102384893614,12.475090508903747,NGC4013_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.68,162.0,157.76867908428466,6.0,NGC4013,32.44,140.03,65.04,1673.7244897959183,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,0.35,3,2.45977123123425,0.09382068523807119,0.9560895264026278,0.14664622933786162,0.14020692395636725,2.984725167293342,1000000.0,2.012989864268202,2.476527280588857,0.018832391713747645,0.5021447200974541,88747170912.23474,1.0042986794323403,0.052197857194694386,0.0183602123753564,0.5096532201262166,0.0908357812080609,0.9017179427293727,1.7313814775909184,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,12139.819538462742,436.2939036510776,463.94323625104806,-301.94323625104806,4.231320915715344,NGC4013_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.37,164.0,153.6407127033717,5.0,NGC4013,31.79,136.17,63.66,1643.0054978619426,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,0.35,3,2.45977123123425,0.09382068523807119,0.9560895264026278,0.14664622933786162,0.14020692395636725,2.984725167293342,1000000.0,2.012989864268202,2.476527280588857,0.018832391713747645,0.5021447200974541,88747170912.23474,1.0042986794323403,0.052197857194694386,0.0183602123753564,0.5096532201262166,0.0908357812080609,0.9017179427293727,1.7313814775909184,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,11137.994234926,426.99995974910655,453.7999936378785,-289.7999936378785,10.35928729662831,NGC4013_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.19,166.0,149.16853455068866,5.0,NGC4013,30.82,132.07,62.12,1603.025014543339,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,0.35,3,2.45977123123425,0.09382068523807119,0.9560895264026278,0.14664622933786162,0.14020692395636725,2.984725167293342,1000000.0,2.012989864268202,2.476527280588857,0.018832391713747645,0.5021447200974541,88747170912.23474,1.0042986794323403,0.052197857194694386,0.0183602123753564,0.5096532201262166,0.0908357812080609,0.9017179427293727,1.7313814775909184,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,10100.726091793906,416.69111043786046,442.5864132776075,-276.5864132776075,16.831465449311338,NGC4013_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.88,166.0,145.65736335661165,5.0,NGC4013,29.63,128.95,60.91,1541.1633109619688,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,0.35,3,2.45977123123425,0.09382068523807119,0.9560895264026278,0.14664622933786162,0.14020692395636725,2.984725167293342,1000000.0,2.012989864268202,2.476527280588857,0.018832391713747645,0.5021447200974541,88747170912.23474,1.0042986794323403,0.052197857194694386,0.0183602123753564,0.5096532201262166,0.0908357812080609,0.9017179427293727,1.7313814775909184,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,9336.182201794407,408.57182693876973,433.75915583199395,-267.75915583199395,20.342636643388346,NGC4013_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.58,166.0,142.38798615051763,5.0,NGC4013,28.56,126.05,59.75,1483.1001076426269,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,0.35,3,2.45977123123425,0.09382068523807119,0.9560895264026278,0.14664622933786162,0.14020692395636725,2.984725167293342,1000000.0,2.012989864268202,2.476527280588857,0.018832391713747645,0.5021447200974541,88747170912.23474,1.0042986794323403,0.052197857194694386,0.0183602123753564,0.5096532201262166,0.0908357812080609,0.9017179427293727,1.7313814775909184,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,8645.954153085839,400.8014822381959,425.34241119871274,-259.34241119871274,23.612013849482366,NGC4013_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.39,166.0,138.98471390768123,5.0,NGC4013,27.91,122.95,58.49,1421.1449200618874,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,0.35,3,2.45977123123425,0.09382068523807119,0.9560895264026278,0.14664622933786162,0.14020692395636725,2.984725167293342,1000000.0,2.012989864268202,2.476527280588857,0.018832391713747645,0.5021447200974541,88747170912.23474,1.0042986794323403,0.052197857194694386,0.0183602123753564,0.5096532201262166,0.0908357812080609,0.9017179427293727,1.7313814775909184,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,7938.687916718665,392.3406156710963,416.2305964308425,-250.23059643084252,27.015286092318775,NGC4013_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.09,168.0,136.22694337024524,5.0,NGC4013,27.26,120.47,57.46,1404.878048780488,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,0.35,3,2.45977123123425,0.09382068523807119,0.9560895264026278,0.14664622933786162,0.14020692395636725,2.984725167293342,1000000.0,2.012989864268202,2.476527280588857,0.018832391713747645,0.5021447200974541,88747170912.23474,1.0042986794323403,0.052197857194694386,0.0183602123753564,0.5096532201262166,0.0908357812080609,0.9017179427293727,1.7313814775909184,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,7395.107202490094,385.4448127787245,408.80983818644336,-240.80983818644336,31.773056629754763,NGC4013_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.48,173.0,131.21915180338576,5.0,NGC4013,25.97,116.0,55.57,1393.342644320298,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,0.35,4,2.4006572781987194,0.04633414519937462,0.9020861065104625,0.15618197117097984,0.1408895862807585,3.5088344282577633,1000000.0,2.0089746739280665,2.4123398402936704,0.014774166314900803,0.49533517486280576,86362432811.85263,0.9907134676901153,0.11131181023022485,0.012455415376175977,0.5096532201262166,0.0908357812080609,0.9017179427293727,1.7313814775909184,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,7604.914251050224,404.1702093333436,424.9376706207144,-251.9376706207144,41.780848196614244,NGC4013_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.3,171.0,128.69347341648682,5.0,NGC4013,26.08,113.61,54.54,1311.255605381166,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,0.35,4,2.4006572781987194,0.04633414519937462,0.9020861065104625,0.15618197117097984,0.1408895862807585,3.5088344282577633,1000000.0,2.0089746739280665,2.4123398402936704,0.014774166314900803,0.49533517486280576,86362432811.85263,0.9907134676901153,0.11131181023022485,0.012455415376175977,0.5096532201262166,0.0908357812080609,0.9017179427293727,1.7313814775909184,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,7055.911899008151,396.6696803990466,417.02379482216816,-246.02379482216816,42.306526583513175,NGC4013_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.99,170.0,126.74445471104445,5.0,NGC4013,26.4,111.72,53.72,1257.0682905611136,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,0.35,4,2.4006572781987194,0.04633414519937462,0.9020861065104625,0.15618197117097984,0.1408895862807585,3.5088344282577633,1000000.0,2.0089746739280665,2.4123398402936704,0.014774166314900803,0.49533517486280576,86362432811.85263,0.9907134676901153,0.11131181023022485,0.012455415376175977,0.5096532201262166,0.0908357812080609,0.9017179427293727,1.7313814775909184,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,6638.728884067195,390.6716998257038,410.71709709324836,-240.71709709324836,43.255545288955545,NGC4013_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.69,172.0,124.9560086590477,5.0,NGC4013,27.16,109.89,52.92,1248.7969607429295,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,0.35,4,2.4006572781987194,0.04633414519937462,0.9020861065104625,0.15618197117097984,0.1408895862807585,3.5088344282577633,1000000.0,2.0089746739280665,2.4123398402936704,0.014774166314900803,0.49533517486280576,86362432811.85263,0.9907134676901153,0.11131181023022485,0.012455415376175977,0.5096532201262166,0.0908357812080609,0.9017179427293727,1.7313814775909184,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,6252.1984459422365,384.8565722244737,404.6338904298199,-232.63389042981993,47.0439913409523,NGC4013_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.39,173.0,123.50005060727707,5.0,NGC4013,28.88,108.16,52.15,1227.1012710127102,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,0.35,4,2.4006572781987194,0.04633414519937462,0.9020861065104625,0.15618197117097984,0.1408895862807585,3.5088344282577633,1000000.0,2.0089746739280665,2.4123398402936704,0.014774166314900803,0.49533517486280576,86362432811.85263,0.9907134676901153,0.11131181023022485,0.012455415376175977,0.5096532201262166,0.0908357812080609,0.9017179427293727,1.7313814775909184,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,5898.468642684306,379.2936200294835,398.89336005387486,-225.89336005387486,49.499949392722925,NGC4013_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.9,178.0,120.09645207082514,5.0,NGC4013,29.96,104.71,50.61,1223.3204633204634,NGC4013,NGC4013,Bizyaev_2014,,False,unique_to_2014,PGC2239618,,EON_179.598_44.230,PGC2239618,PGC2239618,179.597916,44.229671,r,6.57,0.16,1.63,0.12,0.2480974124809741,4.030674846625767,22.33,0.17,-0.001,16.5,0.06,SD,7200.0,PGC2239618,NED,thick_like,PGC2239618,PGC2239618,PGC2239618,179.597916,44.229671,PGC2239618,PGC2239618,NED,,True,coord_review,NGC4013,66.0,0.2836401992169861,Bizyaev_2014,0.35,5,2.3671029408355007,0.03355433736321878,0.8720468014249995,0.17694579624809248,0.1543050156437487,4.29733305819732,1000000.0,2.0067103972987663,2.375934255944069,0.01215066828675577,0.4958503004027739,86540580121.68549,0.991734756752129,0.14486614759344363,0.006566406529005628,0.5096532201262166,0.0908357812080609,0.9017179427293727,1.7313814775909184,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,6406.1851466098,407.3330275059878,424.6685214342991,-246.66852143429912,57.90354792917486,NGC4013_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
