galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,mass_bar_segment_msun,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,sigma_scale,r_ref_kpc,mass_ref_gal_msun,alpha_geom_i,alpha_mass_i,weight_geom_i,weight_mass_i,Dw_i,sigma_left_i,sigma_right_i,sigma_i,alpha_star_gal,alpha_relax_i,neighbor_gradient_i,mass_norm_i,kappa_dyn_gal,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,mean_dw_pert,mean_sigma,mean_beta,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms,source_file
NGC3198,2,3.21,5.46,4.335,2.25,0.35,13563389991.596958,116.00314163581649,118.625,5.38875,8,44.08,0.32,4.925440448033024,0.20302752830954443,0.32,36629249726.67642,2.029000147844101,2.11766045556358,0.07470651013874066,0.2702266720325332,2.0984581795289703,0.0076961097668823975,0.09659185471322074,0.05214398224005157,2.191418790955784,0.09296061142681378,0.023175103217800697,0.6085133535750554,0.20302752830954443,0.928704917125862,0.08829808291136998,0.08200286377257635,0.25002268276422585,341453.7960398461,0.1585133873854354,0.02787892851870515,0.9619206803640303,2.191418790955784,2.1585133873854354,0.03290540357034866,1.1765384125988945,5.283779579547847,2.787892851970515,1.9701761792136097,1.0,341453.7960398461,4542.899743160329,140.33342576378598,182.07196175133427,NGC3198_segment_structure_v8_5.csv
NGC3198,3,5.78,11.04,8.41,5.259999999999999,0.35,36629249726.67642,136.86619416809776,145.66666666666666,1.9344444444444444,9,44.08,0.32,4.925440448033024,0.20302752830954443,0.32,36629249726.67642,2.012332718904605,2.2096507329563817,0.03995433789954338,0.5,2.195050034242191,0.09659185471322074,0.014638375148575022,0.05561511493089788,2.191418790955784,0.00363124328640696,0.010573215766330397,1.0,0.20302752830954443,0.9971536301622449,0.05924635821730484,0.05907772117027827,0.5607714961198895,341453.7960398461,0.1585133873854354,0.02787892851870515,0.9619206803640303,2.191418790955784,2.1585133873854354,0.03290540357034866,1.1765384125988945,5.283779579547847,2.787892851970515,1.9701761792136097,1.0,341453.7960398461,2707.2345512049683,150.89016725961233,203.7159730646893,NGC3198_segment_structure_v8_5.csv
NGC3198,4,12.05,26.1,19.075000000000003,14.05,0.35,52253940816.11608,108.54440155319925,153.125,2.0,8,44.08,0.32,4.925440448033024,0.20302752830954443,0.32,36629249726.67642,2.0044299043539757,2.2159792512064977,0.018018018018018014,0.5878945219789179,2.209688409390766,0.014638375148575022,0.011080165387604257,0.01285927026808964,2.191418790955784,0.018269618434981982,0.0009152505528889423,1.1943882243098247,0.20302752830954443,0.9829653675015454,0.037179978102799875,0.03654663083951809,1.0742516594151188,341453.7960398461,0.1585133873854354,0.02787892851870515,0.9619206803640303,2.191418790955784,2.1585133873854354,0.03290540357034866,1.1765384125988945,5.283779579547847,2.787892851970515,1.9701761792136097,1.0,341453.7960398461,1008.112234102183,138.6713411830258,176.10118674796405,NGC3198_segment_structure_v8_5.csv
NGC3198,5,28.16,44.08,36.12,15.919999999999998,0.35,58553428966.22577,83.49923046825627,148.33333333333334,2.2222222222222223,9,44.08,0.32,4.925440448033024,0.20302752830954443,0.32,36629249726.67642,2.0020365511839446,2.2016748561286468,0.009596928982725527,0.6151689547963113,2.198608244003162,0.011080165387604257,,0.011080165387604257,2.191418790955784,0.007189453047377725,0.0006959902881660966,1.2643349838613764,0.20302752830954443,0.9932057899688485,0.02309891772914645,0.022941978830602342,1.4394879623983081,341453.7960398461,0.1585133873854354,0.02787892851870515,0.9619206803640303,2.191418790955784,2.1585133873854354,0.03290540357034866,1.1765384125988945,5.283779579547847,2.787892851970515,1.9701761792136097,1.0,341453.7960398461,376.74239945426586,116.65305597492113,143.4575092390742,NGC3198_segment_structure_v8_5.csv
NGC3769,1,1.74,6.98,4.36,5.24,0.35,16300046593.086687,126.80353346510815,108.625,6.875,4,37.16,1.74,3.0613478007192,0.3266535085510607,1.74,23866861466.29632,2.0615558238991416,2.414980077155076,0.07430997876857749,0.4058078498098135,2.3602790283864596,,0.03821381790291012,0.03821381790291012,2.3044765717053837,0.055802456681075974,0.007292713340250023,0.8264122892266097,0.3266535085510607,0.9512693082359259,0.07769620470350946,0.07391001490086434,0.38728847808052913,700293.4035630098,0.31151934345134835,0.05403261845121188,0.9647161352714922,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,14267.294760318568,249.41011437988828,279.79374770395737,NGC3769_segment_structure_v8_5.csv
NGC3769,2,8.72,14.52,11.620000000000001,5.799999999999999,0.35,23866861466.29632,93.98851101146455,120.5,4.95,4,37.16,1.74,3.0613478007192,0.3266535085510607,1.74,23866861466.29632,2.0145585059444833,2.340048058702208,0.02923976608187134,0.5,2.3220652104835495,0.03821381790291012,0.06985141899951364,0.05403261845121188,2.3044765717053837,0.017588638778165855,0.009315968698484809,1.0,0.3266535085510607,0.9850211180176435,0.07162125722937773,0.07054845086991088,0.7964694931260121,700293.4035630098,0.31151934345134835,0.05403261845121188,0.9647161352714922,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,4130.826222337001,219.0894810426917,238.39891129304294,NGC3769_segment_structure_v8_5.csv
NGC3769,3,17.07,37.16,27.115,20.089999999999996,0.35,25436232886.56262,63.51872460033542,118.5,11.575,4,37.16,1.74,3.0613478007192,0.3266535085510607,1.74,23866861466.29632,2.004566797762518,2.2583308535345408,0.012743491716730383,0.5159155468928016,2.252213791484036,0.06985141899951364,,0.06985141899951364,2.3044765717053837,0.05226278022134778,0.0034769247884277577,1.032354226547889,0.3266535085510607,0.957857979560907,0.12606510968716722,0.12075247125807412,3.2223866407007207,700293.4035630098,0.31151934345134835,0.05403261845121188,0.9647161352714922,2.3044765717053837,2.3115193434513484,0.007042771745964682,1.0192661303452175,10.383978115078278,5.403261845221188,1.22453912028808,1.0,700293.4035630098,3069.293830064035,288.48553205002554,295.395549352118,NGC3769_segment_structure_v8_5.csv
NGC3917,1,0.87,3.5,2.185,2.63,0.35,1505363826.400241,54.43461988407375,62.125,4.35,4,14.86,0.87,2.837935106623121,0.3523688747026732,0.87,19597722115.872368,2.1182905099665814,2.0589199740988224,0.1380670611439842,0.07133382437611999,2.0980655363797327,,0.12619244504007288,0.12619244504007288,2.305498086283193,0.20743254990346038,0.047981918266187404,0.2771519510638317,0.3523688747026732,0.8583576746503464,0.09246481827226123,0.07936788639914501,0.20873754122975136,823013.9609858015,0.2451191522531796,0.07463977303464803,0.9388359546034604,2.305498086283193,2.2451191522531797,0.060378934030013376,1.1888264228298362,8.170638408472653,7.463977303564803,1.1351740426496484,1.0,823013.9609858015,35983.622601350944,280.40009875881253,285.6349824966743,NGC3917_segment_structure_v8_5.csv
NGC3917,2,4.37,6.98,5.675000000000001,2.6100000000000003,0.35,13027551834.596252,99.36390463229996,118.75,3.7,4,14.86,0.87,2.837935106623121,0.3523688747026732,0.87,19597722115.872368,2.0296570859666048,2.252568458281779,0.05809128630705394,0.3993085806535926,2.2242579814198056,0.12619244504007288,0.10259263399093532,0.1143925395155041,2.305498086283193,0.08124010486338751,0.043828559201342564,0.8153209601547109,0.3523688747026732,0.940512805632403,0.159503395452603,0.15001498596502233,0.6002766545984597,823013.9609858015,0.2451191522531796,0.07463977303464803,0.9388359546034604,2.305498086283193,2.2451191522531797,0.060378934030013376,1.1888264228298362,8.170638408472653,7.463977303564803,1.1351740426496484,1.0,823013.9609858015,15340.055260172225,295.0505272008125,311.3326181839195,NGC3917_segment_structure_v8_5.csv
NGC3917,3,7.85,10.47,9.16,2.620000000000001,0.35,26167892397.148483,110.84518004828477,135.75,3.725,4,14.86,0.87,2.837935106623121,0.3523688747026732,0.87,19597722115.872368,2.0153374686813215,2.3469015426086126,0.03680336487907466,0.571780640893687,2.326850615410741,0.10259263399093532,0.004451860391698315,0.05352224719131682,2.305498086283193,0.021352529127547815,0.02042833862264,1.1555309307553823,0.3523688747026732,0.9816338431133917,0.0865201199698387,0.08493107787262448,0.8227960786247359,823013.9609858015,0.2451191522531796,0.07463977303464803,0.9388359546034604,2.305498086283193,2.2451191522531797,0.060378934030013376,1.1888264228298362,8.170638408472653,7.463977303564803,1.1351740426496484,1.0,823013.9609858015,8070.649155152086,271.8954693649622,293.6218660132957,NGC3917_segment_structure_v8_5.csv
NGC3917,4,11.35,14.86,13.105,3.51,0.35,31462493967.401325,101.61509729949712,137.2,4.9,5,14.86,0.87,2.837935106623121,0.3523688747026732,0.87,19597722115.872368,2.0094927580822284,2.3448878936235378,0.02601263470828688,0.6161841132064423,2.331302475802439,0.004451860391698315,,0.004451860391698315,2.305498086283193,0.02580438951924613,0.0012683362939311439,1.2670500634149038,0.3523688747026732,0.9748394950176997,0.03833618336835933,0.03737162563571735,0.9539704846061038,823013.9609858015,0.2451191522531796,0.07463977303464803,0.9388359546034604,2.305498086283193,2.2451191522531797,0.060378934030013376,1.1888264228298362,8.170638408472653,7.463977303564803,1.1351740426496484,1.0,823013.9609858015,4571.598586879367,244.76682675774123,265.0215604063948,NGC3917_segment_structure_v8_5.csv
NGC4010,1,0.87,3.5,2.185,2.63,0.35,2418300822.08063,68.99372899137225,60.825,6.0249999999999995,4,10.47,0.87,2.4877760922159533,0.4019654353657139,0.87,13558827508.198345,2.1182905099665814,2.130664780960172,0.1380670611439842,0.15136016761520274,2.124761814479759,,0.186060190364556,0.186060190364556,2.3331916996230526,0.20842988514329353,0.07074531953024944,0.42232237746216206,0.4019654353657139,0.8672053135562966,0.16660198657370284,0.14447812800574988,0.37997747665512216,1000000.0,0.26862988889599465,0.12277201644207536,0.9394675133619083,2.3331916996230526,2.268629888895995,0.0645618107270578,1.1649501697527331,8.95432962989982,12.277201644307537,0.9951104368867814,1.0,1274415.6523878642,79589.35254520307,417.01646887295556,422.685308416798,NGC4010_segment_structure_v8_5.csv
NGC4010,2,4.37,6.98,5.675000000000001,2.6100000000000003,0.35,13558827508.198345,101.36973526596431,110.075,5.550000000000001,4,10.47,0.87,2.4877760922159533,0.4019654353657139,0.87,13558827508.198345,2.0296570859666048,2.3434884684483643,0.05809128630705394,0.5,2.310822004844315,0.186060190364556,0.05948384251959471,0.12277201644207536,2.3331916996230526,0.022369694778737514,0.047039086759415843,1.0,0.4019654353657139,0.9830100927286238,0.14514171122081287,0.1426757670059624,0.7523612285406841,1000000.0,0.26862988889599465,0.12277201644207536,0.9394675133619083,2.3331916996230526,2.268629888895995,0.0645618107270578,1.1649501697527331,8.95432962989982,12.277201644307537,0.9951104368867814,1.0,1274415.6523878642,23361.17459421092,364.10804141373615,377.9556707472963,NGC4010_segment_structure_v8_5.csv
NGC4010,3,7.85,10.47,9.16,2.620000000000001,0.35,21753240870.336758,101.06352102974711,125.5,4.8,4,10.47,0.87,2.4877760922159533,0.4019654353657139,0.87,13558827508.198345,2.0153374686813215,2.3915127080008207,0.03680336487907466,0.616028510059177,2.37030584736391,0.05948384251959471,,0.05948384251959471,2.3331916996230526,0.037114147740857195,0.0227037566868682,1.2666333436459278,0.4019654353657139,0.9681871338008046,0.12235423539307297,0.11846179647360827,1.0627311353015378,1000000.0,0.26862988889599465,0.12277201644207536,0.9394675133619083,2.3331916996230526,2.268629888895995,0.0645618107270578,1.1649501697527331,8.95432962989982,12.277201644307537,0.9951104368867814,1.0,1274415.6523878642,12665.79507567478,340.6151536458426,355.29215890040564,NGC4010_segment_structure_v8_5.csv
NGC4013,1,5.49,9.88,7.6850000000000005,4.390000000000001,0.35000000000000003,87989071370.68933,221.90782079557766,194.85714285714286,5.0,7,31.01,5.49,1.7313814775909184,0.5775734654337539,5.49,87989071370.68933,2.0508761555035977,2.7918127151076524,0.043559427504667084,0.5,2.732436001687751,,0.14413735301288932,0.14413735301288932,2.5119690884289443,0.22046691325880685,0.0328331100257151,1.0,0.5775734654337539,0.8382523452879507,0.3646042662716962,0.30563038130424175,1.3417173739256214,1000000.0,0.5096532201262166,0.0908357812080609,0.9017179427293727,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,22718.167634702644,417.8386270711336,473.1090774894644,NGC4013_segment_structure_v8_5.csv
NGC4013,2,10.56,14.98,12.77,4.42,0.35000000000000003,96734375898.66878,180.49914362500803,182.0,7.142857142857143,7,31.01,5.49,1.7313814775909184,0.5775734654337539,5.49,87989071370.68933,2.0224991342287884,2.617121568279083,0.026676829268292686,0.5236713439935627,2.588298648674862,0.14413735301288932,0.1285274174406119,0.13633238522675062,2.5119690884289443,0.07632956024591753,0.030844431046776158,1.048518385049454,0.5775734654337539,0.9401149340208225,0.22297995962847703,0.20962679003409135,2.268267785876305,1000000.0,0.5096532201262166,0.0908357812080609,0.9017179427293727,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,13909.532398554915,421.4554884321074,458.48082792948657,NGC4013_segment_structure_v8_5.csv
NGC4013,3,15.68,20.79,18.235,5.109999999999999,0.35,88747170912.23474,144.67868483384245,166.25,5.125,8,31.01,5.49,1.7313814775909184,0.5775734654337539,5.49,87989071370.68933,2.012989864268202,2.476527280588857,0.018832391713747645,0.5021447200974541,2.45977123123425,0.1285274174406119,0.059113953035530464,0.09382068523807119,2.5119690884289443,0.052197857194694386,0.0183602123753564,1.0042986794323403,0.5775734654337539,0.9560895264026278,0.14664622933786162,0.14020692395636725,2.984725167293342,1000000.0,0.5096532201262166,0.0908357812080609,0.9017179427293727,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,8976.206028741517,404.57523025279437,429.666194596866,NGC4013_segment_structure_v8_5.csv
NGC4013,4,21.48,25.2,23.34,3.719999999999999,0.35000000000000003,86362432811.85263,126.15143218923197,172.5,5.0,6,31.01,5.49,1.7313814775909184,0.5775734654337539,5.49,87989071370.68933,2.0089746739280665,2.4123398402936704,0.014774166314900803,0.49533517486280576,2.4006572781987194,0.059113953035530464,0.03355433736321878,0.04633414519937462,2.5119690884289443,0.11131181023022485,0.012455415376175977,0.9907134676901153,0.5775734654337539,0.9020861065104625,0.15618197117097984,0.1408895862807585,3.5088344282577633,1000000.0,0.5096532201262166,0.0908357812080609,0.9017179427293727,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,6441.116765495874,387.73143450934396,407.73747577340504,NGC4013_segment_structure_v8_5.csv
NGC4013,5,25.9,31.01,28.455,5.110000000000003,0.35,86540580121.68549,114.36964773183456,177.5,6.125,8,31.01,5.49,1.7313814775909184,0.5775734654337539,5.49,87989071370.68933,2.0067103972987663,2.375934255944069,0.01215066828675577,0.4958503004027739,2.3671029408355007,0.03355433736321878,,0.03355433736321878,2.5119690884289443,0.14486614759344363,0.006566406529005628,0.991734756752129,0.5775734654337539,0.8720468014249995,0.17694579624809248,0.1543050156437487,4.29733305819732,1000000.0,0.5096532201262166,0.0908357812080609,0.9017179427293727,2.5119690884289443,2.509653220126217,0.002315868302727342,1.0038566373365398,16.98844067090722,9.083578120906092,0.6925525910367674,1.0,1072839.92386422,5307.400175021107,388.6155838103068,405.0956532752845,NGC4013_segment_structure_v8_5.csv
NGC4068,1,0.21,2.33,1.27,2.12,0.35000000000000003,145054736.8955648,22.163802660980462,24.763333333333335,2.9866666666666664,6,2.33,0.21,2.4065160158422776,0.4155384769587753,0.25,145054736.8955648,2.1348524185649818,2.3840140594118235,0.2160493827160494,0.5,2.308835978121828,,,0.0,2.308835978121828,0.0,0.0,1.0,0.4155384769587753,1.0,0.0,0.0,0.0,9.909583034949466e-06,0.30883597812182817,0.0,1.0,2.308835978121828,2.308835978121828,0.0,1.0,10.294532604094272,9.999999999999999e-11,0.9626064063373111,1.0,9.909583034949466e-06,0.0,0.0,22.163802660980462,NGC4068_segment_structure_v8_5.csv
NGC4088,1,1.74,6.98,4.36,5.24,0.35,43117577877.2855,206.23582623980633,140.475,8.925,4,21.48,1.74,2.513237156414226,0.3978932101365058,1.74,134056681773.51591,2.0615558238991416,2.222313651164027,0.07430997876857749,0.2433625401470132,2.1847091684983093,,0.14707716743538723,0.14707716743538723,2.2863010456984023,0.101591877200093,0.02806816172431054,0.5671304235897192,0.3978932101365058,0.9285099735944953,0.1410277806177707,0.13094570085749654,0.6861554724932819,968310.7678124715,0.26291256924107326,0.10331065003893491,0.9602967218067203,2.2863010456984023,2.2629125692410734,0.02338847645732889,1.063863991210908,8.763752308069108,10.331065003993492,1.0052948625660905,1.0,968310.7678124715,34951.37890374858,390.36907154684246,441.4988426317326,NGC4088_segment_structure_v8_5.csv
NGC4088,2,8.72,13.94,11.33,5.219999999999999,0.35,137738539364.0437,228.6614531039015,176.5,6.625,4,21.48,1.74,2.513237156414226,0.3978932101365058,1.74,134056681773.51591,2.0150879702026274,2.350512868365156,0.029965753424657533,0.5067732198806106,2.3317863359336966,0.14707716743538723,0.059544132642482595,0.10331065003893491,2.2863010456984023,0.04548529023529424,0.019791312267995197,1.0136394485039601,0.3978932101365058,0.9645345415302629,0.15082543483919783,0.14547634164372822,1.445541975873543,968310.7678124715,0.26291256924107326,0.10331065003893491,0.9602967218067203,2.2863010456984023,2.2629125692410734,0.02338847645732889,1.063863991210908,8.763752308069108,10.331065003993492,1.0052948625660905,1.0,968310.7678124715,10903.995130933332,351.4857960621946,419.3188821995289,NGC4088_segment_structure_v8_5.csv
NGC4088,3,15.68,21.48,18.58,5.800000000000001,0.35,134056681773.51591,176.15766912675343,169.5,6.975,4,21.48,1.74,2.513237156414226,0.3978932101365058,1.74,134056681773.51591,2.007593309232488,2.2820284804090747,0.018489170628631802,0.5,2.272242203291214,0.059544132642482595,,0.059544132642482595,2.2863010456984023,0.014058842407188354,0.010266229765945274,1.0,0.3978932101365058,0.9878456502954027,0.07360297504967095,0.0727083787516185,1.8672505726329303,968310.7678124715,0.26291256924107326,0.10331065003893491,0.9602967218067203,2.2863010456984023,2.2629125692410734,0.02338847645732889,1.063863991210908,8.763752308069108,10.331065003993492,1.0052948625660905,1.0,968310.7678124715,5237.5230020487725,311.9506008618451,358.25228787858,NGC4088_segment_structure_v8_5.csv
NGC4157,1,1.74,6.98,4.36,5.24,0.35,47238816982.59291,215.8670910476772,161.6,9.475,4,29.61,1.74,2.8342270288870623,0.3528298861762947,1.74,126847641743.4425,2.0615558238991416,2.252363238949121,0.07430997876857749,0.271352621727655,2.2113437738959276,,0.13076017966771314,0.13076017966771314,2.2796921035500395,0.06834832965411186,0.024954232761013957,0.610250730092185,0.3528298861762947,0.9513556561386882,0.12150611318121032,0.11559552803037206,0.6057205668791495,822364.6711497551,0.26775301838493226,0.07856643272768743,0.9665958413539872,2.2796921035500395,2.267753018384932,0.011939085165107333,1.034474197527025,8.925100612864409,7.856643272868744,1.1336908115552249,1.0,822364.6711497551,26203.770452309094,338.00656675879486,401.05740258652975,NGC4157_segment_structure_v8_5.csv
NGC4157,2,8.72,13.94,11.33,5.219999999999999,0.35,135855825077.28787,227.09331741195047,192.75,6.525,4,29.61,1.74,2.8342270288870623,0.3528298861762947,1.74,126847641743.4425,2.0150879702026274,2.3610527539689183,0.029965753424657533,0.5171451550351877,2.3421039535636408,0.13076017966771314,0.06591994008075064,0.09834005987423189,2.2796921035500395,0.06241185001360128,0.018839091929929486,1.0348989192270928,0.3528298861762947,0.9523638325996685,0.16636197780660955,0.15843713078276367,1.4327623895651758,822364.6711497551,0.26775301838493226,0.07856643272768743,0.9665958413539872,2.2796921035500395,2.267753018384932,0.011939085165107333,1.034474197527025,8.925100612864409,7.856643272868744,1.1336908115552249,1.0,822364.6711497551,9178.649745619876,322.48116474900235,394.4178956779701,NGC4157_segment_structure_v8_5.csv
NGC4157,3,15.68,20.9,18.29,5.219999999999999,0.35,128411602923.09045,173.7702629094548,182.5,6.699999999999999,4,29.61,1.74,2.8342270288870623,0.3528298861762947,1.74,126847641743.4425,2.0077579461000954,2.286203005664087,0.01877682403433476,0.5030634760783906,2.27618401348289,0.06591994008075064,0.03480368088561958,0.05036181048318511,2.2796921035500395,0.003508090067149361,0.00964785641440328,1.006145837461349,0.3528298861762947,0.996934805273706,0.05420097620317586,0.054034839656757906,1.714824252573452,822364.6711497551,0.26775301838493226,0.07856643272768743,0.9665958413539872,2.2796921035500395,2.267753018384932,0.011939085165107333,1.034474197527025,8.925100612864409,7.856643272868744,1.1336908115552249,1.0,822364.6711497551,4215.573354945703,277.6739754855627,327.5651705135604,NGC4157_segment_structure_v8_5.csv
NGC4157,4,22.65,29.61,26.13,6.960000000000001,0.35,125283680563.79454,143.6010859755771,185.2,10.84,5,29.61,1.74,2.8342270288870623,0.3528298861762947,1.74,126847641743.4425,2.004797135934833,2.2476734561326888,0.013217522658610271,0.4968985186661136,2.2413803325972705,0.03480368088561958,,0.03480368088561958,2.2796921035500395,0.03831177095276894,0.005000528862876376,0.9938161569219935,0.3528298861762947,0.9657290714038862,0.07266331735764239,0.07017307799692188,2.2032288754320284,822364.6711497551,0.26775301838493226,0.07856643272768743,0.9665958413539872,2.2796921035500395,2.267753018384932,0.011939085165107333,1.034474197527025,8.925100612864409,7.856643272868744,1.1336908115552249,1.0,822364.6711497551,2653.6597673593014,263.32514069320945,299.935662458574,NGC4157_segment_structure_v8_5.csv
NGC4183,1,0.87,4.37,2.62,3.5,0.35,1846572703.4668882,55.05702458827953,74.28,6.24,5,21.02,0.87,3.1847364327823127,0.31399772668985365,0.87,17160333196.635647,2.0902612310523567,2.073570784358589,0.11784511784511784,0.09715272507646426,2.0827191908299607,,0.09796679864997282,0.09796679864997282,2.2246668741582423,0.14194768332828156,0.027990513899992235,0.32803512386934863,0.31399772668985365,0.8974553034439651,0.07870037681378729,0.07063007055457186,0.24720524694100152,476207.57655589364,0.19528572178621414,0.0513129491783487,0.9654000206414107,2.2246668741582423,2.195285721786214,0.029381152372028208,1.1191456233608428,6.509524059573805,5.13129491793487,1.273894573113325,1.0,476207.57655589364,17149.49763383188,211.97095036971348,219.0044742856957,NGC4183_segment_structure_v8_5.csv
NGC4183,2,5.24,7.85,6.545,2.6099999999999994,0.35,9361191609.134169,78.4315719271537,105.075,5.2,4,21.02,0.87,3.1847364327823127,0.31399772668985365,0.87,17160333196.635647,2.024312074453193,2.203174745768444,0.050761421319796954,0.35296581466151683,2.1806859894799335,0.09796679864997282,0.07331351243004036,0.08564015554000659,2.2246668741582423,0.04398088467830874,0.03281232013027073,0.7385887856470575,0.31399772668985365,0.9660342133053799,0.09573664668915392,0.09248487616885191,0.48859077374170495,476207.57655589364,0.19528572178621414,0.0513129491783487,0.9654000206414107,2.2246668741582423,2.195285721786214,0.029381152372028208,1.1191456233608428,6.509524059573805,5.13129491793487,1.273894573113325,1.0,476207.57655589364,5431.53097795905,188.5454063368874,204.2079374698894,NGC4183_segment_structure_v8_5.csv
NGC4183,3,8.72,12.31,10.515,3.59,0.35,17160333196.635647,83.77962206637491,112.2,5.72,5,21.02,0.87,3.1847364327823127,0.31399772668985365,0.87,17160333196.635647,2.0127330570764475,2.2695435894740297,0.032213529682466636,0.5,2.253999501909974,0.07331351243004036,0.018580790088186916,0.04594715125911364,2.2246668741582423,0.02933262775173162,0.012798649375797671,1.0,0.31399772668985365,0.9747363034816051,0.07527977901084526,0.07337793351994343,0.7520175550783019,476207.57655589364,0.19528572178621414,0.0513129491783487,0.9654000206414107,2.2246668741582423,2.195285721786214,0.029381152372028208,1.1191456233608428,6.509524059573805,5.13129491793487,1.273894573113325,1.0,476207.57655589364,3238.961051554197,184.54721741899115,202.6738772774553,NGC4183_segment_structure_v8_5.csv
NGC4183,4,13.12,16.03,14.575,2.910000000000002,0.35,17653461947.61814,72.17567239808223,109.25,4.925,4,21.02,0.87,3.1847364327823127,0.31399772668985365,0.87,17160333196.635647,2.0082494476169757,2.245924406128241,0.023450586264656615,0.5070823756637157,2.235418711821787,0.018580790088186916,0.011813496932371326,0.01519714351027912,2.2246668741582423,0.010751837663544705,0.005222386086006567,1.0142665077392192,0.31399772668985365,0.9897969245873203,0.026319182514565036,0.026050645910568847,0.8278249346780573,476207.57655589364,0.19528572178621414,0.0513129491783487,0.9654000206414107,2.2246668741582423,2.195285721786214,0.029381152372028208,1.1191456233608428,6.509524059573805,5.13129491793487,1.273894573113325,1.0,476207.57655589364,1855.742343909117,164.46107339572904,179.60170474856486,NGC4183_segment_structure_v8_5.csv
NGC4183,5,16.95,21.02,18.985,4.07,0.35,18211696928.989456,64.2317986909034,110.8,7.359999999999999,5,21.02,0.87,3.1847364327823127,0.31399772668985365,0.87,17160333196.635647,2.0058405942521484,2.231261546985216,0.018101887768295834,0.5148615124523507,2.2236052148894156,0.011813496932371326,,0.011813496932371326,2.2246668741582423,0.0010616592688266202,0.0029025790988627333,1.0301781851431258,0.31399772668985365,0.9989773583887834,0.01326370504878436,0.013250141032082571,0.8817530086786334,476207.57655589364,0.19528572178621414,0.0513129491783487,0.9654000206414107,2.2246668741582423,2.195285721786214,0.029381152372028208,1.1191456233608428,6.509524059573805,5.13129491793487,1.273894573113325,1.0,476207.57655589364,1164.989599259385,148.71895488450497,161.99707251987044,NGC4183_segment_structure_v8_5.csv
NGC4389,1,0.87,5.32,3.095,4.45,0.35000000000000003,12051752833.602997,129.41212209049402,73.10000000000001,6.583333333333333,6,5.32,0.87,1.8107353706870606,0.5522618137296135,0.87,12051752833.602997,2.07063440408082,2.4569896094940384,0.10159651669085631,0.5,2.3917426507994057,,,0.0,2.3917426507994057,0.0,0.0,1.0,0.5522618137296135,1.0,0.0,0.0,0.0,9.457896986818615e-06,0.39174265079940573,0.0,1.0,2.3917426507994057,2.3917426507994057,0.0,1.0,13.058088360013524,9.999999999999999e-11,0.7242941482752243,1.0,9.457896986818615e-06,0.0,0.0,129.41212209049402,NGC4389_segment_structure_v8_5.csv
NGC5907,1,5.03,15.1,10.065,10.07,0.35,107713758420.55627,214.54029707471642,226.8,4.4,5,50.33,5.03,2.3031813366766207,0.4341820524835234,5.03,223045018491.93924,2.031105341778164,2.3585404372150944,0.033605376860297645,0.3256565386594494,2.327912142636398,,0.06675460992511884,0.06675460992511884,2.3443503480739434,0.016438205437545594,0.00662905758938618,0.6949272243641712,0.4341820524835234,0.9858533604799028,0.057812952267017374,0.056995093271703295,0.5739405892460522,559095.9400597466,0.3430090755973627,0.05289870305960853,0.9763034494564775,2.3443503480739434,2.3430090755973625,0.0013412724765808903,1.0033878406762575,11.433635853278757,5.289870306060853,0.9212725346710483,1.0,559095.9400597466,3167.5663407223783,178.55406805606736,279.1220060981905,NGC5907_segment_structure_v8_5.csv
