galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,dsigma_dr,a_bar_kmps2_per_kpc,a_topo_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_topo_kmps,v_model_kmps,g_scale,lambda_reorg,l0_kpc
NGC0801,1.17,123.0,6.2,-0.09759592660517352,1.102895659414844e-08,28835.600000000002,-29.278777981552057,28806.32122201845,183.67812063498474,0.0,183.58484640558322,300.0,0.0,1.0
NGC0801,1.56,142.0,6.2,-0.09759592230388045,0.0013983381202996442,28454.743910256413,-29.278776691164136,28425.46513356525,210.68792205534706,0.0,210.5794994968926,300.0,0.0,1.0
NGC0801,1.96,205.0,6.2,-0.09646291440290192,0.0015515228145513704,27558.23229591837,-28.938874320870575,27529.2934215975,232.4094131054076,0.0,232.2873545984178,300.0,0.0,1.0
NGC0801,2.73,228.0,6.2,-0.0971669995468922,-0.0006083604661901512,25666.612161172157,-29.15009986406766,25637.46206130809,264.70710455142677,0.0,264.556745193486,300.0,0.0,1.0
NGC0801,3.52,238.0,6.2,-0.0973995563175211,-0.00026441732504202853,22534.853323863637,-29.21986689525633,22505.633456968382,281.64283001702705,0.0,281.46017439156236,300.0,0.0,1.0
NGC0801,10.59,229.0,4.2,-0.097373462339426,0.0003088481073766228,6892.420103871578,-29.212038701827797,6863.208065169751,270.16796423706495,0.0,269.59483194257945,300.0,0.0,1.0
NGC0801,17.65,225.0,6.9,-0.09304163139014666,0.0015188044773628102,3441.5983909348447,-27.912489417044,3413.6859015178006,246.46340823740957,0.0,245.4619240570504,300.0,0.0,1.0
NGC0801,24.61,220.0,4.0,-0.07625958750805936,0.003489792589077543,2178.6729053230392,-22.87787625241781,2155.7950290706212,231.55375229090976,0.0,230.33479039308844,300.0,0.0,1.0
NGC0801,31.67,222.0,2.4,-0.043897473730725646,0.009489435509543499,1631.5140543100727,-13.169242119217694,1618.344812190855,227.31047072231408,0.0,226.3912105230333,300.0,0.0,1.0
NGC0801,38.74,219.0,4.1,0.057924317059788996,0.00975778349326337,1155.9445766649458,17.3772951179367,1173.3218717828825,211.61590890100868,25.94602884583434,213.20058469166747,300.0,0.0,1.0
NGC0801,45.8,214.0,4.7,0.0940728246829969,0.0027901134484824303,808.6745000000002,28.22184740489907,836.8963474048993,192.45075240175083,35.95219897508882,195.7801131656236,300.0,0.0,1.0
NGC0801,52.86,216.0,2.6,0.0973207189523609,0.000243181263363707,610.5632160423761,29.19621568570827,639.7594317280843,179.65069329117546,39.285009369307005,183.89584976596547,300.0,0.0,1.0
NGC0801,59.82,216.0,8.8,0.09752529091119527,2.939252282103069e-05,493.2242761618188,29.25758727335858,522.4818634351774,171.7692527782548,41.83525870234712,176.79045525902214,300.0,0.0,1.0
