galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,dsigma_dr,a_bar_kmps2_per_kpc,a_topo_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_topo_kmps,v_model_kmps,g_scale,lambda_reorg,l0_kpc
ESO079-G014,0.41,33.2,11.6,0.09092893401047478,-0.030366233832112826,2056.0648780487804,27.278680203142432,2083.343558251923,29.034231520741166,3.3442875000945116,29.226201581513944,300.0,0.0,1.0
ESO079-G014,0.98,50.4,11.8,0.07362018072617046,-0.10365060282126376,2331.8450000000003,22.08605421785114,2353.9310542178514,47.803850263341765,4.652347056432282,48.02970365444174,300.0,0.0,1.0
ESO079-G014,1.78,53.9,9.75,-0.09158450530813281,-0.10946401475106829,2191.4216853932585,-27.475351592439843,2163.9463338008186,62.455829191517424,0.0,62.0630685203806,300.0,0.0,1.0
ESO079-G014,2.69,67.6,5.1,-0.09074632121173182,0.05755243663589099,2145.1051672862454,-27.223896363519547,2117.881270922726,75.96270729772604,0.0,75.47914028910327,300.0,0.0,1.0
ESO079-G014,3.36,81.7,5.06,-0.024250127836738553,0.10439291955115981,2036.5346726190473,-7.275038351021566,2029.2596342680258,82.7209556279423,0.0,82.5730729181164,300.0,0.0,1.0
ESO079-G014,4.39,102.0,5.35,0.09142113497971005,0.061939358704319936,1738.6562642369024,27.426340493913017,1766.0826047308155,87.36533065238179,10.97276787179416,88.05170432631205,300.0,0.0,1.0
ESO079-G014,5.65,116.0,6.44,0.09183750176848766,0.00015834901752896646,1521.5261769911504,27.551250530546298,1549.0774275216966,92.71797506416974,12.476560643766637,93.55366088773643,300.0,0.0,1.0
ESO079-G014,6.34,132.0,9.1,0.09188173306840601,2.747904711038196e-05,1475.86190851735,27.564519920521803,1503.426428437872,96.73140389759676,13.219646602542303,97.63054622553388,300.0,0.0,1.0
ESO079-G014,6.89,137.0,5.25,0.09188079024497375,-1.578857249984883e-06,1487.253671988389,27.564237073492126,1514.8179090618812,101.22834484471234,13.781059227663189,102.16210350925807,300.0,0.0,1.0
ESO079-G014,8.34,154.0,4.2,0.09187901837374271,-1.4274121955971247e-05,1588.6797362110312,27.563705512122812,1616.243441723154,115.10685904845114,15.161837090903735,116.10112102805513,300.0,0.0,1.0
ESO079-G014,10.04,163.0,3.28,0.09182873809759529,-1.569818167281717e-05,1708.758097609562,27.548621429278587,1736.3067190388406,130.9806523880531,16.63093981559542,132.03226673487794,300.0,0.0,1.0
ESO079-G014,11.65,170.0,2.41,0.09182462539790057,7.337419885830587e-06,1608.9090643776824,27.54738761937017,1636.4564519970527,136.90796397580382,17.914437355542663,138.07504360225877,300.0,0.0,1.0
ESO079-G014,13.36,175.0,2.18,0.09185513815028683,1.4838487017110324e-05,1421.9146781437125,27.556541445086047,1449.4712195887985,137.8288072211321,19.18737589422664,139.15795160071286,300.0,0.0,1.0
ESO079-G014,15.06,177.0,2.23,0.09187528456744115,7.765639214906556e-06,1199.78462815405,27.562585370232345,1227.3472135242826,134.42007476563907,20.373819859704735,135.95531999769517,300.0,0.0,1.0
ESO079-G014,16.67,178.0,2.03,0.0918815582863313,3.8967198075421975e-06,1024.1471505698862,27.56446748589939,1051.7116180557855,130.66190339957552,21.43594348261683,132.4085823237676,300.0,0.0,1.0
