galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,dsigma_dr,a_bar_kmps2_per_kpc,a_topo_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_topo_kmps,v_model_kmps,g_scale,lambda_reorg,l0_kpc
UGC07323,0.58,23.9,3.87,0.0625298044002182,-0.12903778520180492,834.9767241379312,18.75894132006546,853.7356654579967,22.00651040033381,3.2985126899313224,22.252341134488255,300.0,0.0,1.0
UGC07323,1.17,34.7,3.87,-0.0136024888688467,-0.06348998965947876,1043.4544444444446,-4.08074666065401,1039.3736977837905,34.94054521612392,0.0,34.87215545972223,300.0,0.0,1.0
UGC07323,1.75,42.8,3.87,-0.013053329616363832,0.061332111547550985,1060.7191428571427,-3.9159988849091496,1056.8031439722336,43.08431849292733,0.0,43.00471488048036,300.0,0.0,1.0
UGC07323,2.33,51.3,3.87,0.05754276052631245,0.06501391757899146,1022.3881974248926,17.262828157893736,1039.6510255827864,48.80742259124118,6.3421123931930135,49.217749741408255,300.0,0.0,1.0
UGC07323,2.91,57.7,3.87,0.06236281477526627,0.00513355752152999,975.6000687285223,18.70884443257988,994.3089131611022,53.28223155987369,7.378532191351303,53.790695638732984,300.0,0.0,1.0
UGC07323,3.5,67.3,3.87,0.0634849374716522,0.0009494486318181797,943.3001714285714,19.045481241495658,962.345652670067,57.45912112101959,8.164507599680142,58.03627989753681,300.0,0.0,1.0
UGC07323,4.07,75.4,3.87,0.0635016276262214,1.2830063414077941e-05,932.0536855036854,19.05048828786642,951.1041737915518,61.59105860431366,8.805423745148005,62.21731260132999,300.0,0.0,1.0
UGC07323,4.65,79.5,3.87,0.06349936014026361,1.6065539817922136e-07,934.0492258064517,19.049808042079082,953.0990338485308,65.90393690819995,9.411780245823195,66.57259576879716,300.0,0.0,1.0
UGC07323,5.23,82.8,3.87,0.06350181398648329,3.5397931400990568e-06,871.4625812619502,19.050544195944987,890.5131254578952,67.5111050124348,9.9817005637713,68.24502653047175,300.0,0.0,1.0
UGC07323,5.82,85.6,3.87,0.06350348775957962,2.836903553102806e-06,778.34970790378,19.051046327873884,797.4007542316539,67.30523976630646,10.529819069111587,68.1239487231049,300.0,0.0,1.0
