galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,dsigma_dr,a_bar_kmps2_per_kpc,a_topo_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_topo_kmps,v_model_kmps,g_scale,lambda_reorg,l0_kpc
F583-1,0.26,14.6,13.0,0.25082177275166,-0.1751038496574306,99.43692307692307,75.246531825498,174.68345490242106,5.084643546995206,4.423132179194906,6.739265410608895,300.0,0.0,1.0
F583-1,0.44,10.0,7.0,0.2193030798133225,-0.5985583226953328,153.3829545454545,65.79092394399675,219.17387848945125,8.215138465053403,5.380335169425653,9.820209088169078,300.0,0.0,1.0
F583-1,0.77,10.7,7.13,-0.23441112286406815,2.343012845534592,227.35337662337665,-70.32333685922045,157.0300397641562,13.23110350651071,0.0,10.996050682786082,300.0,0.0,1.0
F583-1,0.89,17.4,9.6,0.20898624560223908,2.734901258762904,241.42797752808988,62.695873680671724,304.1238512087616,14.658475364102502,7.469894749981276,16.452058460137984,300.0,0.0,1.0
F583-1,1.22,23.5,11.2,0.24023395429488378,0.061382492762339425,249.87622950819673,72.07018628846514,321.9464157966619,17.45992554394205,9.376866602011967,19.818542511292993,300.0,0.0,1.0
F583-1,1.55,31.0,5.2,0.2494986908253831,0.013125957434798385,223.4434193548387,74.84960724761493,298.29302660245366,18.61013970930901,10.771113741568378,21.50242291542521,300.0,0.0,1.0
F583-1,1.8,32.3,2.41,0.24994892985292114,0.0017793910195509355,190.6527222222222,74.98467895587635,265.63740117809857,18.524980431838518,11.61776321503315,21.866580027991972,300.0,0.0,1.0
F583-1,2.21,40.9,5.9,0.25066397980401667,0.0008180360526490738,170.02013574660631,75.199193941205,245.2193296878113,19.384130106868348,12.891478526920915,23.27949137352582,300.0,0.0,1.0
F583-1,2.31,43.8,4.26,0.2507231983307861,0.0003874568386190713,168.55744588744588,75.21695949923583,243.7744053866817,19.732402286594503,13.181470951424,23.73012592556632,300.0,0.0,1.0
F583-1,2.54,44.8,4.5,0.25070401206468756,-3.8851144930268644e-05,166.56377952755906,75.21120361940626,241.77498314696533,20.568714106623194,13.821593873113619,24.78121177814539,300.0,0.0,1.0
F583-1,3.1,51.7,12.7,0.25074302210910226,4.259398275480164e-05,166.99716129032257,75.22290663273068,242.22006792305325,22.752828395608315,15.270592999666553,27.402230028986054,300.0,0.0,1.0
F583-1,3.43,55.7,4.5,0.25075181459537427,3.2218255790750217e-05,171.01099125364433,75.22554437861228,246.23653563225662,24.21915977072698,16.06311355928981,29.061853299792155,300.0,0.0,1.0
F583-1,3.86,59.4,9.85,0.25076879177504197,5.879470914904594e-05,163.5825129533679,75.23063753251259,238.8131504858805,25.128241084485005,17.040840967378887,30.36146835835676,300.0,0.0,1.0
F583-1,4.09,62.0,4.5,0.25078469049348745,2.8839310792450057e-05,157.41606356968214,75.23540714804624,232.6514707177284,25.37383888969109,17.54174493132052,30.847115184981384,300.0,0.0,1.0
F583-1,4.37,63.0,3.2,0.2507790333819098,-2.3575768043904155e-06,156.08329519450797,75.23371001457295,231.31700520908092,26.11673792800318,18.132052083635866,31.793950883205497,300.0,0.0,1.0
F583-1,4.76,66.6,6.9,0.250787808342645,1.7516993757737964e-05,153.68172268907563,75.2363425027935,228.91806519186912,27.046718839814933,18.92419061184116,33.009846868976794,300.0,0.0,1.0
F583-1,5.4,71.3,2.95,0.2507937858901404,-4.34634322749039e-06,150.26507407407408,75.23813576704212,225.5032098411162,28.48563497624724,20.156535742583035,34.89580681316922,300.0,0.0,1.0
F583-1,5.86,72.3,15.5,0.25078726155215014,-6.920193692527832e-07,147.5257337883959,75.23617846564504,222.76191225404096,29.402394460315644,20.997238051912447,36.13010940764891,300.0,0.0,1.0
F583-1,6.08,73.4,6.0,0.25078852882981467,-1.3859231249857551e-05,145.59810855263157,75.2365586489444,220.83466720157597,29.75292422603197,21.3878067268615,36.64252688592289,300.0,0.0,1.0
F583-1,6.43,72.4,5.81,0.2507727535576356,-1.9166993781266628e-05,143.7341368584759,75.23182606729068,218.96596292576658,30.400830580758807,21.994104701321195,37.52267503274092,300.0,0.0,1.0
F583-1,6.97,77.1,12.1,0.2507839861237047,8.803299769141737e-06,143.3251793400287,75.23519583711142,218.56037517714014,31.606589502823617,22.899548357656894,39.030319176054235,300.0,0.0,1.0
F583-1,7.96,80.3,13.5,0.25077092547693614,-1.6827885653061814e-05,143.82734924623117,75.23127764308084,219.058626889312,33.83586410895989,24.4712273913452,41.75771389861906,300.0,0.0,1.0
F583-1,10.29,84.7,6.0,0.2507117814007264,-2.5352736397102338e-05,144.8322351797862,75.21353442021793,220.04576960000412,38.60471085243354,27.819907785326002,47.58435634937224,300.0,0.0,1.0
F583-1,15.49,86.9,5.6,0.25058030678371,-3.0793357732483706e-05,120.32046481601034,75.174092035113,195.49455685112335,43.17133308110835,34.123989884301345,55.02918031030356,300.0,0.0,1.0
F583-1,16.26,85.8,8.6,0.25055596767765953,-3.160922863699482e-05,114.16178351783516,75.16679030329786,189.32857382113303,43.08445891501946,34.96014888886521,55.484075285901845,300.0,0.0,1.0
