galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,dsigma_dr,a_bar_kmps2_per_kpc,a_topo_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_topo_kmps,v_model_kmps,g_scale,lambda_reorg,l0_kpc
NGC6946,0.19,153.0,8.0,-0.079794404142721,3.756151568457889e-08,289287.0026315789,-23.9383212428163,289263.0643103361,234.4451545671183,0.0,234.43545427038944,300.0,0.0,1.0
NGC6946,0.56,130.0,9.0,-0.0797943902449602,6.04105325444082e-07,57713.01946428571,-23.938317073488058,57689.08114721222,179.77566826464587,0.0,179.73838054917167,300.0,0.0,1.0
NGC6946,0.94,128.0,3.0,-0.07979393957973079,1.842419632222536e-05,28983.99329787234,-23.938181873919234,28960.05511599842,165.06045468251926,0.0,164.99227802851416,300.0,0.0,1.0
NGC6946,1.22,134.0,3.0,-0.07978522428465774,7.660813595364302e-06,21727.982049180333,-23.935567285397322,21704.046481894937,162.813200017689,0.0,162.72349771287435,300.0,0.0,1.0
NGC6946,1.59,129.0,4.0,-0.07979386261001473,-1.1572512970861593e-05,17297.86471698113,-23.93815878300442,17273.926558198127,165.84210834405116,0.0,165.72731587621584,300.0,0.0,1.0
NGC6946,1.96,131.0,7.0,-0.07979378794425618,9.102663594273697e-07,14396.567499999997,-23.938136383276852,14372.629363616721,167.97997588998516,0.0,167.84026201328683,300.0,0.0,1.0
NGC6946,2.34,138.0,8.0,-0.07979316554942732,-7.652952458553353e-07,13014.236153846154,-23.937949664828196,12990.298204181325,174.5087751375271,0.0,174.34820847311366,300.0,0.0,1.0
NGC6946,2.71,139.0,5.0,-0.07979431448457791,-1.0702088551195477e-06,12659.557269372695,-23.93829434537337,12635.618975027322,185.22256935913614,0.0,185.04736534823738,300.0,0.0,1.0
NGC6946,2.99,143.0,3.0,-0.07979418293854794,2.4679642150748915e-07,11714.415551839464,-23.938254881564383,11690.477296957899,187.15261820236447,0.0,186.9612984494495,300.0,0.0,1.0
NGC6946,3.37,146.0,2.0,-0.07979420416577782,1.9525643159268302e-06,10877.845994065281,-23.938261249733344,10853.907732815547,191.46368062899032,0.0,191.25289294436408,300.0,0.0,1.0
NGC6946,3.74,154.0,2.0,-0.07979275815528693,1.1040123209821173e-05,10025.804438502673,-23.937827446586077,10001.866611056088,193.64015234449698,0.0,193.40884448584498,300.0,0.0,1.0
NGC6946,4.12,161.0,1.0,-0.0797857795060715,4.2970845605533325e-05,9311.190995145631,-23.935733851821453,9287.255261293809,195.86246935030712,0.0,195.6105612602001,300.0,0.0,1.0
NGC6946,4.4,167.0,2.0,-0.0797686710672674,6.56324091029975e-05,8980.240840909088,-23.93060132018022,8956.310239588907,198.77892166927558,0.0,198.51389133809047,300.0,0.0,1.0
NGC6946,4.77,173.0,2.0,-0.07974217181781951,2.6693351790091358e-05,8641.96283018868,-23.92265154534585,8618.040178643334,203.03241785488345,0.0,202.75120629019375,300.0,0.0,1.0
NGC6946,5.15,176.0,4.0,-0.07974956172047847,-4.497527156893666e-05,8334.9053592233,-23.92486851614354,8310.980490707156,207.18292062812512,0.0,206.88535358294905,300.0,0.0,1.0
NGC6946,5.52,178.0,5.0,-0.07977539942624669,-1.792852679632917e-05,8231.159873188406,-23.932619827874007,8207.227253360532,213.15722483650418,0.0,212.84711517554126,300.0,0.0,1.0
NGC6946,5.89,180.0,3.0,-0.07976282883030776,5.672483291094266e-05,7730.217351443124,-23.928848649092327,7706.288502794032,213.37989642888104,0.0,213.04938226020946,300.0,0.0,1.0
NGC6946,6.17,179.0,4.0,-0.07974212528372916,7.679279468926492e-05,7152.272123176662,-23.92263758511875,7128.349485591543,210.07027157596573,0.0,209.71865993778385,300.0,0.0,1.0
NGC6946,6.55,180.0,5.0,-0.07971147343311295,5.593292854430554e-05,6688.497221374047,-23.913442029933886,6664.583779344112,209.30756508067262,0.0,208.93306046364214,300.0,0.0,1.0
NGC6946,6.92,181.0,4.0,-0.07969968749844787,2.9589943555466403e-05,6367.546329479769,-23.909906249534362,6343.636423230235,209.91288812266865,0.0,209.51840980866865,300.0,0.0,1.0
NGC6946,7.3,179.0,4.0,-0.07968932686599874,0.00027798678299262303,5879.013671232877,-23.90679805979962,5855.1068731730775,207.1637029018356,0.0,206.7420619374864,300.0,0.0,1.0
NGC6946,7.58,179.0,2.0,-0.07955976266748861,0.0009148751866914079,5483.073614775726,-23.867928800246585,5459.205685975479,203.8668634182613,0.0,203.42266122458955,300.0,0.0,1.0
NGC6946,7.95,179.0,1.0,-0.07900019179636919,0.002327326216386774,4978.956905660377,-23.700057538910755,4955.256848121466,198.95403338459866,0.0,198.47995350303177,300.0,0.0,1.0
NGC6946,8.33,178.0,1.0,-0.07779774829214463,0.002265872126661933,4527.820756302522,-23.33932448764339,4504.481431814878,194.20799906286044,0.0,193.70681538608272,300.0,0.0,1.0
NGC6946,8.7,177.0,2.0,-0.07728305507865323,0.0012041261902917128,4247.084528735632,-23.18491652359597,4223.899612212036,192.2228794914903,0.0,191.69748727159862,300.0,0.0,1.0
NGC6946,9.08,176.0,2.0,-0.07689844290379493,-0.0016680042435248676,4000.290848017621,-23.069532871138478,3977.2213151464825,190.5849965238607,0.0,190.0346535280607,300.0,0.0,1.0
NGC6946,9.36,173.0,3.0,-0.07791843961090145,-0.0007544706707100501,3815.963440170941,-23.375531883270433,3792.5879082876704,188.9905230428235,0.0,188.41078212664104,300.0,0.0,1.0
