galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,dsigma_dr,a_bar_kmps2_per_kpc,a_topo_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_topo_kmps,v_model_kmps,g_scale,lambda_reorg,l0_kpc
IC2574,0.85,10.3,0.2,0.11172514145225491,0.005842926042793658,108.19776470588235,33.517542435676475,141.7153071415588,9.59,5.337594127537706,10.975336490072866,300.0,0.0,1.0
IC2574,1.14,12.9,2.7,0.11341959000466507,0.08422106363463847,126.10535087719299,34.02587700139952,160.1312278785925,11.99,6.228121689690677,13.511091731669778,300.0,0.0,1.0
IC2574,1.42,16.4,1.8,0.15819061191615913,0.08258601974489391,135.318661971831,47.45718357484774,182.77584554667874,13.861908238045729,8.209092561074202,16.110297969816813,300.0,0.0,1.0
IC2574,1.71,18.6,2.1,0.15891980062937366,-0.023385510214941008,143.27865497076024,47.6759401888121,190.95459515957234,15.652683476005002,9.029167055873353,18.07020635529292,300.0,0.0,1.0
IC2574,1.99,19.8,2.0,0.1453699391560758,0.012389196482022413,154.43075376884426,43.61098174682274,198.041735515667,17.53046491111973,9.31589253245105,19.85202895615905,300.0,0.0,1.0
IC2574,2.28,26.1,0.6,0.16721898150146194,0.03625304106133653,153.353201754386,50.165694450438586,203.51889620482459,18.698804774637335,10.694754945626382,21.541195030615178,300.0,0.0,1.0
IC2574,2.55,27.7,2.7,0.16718126637041358,0.0002935941583245838,155.64192156862745,50.154379911124074,205.79630147975152,19.922020479860972,11.30900830194082,22.908089592398714,300.0,0.0,1.0
IC2574,2.84,29.7,2.6,0.16740136731932143,0.000860389449167942,152.206338028169,50.220410195796426,202.42674822396543,20.791007671587252,11.94261131227429,23.976904824352573,300.0,0.0,1.0
IC2574,3.13,33.0,3.4,0.167680292250931,0.0005684427963138505,147.92849840255593,50.304087675279305,198.23258607783524,21.517811226981244,12.54797969490006,24.90919497743001,300.0,0.0,1.0
IC2574,3.41,34.8,1.2,0.16773311141557307,0.00011769513834836154,142.14794721407625,50.31993342467192,192.46788063874817,22.01645975174029,13.099273757660432,25.61865478470974,300.0,0.0,1.0
IC2574,3.7,35.0,0.9,0.16774593424767664,0.00014256468033102543,129.91137837837834,50.32378027430299,180.23515865268132,21.924235448471173,13.645438322564837,25.823827892373373,300.0,0.0,1.0
IC2574,3.98,39.0,10.2,0.16781244023611327,-2.411935183327385e-05,120.4604271356784,50.34373207083398,170.8041592065124,21.89594711356419,14.155142303838533,26.072985131010974,300.0,0.0,1.0
IC2574,4.26,35.9,5.4,0.16773242741065,-0.00010504021104396077,121.211103286385,50.319728223195,171.53083150958,22.723540657212734,14.641107957760939,27.031857913040508,300.0,0.0,1.0
IC2574,4.55,40.0,4.1,0.1677562462562304,-0.0005833998199472612,135.4721978021978,50.32687387686912,185.7990716790669,24.827374005319207,15.132325536405649,29.075518501649363,300.0,0.0,1.0
IC2574,4.84,38.7,1.4,0.1673940555150806,-0.0003010527511126404,151.97859504132234,50.218216654524184,202.19681169584652,27.121511757274888,15.590258772961308,31.28310356419096,300.0,0.0,1.0
IC2574,5.12,41.8,0.5,0.1675660154267767,0.00035196805639481354,156.76650390625,50.269804628033015,207.03630853428302,28.330981274922337,16.043110661449948,32.55803894118208,300.0,0.0,1.0
IC2574,5.41,42.9,0.4,0.16758934018377336,3.54038261371481e-05,154.3335489833641,50.27680205513201,204.6103510384961,28.895406209292158,16.492346683181996,33.27073788058004,300.0,0.0,1.0
IC2574,5.68,44.4,1.7,0.1675875805188912,4.80909855574696e-05,157.61184859154932,50.27627415566736,207.88812274721667,29.920482950647706,16.89879395709027,34.36283657098451,300.0,0.0,1.0
IC2574,5.97,46.1,1.3,0.16761853636733165,0.0001865353473699538,158.6888609715243,50.28556091019949,208.9744218817238,30.779416823585205,17.32641909437409,35.321060270522615,300.0,0.0,1.0
