galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,volume_kpc3,m_enc_inner_msun,m_enc_outer_msun,m_shell_msun,mu_shell_msun_per_kpc3,v_bar_internal_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,delta_d_eff_i,beta_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,g_bar_internal_km2s2_per_kpc,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_segment_kms,source_file
NGC5907,3,27.68,37.75,32.715,10.07,0.35,724.4765086147779,222820688112.9808,229569519276.15323,6748831163.172424,9315458.931962341,174.22505643645147,217.0,2.0,5,50.33,-3.0,1.9500000000000002,1.95,2.220446049250313e-16,0.0,2.220446049250313e-16,2.4999999999999982,0.08521629989917764,0.5,0.650009934432744,1.0343520512181206,0.650009934432744,927.8425887294726,167.06660419746822,7.401486830834377e-16,2.0784376406726869e-13,788.6662004200517,2.0784376406726869e-13,927.8425887294728,174.2250564364515,NGC5907_segment_structure_v7.csv
NGC5907,4,40.26,50.33,45.295,10.07,0.35,1003.0616982334208,231021942121.55103,232783628806.22934,1761686684.6783142,1756309.3953053674,148.05471556378245,215.8,3.6,5,50.33,-3.0,1.9500000000000002,1.95,2.220446049250313e-16,0.0,2.220446049250313e-16,2.4999999999999982,0.017259955728960396,0.5,0.8999602622690245,1.0081869351175787,0.8999602622690245,483.9430135925052,87.1335970949208,7.401486830834377e-16,1.4628810744650026e-13,411.35156155362944,1.4628810744650026e-13,483.9430135925054,148.05471556378248,NGC5907_segment_structure_v7.csv
NGC5985,1,3.54,8.02,5.779999999999999,4.4799999999999995,0.35,56.944759766380855,21661060081.70364,66742526299.31807,45081466217.614426,791670144.936316,171.006515332304,254.42857142857142,6.155714285714285,7,34.72,-0.0029752789343172126,2.998958652372989,2.603195412287662,0.3957632400853268,0.0,0.3957632400853268,0.6683655207070962,0.8878509047679934,0.5,0.16647465437788017,1.1811273807415945,0.16647465437788017,5059.382056418257,911.1952295583576,0.8665875319210894,103.77261734975312,4300.474747955518,103.75248042659061,5163.134536844847,172.75102784922356,NGC5985_segment_structure_v7.csv
NGC5985,2,8.79,12.56,10.675,3.7700000000000014,0.35,88.5028276618905,78308902366.47595,148246173153.12344,69937270786.64749,790226398.7974547,212.8164177014081,298.6666666666667,9.28,6,34.72,-0.0029752789343172126,2.998958652372989,2.603195412287662,0.3957632400853268,0.0,0.3957632400853268,0.6683655207070962,0.8876690242672166,0.5,0.30745967741935487,1.2461020056737468,0.30745967741935487,4242.700481804235,764.1920841093508,0.8665875319210894,169.57849277771595,3606.2954095336,169.4536151853474,4412.154096989582,217.02475661860282,NGC5985_segment_structure_v7.csv
NGC5985,3,13.39,17.89,15.64,4.5,0.35,154.77370367175473,161749672306.3259,213333373510.7222,51583701204.3963,333284659.99492663,228.5514375976832,294.42857142857144,6.645714285714286,7,34.72,-2.2604375382768596,2.2088468616030994,2.603195412287662,-0.39434855068456276,-0.7901117907698896,1.1844603414544523,0.048223423737768334,0.7692048456061867,0.5,0.4504608294930876,1.2581312187248568,0.4504608294930876,3339.8823291539434,601.5074287878,0.9992561172326955,16.427021402746504,2838.899979780852,16.426838066129072,3356.3091672200726,229.11280054881686,NGC5985_segment_structure_v7.csv
NGC5985,4,18.72,22.52,20.619999999999997,3.8000000000000007,0.35,172.31384377527726,215995614286.27893,237485267885.1685,21489653598.889557,124712287.34770286,217.7049921384439,290.5,4.056666666666667,6,34.72,-3.0,1.9500000000000002,2.603195412287662,-0.653195412287662,-0.2588468616030992,0.9120422738907612,0.11957037353195443,0.5549865066111515,0.5,0.5938940092165899,1.213848840979769,0.5938940092165899,2298.519088360811,413.93445028527896,0.9954353779659032,35.51745040121829,1953.7412251066894,35.51353827727693,2334.032626638088,219.38038372032577,NGC5985_segment_structure_v7.csv
NGC5985,5,23.23,34.72,28.975,11.489999999999998,0.35,732.1353659290378,240994181452.99484,290991984122.4299,49997802669.43503,68290380.43530473,203.18735566590126,291.85714285714283,4.497142857142857,7,34.72,-1.7704003488532238,2.3803598779013715,2.603195412287662,-0.22283553438629067,0.4303598779013713,0.653195412287662,0.2833627757693056,0.4057889717681003,0.5,0.8345334101382489,1.1853497942731737,0.8345334101382489,1424.8525108714912,256.62220034597243,0.9746316816176845,70.10803646843385,1211.1246342407674,70.02983358356376,1494.8823444550549,208.12067636490426,NGC5985_segment_structure_v7.csv
UGC01281,1,0.08,0.69,0.38499999999999995,0.61,0.35,0.5164621242868939,678414.5680797785,18688514.058652706,18010099.49057293,34872062.52625091,7.517865646476006,7.756,4.0,5,4.99,0.32274229314479763,3.1129598026006793,2.7522516091874434,0.3607081934132359,0.0,0.3607081934132359,0.7512100948823198,0.25855660448184786,0.5,0.07715430861723446,1.035909200178334,0.07715430861723446,146.80078929471193,26.530436702538566,0.8343732352846247,1.3290706045555851,124.78067090050514,1.32902034616664,148.12980964087856,7.551819430556999,UGC01281_segment_structure_v7.csv
UGC01281,2,0.84,1.46,1.15,0.62,0.35,1.5679688934066653,32286244.538946413,110124696.86647712,77838452.32753071,49642854.94109141,15.803338043385162,23.259999999999998,5.2059999999999995,5,4.99,0.32274229314479763,3.1129598026006793,2.7522516091874434,0.3607081934132359,0.0,0.3607081934132359,0.7512100948823198,0.3317422336043634,0.5,0.23046092184368736,1.0796286615924864,0.23046092184368736,217.16999418565635,39.217422787932456,0.8343732352846247,6.116071168520826,184.5944950578079,6.1138341571697055,223.28382834282604,16.024244212887233,UGC01281_segment_structure_v7.csv
UGC01281,3,1.61,2.22,1.915,0.6100000000000001,0.35,2.568896020803642,143044249.93780386,286210494.98827,143166245.05046612,55730650.011158735,21.642519103318925,37.14,4.880000000000001,5,4.99,0.2268349936504997,3.0793922477776747,2.7522516091874434,0.32714063859023135,-0.03356755482300455,0.3607081934132359,0.7512100948823198,0.35786564820197825,0.5,0.3837675350701403,1.1108470482616746,0.3837675350701403,244.59458649479092,44.161400903866095,0.8343732352846247,11.800138908426053,207.90539852057228,11.787484282017111,256.382070776808,22.157880438742044,UGC01281_segment_structure_v7.csv
UGC01281,4,2.38,3.07,2.7249999999999996,0.69,0.35,4.134885710838545,325617153.5791263,476918312.4036541,151301158.8245278,36591376.256889164,25.118562460484434,48.379999999999995,6.388,5,4.99,-1.1926767205174778,2.582563147818883,2.7522516091874434,-0.16968846136856053,-0.4968290999587919,0.6665175613273524,0.27105474361313786,0.2678893591940335,0.5,0.5460921843687374,1.0989825067530399,0.5460921843687374,231.53841470871848,41.78579809859487,0.9767625477139122,6.639440038161536,196.8076525024107,6.636922410621145,238.17533711933962,25.47602389797514,UGC01281_segment_structure_v7.csv
UGC01281,5,3.46,4.99,4.225,1.5300000000000002,0.35,14.215628217677475,568452970.1853794,871260513.4727304,302807543.287351,21301031.41771832,26.65534840303284,55.620000000000005,4.0,5,4.99,-1.2337386136382433,2.568191485226615,2.7522516091874434,-0.18406012396082838,-0.014371662592267853,0.19843178655309623,1.2902699284743335,0.17560470153271013,0.5,0.846693386773547,1.0807921615183582,0.846693386773547,168.16747893184981,30.35322168052332,0.5793204561151144,20.762162564371774,142.94235709207234,20.617376946298723,188.78485587814853,28.242096524252187,UGC01281_segment_structure_v7.csv
UGC04278,1,0.14,1.25,0.6950000000000001,1.1099999999999999,0.35,1.6965071568282921,638111.9344510816,235006661.38096362,234368549.44651255,138147692.7481265,17.252937366659097,22.345999999999997,5.018,5,6.69,-0.8254679419715758,2.7110862203099484,3.497948312726774,-0.7868620924168255,0.0,0.7868620924168255,0.1814848845402458,0.5800925096269416,0.5,0.1038863976083707,1.093486005924828,0.1038863976083707,428.2933061551967,77.30436035189196,0.9895154878817529,1.577026397365593,364.0493102319172,1.577016532936643,429.87032268813334,17.284671656362256,UGC04278_segment_structure_v7.csv
UGC04278,2,1.52,2.63,2.075,1.1099999999999999,0.35,5.065111295566483,334206435.38227963,617872818.3105435,283666382.9282639,56003978.26925511,31.76649967257124,42.42,4.0,5,6.69,-0.8254679419715758,2.7110862203099484,3.497948312726774,-0.7868620924168255,0.0,0.7868620924168255,0.1814848845402458,0.358990705817739,0.5,0.3101644245142003,1.0999652832565863,0.3101644245142003,486.31831395058725,87.67200096151191,0.9895154878817529,5.371492033156349,413.37056685799917,5.371189721341558,491.68950367192883,31.94144204821148,UGC04278_segment_structure_v7.csv
UGC04278,3,2.91,4.01,3.46,1.0999999999999996,0.35,8.369831147693924,707221253.1766534,1157875880.4532065,450654627.27655315,53842738.2015608,33.98739353469354,55.120000000000005,6.544,5,6.69,-0.07696971301467687,2.973060600444863,3.497948312726774,-0.5248877122819109,0.2619743801349146,0.7868620924168255,0.1814848845402458,0.3499855685811925,0.5,0.5171898355754858,1.1258476562331674,0.5171898355754858,333.8563350526382,60.226220009570326,0.9895154878817529,6.2976463827220615,283.7778847947425,6.296612738889132,340.1529477915273,34.30640172560632,UGC04278_segment_structure_v7.csv
UGC04278,4,4.29,5.4,4.845000000000001,1.1100000000000003,0.35,11.826729747961265,1268485384.953417,1924982712.9607458,656497328.0073287,55509624.55369357,36.39439984531107,75.44,4.0,5,6.69,0.09055780151539107,3.031695230530387,3.497948312726774,-0.46625308219638706,0.05863463008552383,0.5248877122819109,0.43459749472405296,0.3569529841834805,0.5,0.7242152466367714,1.1518849887050004,0.7242152466367714,273.3854159133908,49.343483470977546,0.9413329244825861,16.839804898786532,232.37760352638216,16.81038846163735,290.1958043750281,37.496648812887415,UGC04278_segment_structure_v7.csv
UGC04278,5,5.68,6.69,6.1850000000000005,1.0100000000000007,0.35,13.737540647654189,2401349816.666705,4122672387.9365077,1721322571.2698026,125300635.34798233,48.335042283998504,89.08000000000001,10.664,5,6.69,3.0,4.05,3.497948312726774,0.552051687273226,1.018304769469613,1.570356456742839,0.01332343464867583,0.5561486107416095,0.5,0.9245142002989537,1.267373064728655,0.9245142002989537,377.7326293606989,68.19336126435074,0.999943197161859,1.0645147482636423,321.0727349565941,1.0645108477210108,378.79714020841993,48.40310229922331,UGC04278_segment_structure_v7.csv
UGC05721,1,0.09,0.81,0.45,0.7200000000000001,0.35,0.7125132138341652,5818834.153702356,384908020.16317475,379089186.00947237,532045130.7415387,35.85206097057993,42.86,5.208,5,6.74,-1.1367405544095228,2.602140805956667,2.8529296238923685,-0.2507888179357014,0.0,0.2507888179357014,1.0836424499870165,0.8417834500478212,0.5,0.06676557863501484,1.1087543647523568,0.06676557863501484,2856.378390751512,514.563300198299,0.6836647304073548,28.219931356136566,2427.9216321387853,28.218660624602883,2884.597051376115,36.02872011492015,UGC05721_segment_structure_v7.csv
UGC05721,2,0.99,1.53,1.26,0.54,0.35,1.4962777490517467,471398674.93158436,718376534.2683294,246977859.33674502,165061506.45711675,45.44545181502869,71.3,4.57,4,6.74,-1.1367405544095228,2.602140805956667,2.8529296238923685,-0.2507888179357014,0.0,0.2507888179357014,1.0836424499870165,0.622729073954846,0.5,0.18694362017804153,1.1346246140197789,0.18694362017804153,1639.1183259302338,295.27255594428345,0.6836647304073548,46.39969415099212,1393.2505770406988,46.38254774871887,1685.5008736789528,46.08395708742339,UGC05721_segment_structure_v7.csv
UGC05721,3,1.71,2.67,2.19,0.96,0.35,4.6234190764350265,779887165.2743257,800389568.4866692,20502403.212343454,4434467.841524809,40.42297225977421,82.12,7.4959999999999996,5,6.74,-3.0,1.9500000000000002,2.8529296238923685,-0.9029296238923683,-0.6521408059566669,1.5550704298490352,0.01401990227747853,0.04246172679554358,0.5,0.3249258160237389,1.01210207291356,0.3249258160237389,746.1263407828656,134.3406460580451,0.9999371035268869,0.619346425188818,634.2073896654357,0.6193462283018871,746.7456870111674,40.43974597539476,UGC05721_segment_structure_v7.csv
UGC05721,4,3.15,4.49,3.8200000000000003,1.3400000000000003,0.35,11.256829132636806,877396773.008503,1042384237.9868449,164987464.97834194,14656655.35421476,32.80303406408797,78.525,4.57,4,6.74,2.1488079698647944,3.752082789452678,2.8529296238923685,0.8991531655603096,1.8020827894526779,2.7012359550129874,0.00030725605022654645,0.12783082943537113,0.5,0.5667655786350149,1.0481179752454413,0.5667655786350149,281.68561356275274,50.772321661969386,0.9999999697899907,0.009267041089795503,239.43277152833983,0.009267041085168126,281.69488060383793,32.80357364536158,UGC05721_segment_structure_v7.csv
UGC05721,5,4.93,6.74,5.835,1.8100000000000005,0.35,23.225621700393397,1170689734.2655392,1486828100.0997467,316138365.83420753,13611621.247962235,31.605710564737638,78.7,4.57,5,6.74,-0.17461385261361442,2.938885151585235,2.8529296238923685,0.08595552769286652,-0.813197637867443,0.8991531655603096,0.12481951230624957,0.11980835321638697,0.5,0.865727002967359,1.0557375127912745,0.865727002967359,171.19467700119424,30.881450935531063,0.9950268256491688,3.5055154453168855,145.5154754510151,3.50483746789558,174.69951446908982,31.927600394128262,UGC05721_segment_structure_v7.csv
UGC05750,1,0.31,4.09,2.1999999999999997,3.78,0.35,18.2878391550769,1254333.3852603287,704342312.9058734,703087979.5206131,38445656.348931104,19.55186144552288,25.28,7.7,5,22.85,-0.40538148818982794,2.8581164791335603,2.8581164791335603,0.0,0.0,0.0,2.5,0.2776949263907183,0.5,0.09628008752735227,1.0430830248693372,0.09628008752735227,173.76149362951097,31.388677063839037,0.0,0.0,147.6972695850843,0.0,173.76149362951097,19.55186144552288,UGC05750_segment_structure_v7.csv
UGC05750,2,4.82,22.85,13.835,18.03,0.35,548.5583155880371,997329972.0291758,11005393816.657406,10008063844.628231,18244302.492980905,41.681157619043795,68.21666666666665,9.233333333333333,6,22.85,-0.40538148818982794,2.8581164791335603,2.8581164791335603,0.0,0.0,0.0,2.5,0.1542932903178477,0.5,0.6054704595185996,1.060029333904513,0.6054704595185996,125.57418868547687,22.680237992987085,0.0,0.0,106.73806038265533,0.0,125.57418868547687,41.681157619043795,UGC05750_segment_structure_v7.csv
UGC05986,1,0.63,3.13,1.88,2.5,0.35,10.335839830310418,154966383.16077298,3662054806.540941,3507088423.3801684,339313348.5965445,53.532946336351,65.62,2.6319999999999997,5,9.41,-1.40060233255085,2.5097891836072024,2.509789183607202,4.440892098500626e-16,0.0,4.440892098500626e-16,2.4999999999999964,0.7723720430543126,0.5,0.19978746014877788,1.1726158466856758,0.19978746014877788,1524.3491188567216,274.7144096751797,1.4802973661668755e-15,2.381740271941529e-13,1295.6967510282134,2.381740271941529e-13,1524.3491188567218,53.53294633635101,UGC05986_segment_structure_v7.csv
UGC05986,2,3.77,6.28,5.025,2.5100000000000002,0.35,27.73688591909527,4587183401.652211,6962010298.28571,2374826896.633499,85619809.7926547,72.79067351019327,113.0,3.068,5,9.41,-1.40060233255085,2.5097891836072024,2.509789183607202,4.440892098500626e-16,0.0,4.440892098500626e-16,2.4999999999999964,0.46126439784792206,0.5,0.5340063761955367,1.168536185811686,0.5340063761955367,1054.4243084711547,189.96293127635315,1.4802973661668755e-15,4.3867859703950646e-13,896.2606622004815,4.386785970395065e-13,1054.4243084711552,72.79067351019329,UGC05986_segment_structure_v7.csv
UGC05986,3,6.9,9.41,8.155000000000001,2.51,0.35,45.013791974173515,7034396555.612652,6846813326.947087,1e-12,2.221541345758531e-14,59.828755730292514,111.6,4.101999999999999,5,9.41,-3.0,1.9500000000000002,2.509789183607202,-0.5597891836072018,-0.5597891836072022,1.119578367214404,0.0598665620761965,2.221541345758531e-22,0.5,0.8666312433581298,1.0000000000004654,0.8666312433581298,438.93071885162584,79.00752957329264,0.9988537756103343,4.09438859459193,373.091111023882,4.094224234946159,443.024943086572,60.10714109713583,UGC05986_segment_structure_v7.csv
UGC06667,1,0.87,3.5,2.185,2.63,0.35,12.637323484440497,9686593.767365513,439028484.66952354,429341890.902158,33974115.75566443,14.461322096856858,49.525000000000006,3.5,4,7.85,-0.08523189961096864,2.970168835136161,2.970168835136161,0.0,0.0,0.0,2.5,0.2535871616993897,0.5,0.278343949044586,1.0668941530450207,0.278343949044586,95.71159578445786,17.333004415701325,0.0,0.0,81.35485641678918,0.0,95.71159578445786,14.461322096856858,UGC06667_segment_structure_v7.csv
UGC06667,2,4.37,7.85,6.109999999999999,3.4799999999999995,0.35,46.75933939232433,688010289.9153903,2143311313.1872096,1455301023.2718194,31123216.071583573,31.2656471036617,82.53999999999999,3.34,5,7.85,-0.08523189961096864,2.970168835136161,2.970168835136161,0.0,0.0,0.0,2.5,0.23735854720488705,0.5,0.7783439490445859,1.1047033690470371,0.7783439490445859,159.9902927677102,28.898671431535718,0.0,0.0,135.99174885255366,0.0,159.9902927677102,31.2656471036617,UGC06667_segment_structure_v7.csv
UGC06917,1,1.74,5.24,3.49,3.5,0.35,26.862187984519522,1280070671.0905368,5439719329.165222,4159648658.074685,154851446.2214269,61.92095464486067,81.17999999999999,3.9799999999999995,5,10.47,-0.9036710278919315,2.683715140237824,2.6837151402378243,-4.440892098500626e-16,0.0,4.440892098500626e-16,2.4999999999999964,0.6076145476800029,0.5,0.3333333333333333,1.175403211333291,0.3333333333333333,1098.6259667996826,197.9766648018239,1.4802973661668755e-15,2.870573008642488e-13,933.8320717797302,2.870573008642488e-13,1098.6259667996828,61.92095464486068,UGC06917_segment_structure_v7.csv
UGC06917,2,6.11,10.47,8.290000000000001,4.36,0.35,79.48568705588765,6494717999.446629,12126796417.269836,5632078417.823208,70856510.47921626,68.8610731755489,105.0,4.316666666666666,6,10.47,-0.9036710278919315,2.683715140237824,2.6837151402378243,-4.440892098500626e-16,0.0,4.440892098500626e-16,2.4999999999999964,0.414713552796313,0.5,0.7917860553963706,1.184510955155809,0.7917860553963706,571.9960674171651,103.11080949183562,1.4802973661668755e-15,3.578822030198902e-13,486.19665730459036,3.578822030198902e-13,571.9960674171655,68.86107317554891,UGC06917_segment_structure_v7.csv
UGC07089,1,0.87,3.5,2.185,2.63,0.35,12.637323484440497,78354252.23964232,1936128296.1047785,1857774043.8651361,147006923.27394253,36.64117958084035,37.974999999999994,4.3,4,9.16,-0.8931159211452885,2.687409427599149,2.592194752702695,0.09521467489645419,0.0,0.09521467489645419,1.8201310103727797,0.5951530480419158,0.5,0.23853711790393015,1.1453371535805252,0.23853711790393015,614.451277380042,110.81947346929883,0.307138023144419,16.925504893557573,522.2835857730357,16.919582346902825,631.3708597269449,37.1422310652359,UGC07089_segment_structure_v7.csv
UGC07089,2,4.37,6.55,5.46,2.1799999999999997,0.35,26.175624326004005,2762033743.091579,4460300223.6735935,1698266480.5820146,64879693.39072775,53.57789334738961,66.22500000000001,4.875,4,9.16,-0.8931159211452885,2.687409427599149,2.592194752702695,0.09521467489645419,0.0,0.09521467489645419,1.8201310103727797,0.393497173948386,0.5,0.5960698689956332,1.1519008508507211,0.5960698689956332,525.7492043121348,94.779843053668,0.307138023144419,36.3801501332032,446.8868236653146,36.29999572841467,562.0492000405495,55.39664820385256,UGC07089_segment_structure_v7.csv
UGC07089,3,6.98,9.16,8.07,2.1799999999999997,0.35,38.68814804228065,4749279371.109835,5893553596.796957,1144274225.6871223,29576867.42814862,53.43893757923338,75.175,6.3999999999999995,4,9.16,-2.010577679370994,2.296297812220152,2.592194752702695,-0.2958969404825429,-0.3911116153789971,0.68700855586154,0.25315893455578004,0.22825731178097217,0.5,0.881004366812227,1.1071232482390174,0.881004366812227,353.8686554643373,63.79425029710286,0.9796995444261428,15.43269363958239,300.7883571446867,15.41916591202159,369.28782137635886,54.59077503120116,UGC07089_segment_structure_v7.csv
UGC08490,1,0.34,2.03,1.1849999999999998,1.6899999999999997,0.35,4.404057369398117,61468875.19152925,1068255740.7618388,1006786865.5703095,228604393.88597304,42.857470245607225,60.900000000000006,3.69,6,10.15,-1.5477838158721011,2.4582756644447645,2.5775520154608182,-0.11927635101605372,0.0,0.11927635101605372,1.679847297861483,0.695682705829246,0.5,0.11674876847290638,1.1188522384589383,0.11674876847290638,1550.0107644330033,279.27409164185514,0.37788313247054894,23.157037716987016,1317.5091497680528,23.154653384526725,1573.16541781753,43.176394246321365,UGC08490_segment_structure_v7.csv
UGC08490,2,2.37,4.06,3.215,1.6899999999999995,0.35,11.948560711067467,1210868972.8452816,1793634333.199253,582765360.3539715,48772850.090151824,44.92403110569881,78.14999999999999,3.69,6,10.15,-1.5477838158721011,2.4582756644447645,2.5775520154608182,-0.11927635101605372,0.0,0.11927635101605372,1.679847297861483,0.32783434652624427,0.5,0.3167487684729064,1.0922533028258867,0.3167487684729064,627.7351697623,113.11803816807827,0.37788313247054894,24.842624672315793,533.574894297955,24.824689564164014,652.559859326464,45.8037110694601,UGC08490_segment_structure_v7.csv
UGC08490,3,4.39,6.09,5.24,1.7000000000000002,0.35,19.589715150724512,1818614284.8838968,1858300224.8361397,39685939.95224285,2025855.896673163,38.707034034772285,79.31666666666666,3.69,6,10.15,-3.0,1.9500000000000002,2.5775520154608182,-0.6275520154608181,-0.5082756644447644,1.1358276799055824,0.056710180478638045,0.019856298963322118,0.5,0.516256157635468,1.0071334714889715,0.516256157635468,285.92261140630154,51.49168991477563,0.9989713950239373,1.5167133232774688,243.0342196953563,1.5166936331906975,287.43930503949224,38.80956014188952,UGC08490_segment_structure_v7.csv
UGC08490,4,6.42,8.12,7.27,1.6999999999999993,0.35,27.17886052400136,1875527832.4819627,2046085903.6808486,170558071.19888592,6275394.476095417,34.32792483425858,79.8,3.69,6,10.15,3.0,4.05,2.5775520154608182,1.4724479845391816,2.0999999999999996,3.572447984539181,1.68380522729621e-05,0.05904842326891522,0.5,0.7162561576354679,1.0249869066364303,0.7162561576354679,162.0916675964934,29.221591494808298,0.9999999999092736,0.00036122883035557564,137.77791745701938,0.00036122883035474796,162.09202882532375,34.32796308492689,UGC08490_segment_structure_v7.csv
UGC08490,5,8.46,10.15,9.305,1.6899999999999995,0.35,34.582070736075515,2102889220.188286,2235477491.972629,132588271.784343,3834017.713867806,31.63884744527787,77.61666666666667,3.69,6,10.15,-1.9964824568890593,2.301231140088829,2.5775520154608182,-0.27632087537198924,-1.7487688599111708,2.02508973528316,0.002926323606129114,0.036924485811895384,0.5,0.9167487684729063,1.0176770434025229,0.9167487684729063,107.5783629946874,19.399350505227098,0.9999972597254033,0.05296252275516433,91.44160854548429,0.05296251683277487,107.63132551152017,31.64663463758343,UGC08490_segment_structure_v7.csv
UGC08837,1,0.52,2.09,1.305,1.5699999999999998,0.35,4.505656475815212,16767660.797366139,352869163.96762544,336101503.1702593,74595456.83838406,19.17745861076016,17.752499999999998,2.07,4,4.2,-0.4214447094529491,2.852494351691468,2.8524943516914676,4.440892098500626e-16,0.0,4.440892098500626e-16,2.4999999999999964,0.42724741060951005,0.5,0.31071428571428567,1.1190775948958067,0.31071428571428567,281.819861124459,50.88303859304569,1.4802973661668755e-15,6.547619530058541e-14,239.54688195579016,6.547619530058541e-14,281.81986112445907,19.177458610760162,UGC08837_segment_structure_v7.csv
UGC08837,2,2.63,4.2,3.415,1.5700000000000003,0.35,11.79066426429805,578490847.5183159,1164871183.0752099,586380335.556894,49732595.41724418,32.88988635846468,43.225,3.0075,4,4.2,-0.4214447094529491,2.852494351691468,2.8524943516914676,4.440892098500626e-16,0.0,4.440892098500626e-16,2.4999999999999964,0.3321427460644728,0.5,0.8130952380952381,1.1497495359026704,0.8130952380952381,316.7627012218802,57.14422463380589,1.4802973661668755e-15,1.9769968620201551e-13,269.24829603859814,1.9769968620201551e-13,316.7627012218804,32.889886358464686,UGC08837_segment_structure_v7.csv
UGC12506,1,0.82,9.02,4.92,8.2,0.35,88.72108981149862,216438848.5227545,52025987614.24909,51809548765.72634,583959787.6424148,109.39646172839652,181.83333333333334,17.9,6,49.99,-0.6815809195679635,2.761446678151213,2.8104246247380207,-0.048977946586807874,0.0,0.048977946586807874,2.1234261866114426,0.8537925740565883,0.5,0.09841968393678735,1.1339255259214889,0.09841968393678735,2432.4361460757164,438.27348097242776,0.16182462482913224,16.807126497422516,2067.570724164359,16.806756305511968,2449.2429023812283,109.77374494712132,UGC12506_segment_structure_v7.csv
UGC12506,2,10.65,18.85,14.75,8.200000000000001,0.35,265.98294201617983,70905867646.61433,144397957684.53656,73492090037.92223,276303771.5157376,177.94576202553347,240.0,11.6,6,49.99,-0.6815809195679635,2.761446678151213,2.8104246247380207,-0.048977946586807874,0.0,0.048977946586807874,2.1234261866114426,0.7342572475497555,0.5,0.29505901180236044,1.1994218257849336,0.29505901180236044,2146.758930362562,386.71581044313916,0.16182462482913224,47.027786376506825,1824.7450908081776,47.01737705126272,2193.7763074138247,179.88385290057002,UGC12506_segment_structure_v7.csv
UGC12506,3,20.49,30.32,25.405,9.830000000000002,0.35,549.1874823487715,151816568133.72052,181113975879.5232,29297407745.802673,53346823.60294007,168.50919584502986,248.71428571428572,12.07142857142857,7,49.99,-3.0,1.9500000000000002,2.8104246247380207,-0.8604246247380205,-0.8114466781512126,1.6718713028892331,0.009498573865270012,0.3478834601821988,0.5,0.5082016403280656,1.124000037547124,0.5082016403280656,1117.7071082203752,201.31874951749876,0.9999711290870191,1.0922762183551484,950.0510419873189,1.0922757370925933,1118.7993839574679,168.59151327821775,UGC12506_segment_structure_v7.csv
UGC12506,4,31.96,38.52,35.24,6.560000000000002,0.35,508.37905771661997,186204197655.8449,195814392440.66956,9610194784.824646,18903600.844591733,152.28746127646687,242.2,16.8,5,49.99,-3.0,1.9500000000000002,2.8104246247380207,-0.8604246247380205,0.0,0.8604246247380205,0.14201943698303207,0.15898257672868074,0.5,0.7049409881976395,1.066741492979232,0.7049409881976395,658.1007622596877,118.53639809527469,0.9935665150949762,12.57790791246241,559.3856479207345,12.575788607190386,670.6765508668781,153.7356225880937,UGC12506_segment_structure_v7.csv
UGC12506,5,40.16,49.99,45.075,9.830000000000005,0.35,974.3997546495134,201410438237.48932,236817900805.87598,35407462568.38666,36337717.04008951,144.06925810466495,230.28571428571428,14.628571428571425,7,49.99,2.654944215495516,3.9292304754234304,2.8104246247380207,1.1188058506854097,1.9792304754234302,3.09803632610884,8.186025090767271e-05,0.2665272518051961,0.5,0.9016803360672134,1.1265429413441173,0.9016803360672134,460.47589863180406,82.99416714677497,0.9999999978556477,0.006901142434314167,391.40451383703345,0.006901142433599028,460.48279977423766,144.07033768206335,UGC12506_segment_structure_v7.csv
UGCA281,1,0.09,1.08,0.5850000000000001,0.9900000000000001,0.35,1.2736173697285702,362351.223345757,94858101.19253834,94495749.96919258,74194771.69138424,15.975777276375263,22.114285714285717,1.78,7,1.08,0.0,3.0,3.0,0.0,0.0,0.0,2.5,0.425929957431977,0.5,0.5416666666666667,1.1567379804101843,0.5416666666666667,436.28283689632167,78.68595613797682,0.0,0.0,370.8404113618734,0.0,436.28283689632167,15.975777276375263,UGCA281_segment_structure_v7.csv
