galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,sigma_scale,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,mean_dw_pert,mean_sigma,mean_beta,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms,source_file
IC4202,4,14.98,18.65,16.814999999999998,3.669999999999998,0.35000000000000003,2.0038247745392535,229.03959164474358,245.83333333333334,9.143333333333334,6,25.9,0.77,3.5156077328398996,0.2844458415137807,0.0014484608038967117,0.994920723369897,0.005273235343150162,0.005246451122106667,0.2914135088020768,2387.511282231888,0.009843504928133573,0.005174358578746841,0.9822966617105612,0.3281168309711191,0.5174358579746842,1.4062430931363599,1.0,2387.511282231888,2.460715298640459,6.432490011390558,229.1299008609255,IC4202_segment_structure_v8_5.csv
IC4202,5,19.62,25.9,22.759999999999998,6.279999999999998,0.35000000000000003,2.0026825342193066,205.63923030792338,241.71428571428572,12.457142857142857,7,25.9,0.77,3.5156077328398996,0.2844458415137807,0.0011422403199468079,0.9959923831151135,0.0038247745392534505,0.0038094463082290544,0.3153368316177552,2387.511282231888,0.009843504928133573,0.005174358578746841,0.9822966617105612,0.3281168309711191,0.5174358579746842,1.4062430931363599,1.0,2387.511282231888,1.4533680770511423,5.751404822622383,205.71964344483206,IC4202_segment_structure_v8_5.csv
NGC0100,1,0.23,1.59,0.91,1.36,0.35,2.08847927962468,27.599172151429467,25.6275,5.07,4,9.62,0.23,3.733520234736557,0.26784373382954535,0.0,1.0,0.08847927962467983,0.08847927962467983,0.12033182028956457,23197.680047299975,0.02844212586763879,0.016384200503421553,0.9442275882253212,0.9480708622879597,1.638420050442155,1.4934080938950227,1.0,23197.680047299975,3370.871955786159,55.3849571613575,61.88059294487768,NGC0100_segment_structure_v8_5.csv
NGC0100,2,2.05,3.42,2.735,1.37,0.35,2.0252009899794645,51.73566053421866,58.800000000000004,4.0,4,9.62,0.23,3.733520234736557,0.26784373382954535,0.06327828964521531,0.7895826416661991,0.08847927962467983,0.069861703338777,0.21604235386368909,23197.680047299975,0.02844212586763879,0.016384200503421553,0.9442275882253212,0.9480708622879597,1.638420050442155,1.4934080938950227,1.0,23197.680047299975,669.9907291017879,42.80682940949247,67.14911179610121,NGC0100_segment_structure_v8_5.csv
NGC0100,3,3.88,5.7,4.79,1.8200000000000003,0.35,2.013209481655429,55.162498029489754,76.9,4.388,5,9.62,0.23,3.733520234736557,0.26784373382954535,0.011991508324035394,0.9562168711669722,0.025200989979464516,0.024097611788473777,0.2599000073187114,23197.680047299975,0.02844212586763879,0.016384200503421553,0.9442275882253212,0.9480708622879597,1.638420050442155,1.4934080938950227,1.0,23197.680047299975,262.772443201973,35.477880474141216,65.58644060925178,NGC0100_segment_structure_v8_5.csv
NGC0100,4,6.16,7.52,6.84,1.3599999999999994,0.3499999999999999,2.0087626009710484,50.06994501779251,82.6,5.423333333333333,3,9.62,0.23,3.733520234736557,0.26784373382954535,0.004446880684380705,0.9835345432277901,0.013209481655429123,0.012991981506248355,0.27756910216720915,23197.680047299975,0.02844212586763879,0.016384200503421553,0.9442275882253212,0.9480708622879597,1.638420050442155,1.4934080938950227,1.0,23197.680047299975,137.62694553647353,30.681725953236057,58.722803931302906,NGC0100_segment_structure_v8_5.csv
NGC0100,5,7.98,9.62,8.8,1.6399999999999988,0.35,2.006558277107572,46.49011326914392,88.84,8.472,5,9.62,0.23,3.733520234736557,0.26784373382954535,0.002204323863476354,0.9918038850656442,0.008762600971048418,0.008690781686365808,0.29182198413284904,23197.680047299975,0.02844212586763879,0.016384200503421553,0.9442275882253212,0.9480708622879597,1.638420050442155,1.4934080938950227,1.0,23197.680047299975,87.41726522058472,27.735751908703424,54.135040091598505,NGC0100_segment_structure_v8_5.csv
NGC2403,1,0.16,1.57,0.865,1.4100000000000001,0.3499999999999999,2.0851523460390853,67.7444087710755,67.01333333333334,1.6440000000000003,15,20.87,0.16,4.87089418483742,0.20530111352303537,0.0,1.0,0.08515234603908528,0.08515234603908528,0.12006480791511026,28612.634302670824,0.026765157514591298,0.016460408497649757,0.9275698047405566,0.8921719171863766,1.6460408498649757,1.948357673935368,1.0,28612.634302670824,4591.360140994309,63.02004857154648,92.52476123558844,NGC2403_segment_structure_v8_5.csv
NGC2403,2,1.67,2.98,2.325,1.31,0.35,2.0281647992198613,103.12050731849263,97.4,1.6521428571428576,14,20.87,0.16,4.87089418483742,0.20530111352303537,0.05698754681922402,0.7576147178111515,0.08515234603908528,0.06451267061535912,0.2045764064212307,28612.634302670824,0.026765157514591298,0.016460408497649757,0.9275698047405566,0.8921719171863766,1.6460408498649757,1.948357673935368,1.0,28612.634302670824,1082.8479415211436,50.175905213923734,114.67981728996585,NGC2403_segment_structure_v8_5.csv
NGC2403,3,3.08,6.46,4.77,3.38,0.3499999999999999,2.012427902467385,102.2789615368371,113.33333333333333,3.049333333333334,15,20.87,0.16,4.87089418483742,0.20530111352303537,0.015736896752476248,0.926211416463855,0.02816479921986126,0.026086558579847773,0.2927489744211162,28612.634302670824,0.026765157514591298,0.016460408497649757,0.9275698047405566,0.8921719171863766,1.6460408498649757,1.948357673935368,1.0,28612.634302670824,368.14293332249224,41.90515233176331,110.53066436515294,NGC2403_segment_structure_v8_5.csv
NGC2403,4,6.96,13.42,10.19,6.46,0.35,2.0052304362957885,81.8632729073081,128.64285714285714,1.542142857142857,14,20.87,0.16,4.87089418483742,0.20530111352303537,0.007197466171596556,0.965549319958169,0.01242790246738501,0.011999752775890047,0.3702673773533659,28612.634302670824,0.026765157514591298,0.016460408497649757,0.9275698047405566,0.8921719171863766,1.6460408498649757,1.948357673935368,1.0,28612.634302670824,102.02930447523434,32.24404770810634,87.9845103623305,NGC2403_segment_structure_v8_5.csv
NGC2403,5,13.91,20.87,17.39,6.960000000000001,0.3499999999999999,2.0028503035508365,66.5174223471972,134.26666666666668,4.1066666666666665,15,20.87,0.16,4.87089418483742,0.20530111352303537,0.0023801327449519682,0.9884735694696073,0.005230436295788454,0.005170148035181404,0.4062516076782285,28612.634302670824,0.026765157514591298,0.016460408497649757,0.9275698047405566,0.8921719171863766,1.6460408498649757,1.948357673935368,1.0,28612.634302670824,38.43737960673283,25.853936477083796,71.36521216304547,NGC2403_segment_structure_v8_5.csv
NGC2683,1,2.89,14.43,8.66,11.54,0.35,2.011652895387903,205.08057127289626,195.8,7.4,5,34.62,2.89,2.4831750476237224,0.4027102321912228,0.0,1.0,0.01165289538790315,0.01165289538790315,0.13447441277640235,1050.6226449772607,0.00731482131781358,0.00433807407008957,0.9893430140790791,0.24382737729378604,0.43380740710895704,0.993270019049889,1.0,1050.6226449772607,1.8838686967356455,4.039096794300762,205.1203427662191,NGC2683_segment_structure_v8_5.csv
NGC2683,2,17.31,34.62,25.964999999999996,17.31,0.35000000000000003,2.002976747247724,122.61999609272766,162.5,10.333333333333334,6,34.62,2.89,2.4831750476237224,0.4027102321912228,0.00867614814017914,0.9786860281581582,0.01165289538790315,0.011404525903729455,0.3318867561699592,1050.6226449772607,0.00731482131781358,0.00433807407008957,0.9893430140790791,0.24382737729378604,0.43380740710895704,0.993270019049889,1.0,1050.6226449772607,0.5172017977810134,3.664579741168694,122.6747430666147,NGC2683_segment_structure_v8_5.csv
NGC2841,1,3.44,6.51,4.975,3.07,0.35,2.02544875488733,282.98789495077904,305.2,9.407,10,63.64,3.44,2.917770732084279,0.3427274079501306,0.0,1.0,0.025448754887329894,0.025448754887329894,0.07812767750410277,1776.6348731632838,0.009442405082594262,0.0048364383287650805,0.9860781336480215,0.31474683611980875,0.4836438329765081,1.1671082928341117,1.0,1776.6348731632838,5.608115205698587,5.282080380716528,283.03718671196106,NGC2841_segment_structure_v8_5.csv
NGC2841,2,6.86,9.93,8.395,3.0699999999999994,0.35,2.012785294331137,287.1012252081233,320.4,12.484,10,63.64,3.44,2.917770732084279,0.3427274079501306,0.012663460556193051,0.9637252122127644,0.025448754887329894,0.024525606704342628,0.15342129008643463,1776.6348731632838,0.009442405082594262,0.0048364383287650805,0.9860781336480215,0.31474683611980875,0.4836438329765081,1.1671082928341117,1.0,1776.6348731632838,3.867607661658843,5.698119542412741,287.1577651437014,NGC2841_segment_structure_v8_5.csv
NGC2841,3,10.27,22.51,16.39,12.240000000000002,0.35,2.0054686459590885,255.45435211970735,313.3,7.552,10,63.64,3.44,2.917770732084279,0.3427274079501306,0.007316648372048373,0.9788779595685487,0.012785294331136843,0.012515242827346566,0.3066078622931566,1776.6348731632838,0.009442405082594262,0.0048364383287650805,0.9860781336480215,0.31474683611980875,0.4836438329765081,1.1671082928341117,1.0,1776.6348731632838,2.0277927341373867,5.765025837974342,255.5193956235259,NGC2841_segment_structure_v8_5.csv
NGC2841,4,24.59,43.08,33.835,18.49,0.35,2.0022427669919116,173.643980848759,284.1,3.818,10,63.64,3.44,2.917770732084279,0.3427274079501306,0.003225878967176854,0.9906317825164029,0.0054686459590884695,0.005417414494402934,0.40677585629466684,1776.6348731632838,0.009442405082594262,0.0048364383287650805,0.9860781336480215,0.31474683611980875,0.4836438329765081,1.1671082928341117,1.0,1776.6348731632838,0.6312784860821974,4.62161309248093,173.70547312212352,NGC2841_segment_structure_v8_5.csv
NGC2841,5,45.16,63.64,54.4,18.480000000000004,0.35,2.0012665632435045,139.79052367963587,284.1,5.090000000000001,10,63.64,3.44,2.917770732084279,0.3427274079501306,0.0009762037484071229,0.9971557139423912,0.0022427669919116155,0.002236387921026056,0.44810430507522836,1776.6348731632838,0.009442405082594262,0.0048364383287650805,0.9860781336480215,0.31474683611980875,0.4836438329765081,1.1671082928341117,1.0,1776.6348731632838,0.26901686013572185,3.8255087493539035,139.84285833684257,NGC2841_segment_structure_v8_5.csv
NGC2998,1,0.33,2.64,1.485,2.31,0.35,2.055594555551112,106.16040290309387,135.75,16.75,4,42.28,0.33,4.852976785523648,0.20605909407664674,0.0,1.0,0.055594555551111924,0.055594555551111924,0.12842342332306855,24400.89841979957,0.020937188184564803,0.018011111299414722,0.9217018089580761,0.6979062728521601,1.801111130041472,1.9411907142098592,1.0,24400.89841979957,1421.0100589414296,45.936912581583265,115.6729487913023,NGC2998_segment_structure_v8_5.csv
NGC2998,2,3.63,17.48,10.555,13.850000000000001,0.35,2.0056557873497147,209.6220323237375,208.25,8.75,4,42.28,0.33,4.852976785523648,0.20605909407664674,0.0499387682013972,0.784780135356104,0.055594555551111924,0.04362950283046406,0.7326920375249958,24400.89841979957,0.020937188184564803,0.018011111299414722,0.9217018089580761,0.6979062728521601,1.801111130041472,1.9411907142098592,1.0,24400.89841979957,160.4762671328515,41.15612955061794,213.62402354398557,NGC2998_segment_structure_v8_5.csv
NGC2998,3,22.46,42.28,32.370000000000005,19.82,0.35,2.0015612216528678,164.01718193338445,211.2,2.4,5,42.28,0.33,4.852976785523648,0.20605909407664674,0.0040945656968469635,0.9803252915181241,0.005655787349714725,0.005544511382373606,0.8425842531236407,24400.89841979957,0.020937188184564803,0.018011111299414722,0.9217018089580761,0.6979062728521601,1.801111130041472,1.9411907142098592,1.0,24400.89841979957,19.621570114580745,25.20218690131828,165.94211699860261,NGC2998_segment_structure_v8_5.csv
NGC3198,1,0.32,2.89,1.605,2.5700000000000003,0.35,2.0503854980944376,81.2176359373249,64.87777777777778,13.370000000000001,9,44.08,0.32,4.925440448033024,0.20302752830954443,0.0,1.0,0.0503854980944376,0.0503854980944376,0.12949073010270465,10009.154791874646,0.01554774782691588,0.009802708952509231,0.9546847746568521,0.5182582609305294,0.9802708953509232,1.9701761792136097,1.0,10009.154791874646,503.13671711681087,28.41715029647557,86.04556245513379,NGC3198_segment_structure_v8_5.csv
NGC3198,2,3.21,5.46,4.335,2.25,0.35,2.0158175600775765,116.00314163581649,118.625,5.38875,8,44.08,0.32,4.925440448033024,0.20302752830954443,0.03456793801686109,0.843443535370595,0.0503854980944376,0.042497322644180824,0.2251097060521115,10009.154791874646,0.01554774782691588,0.009802708952509231,0.9546847746568521,0.5182582609305294,0.9802708953509232,1.9701761792136097,1.0,10009.154791874646,119.89840974280507,22.79823691067053,118.22219958880126,NGC3198_segment_structure_v8_5.csv
NGC3198,3,5.78,11.04,8.41,5.259999999999999,0.35,2.0073184714798185,136.86619416809776,145.66666666666666,1.9344444444444444,9,44.08,0.32,4.925440448033024,0.20302752830954443,0.008499088597758053,0.9590023489274985,0.01581756007757651,0.015169077268697697,0.30489905248546134,10009.154791874646,0.01554774782691588,0.009802708952509231,0.9546847746568521,0.5182582609305294,0.9802708953509232,1.9701761792136097,1.0,10009.154791874646,43.14808134564473,19.049287758781748,138.1854929801834,NGC3198_segment_structure_v8_5.csv
NGC3198,4,12.05,26.1,19.075000000000003,14.05,0.35,2.0028452561508554,108.54440155319925,153.125,2.0,8,44.08,0.32,4.925440448033024,0.20302752830954443,0.004473215328963054,0.9782083882602596,0.007318471479818456,0.007158990190801889,0.40548286466622785,10009.154791874646,0.01554774782691588,0.009802708952509231,0.9546847746568521,0.5182582609305294,0.9802708953509232,1.9701761792136097,1.0,10009.154791874646,11.154261413155375,14.586553275395076,109.52011068748105,NGC3198_segment_structure_v8_5.csv
NGC3198,5,28.16,44.08,36.12,15.919999999999998,0.35,2.0013719533318914,83.49923046825627,148.33333333333334,2.2222222222222223,9,44.08,0.32,4.925440448033024,0.20302752830954443,0.0014733028189639619,0.9927696007259077,0.002845256150855402,0.0028246838128476504,0.45045183096676245,10009.154791874646,0.01554774782691588,0.009802708952509231,0.9546847746568521,0.5182582609305294,0.9802708953509232,1.9701761792136097,1.0,10009.154791874646,3.4558133574912087,11.172465192274373,84.24337046476452,NGC3198_segment_structure_v8_5.csv
NGC3769,1,1.74,6.98,4.36,5.24,0.35,2.0239713525938265,126.80353346510815,108.625,6.875,4,37.16,1.74,3.0613478007192,0.3266535085510607,0.0,1.0,0.023971352593826545,0.023971352593826545,0.1256098875916511,3263.3776581955753,0.011191633752832164,0.007143687318633092,0.9786014324927018,0.37305445846107216,0.7143687319633093,1.22453912028808,1.0,3263.3776581955753,21.563446932868224,9.696217232885486,127.17371083625777,NGC3769_segment_structure_v8_5.csv
NGC3769,2,8.72,14.52,11.620000000000001,5.799999999999999,0.35,2.0070632580267427,93.98851101146455,120.5,4.95,4,37.16,1.74,3.0613478007192,0.3266535085510607,0.016908094567083864,0.9495552535941754,0.023971352593826545,0.022762123791226357,0.25763020558076394,3263.3776581955753,0.011191633752832164,0.007143687318633092,0.9786014324927018,0.37305445846107216,0.7143687319633093,1.22453912028808,1.0,3263.3776581955753,6.226612797158128,8.506070814599267,94.37263079333528,NGC3769_segment_structure_v8_5.csv
NGC3769,3,17.07,37.16,27.115,20.089999999999996,0.35,2.0025402906379273,63.51872460033542,118.5,11.575,4,37.16,1.74,3.0613478007192,0.3266535085510607,0.004522967388815413,0.9862490438839301,0.00706325802674268,0.0069661314755804634,0.3975797869251754,3263.3776581955753,0.011191633752832164,0.007143687318633092,0.9786014324927018,0.37305445846107216,0.7143687319633093,1.22453912028808,1.0,3263.3776581955753,1.7647062142273524,6.917370092656215,63.894275047550465,NGC3769_segment_structure_v8_5.csv
NGC3917,1,0.87,3.5,2.185,2.63,0.35,2.046092605687848,54.43461988407375,62.125,4.35,4,14.86,0.87,2.837935106623121,0.3523688747026732,0.0,1.0,0.04609260568784812,0.04609260568784812,0.12122355295904055,7120.168297129679,0.018431351234207916,0.010209204109438819,0.9720603122482884,0.6143783745069304,1.0209204110438819,1.1351740426496484,1.0,7120.168297129679,180.78999180901218,19.875264327869747,57.949581310189714,NGC3917_segment_structure_v8_5.csv
NGC3917,2,4.37,6.98,5.675000000000001,2.6100000000000003,0.35,2.0143245798426883,99.36390463229996,118.75,3.7,4,14.86,0.87,2.837935106623121,0.3523688747026732,0.03176802584515981,0.9137889924670234,0.04609260568784812,0.04211891571167853,0.23115392296652154,7120.168297129679,0.018431351234207916,0.010209204109438819,0.9720603122482884,0.6143783745069304,1.0209204110438819,1.1351740426496484,1.0,7120.168297129679,51.10457673351728,17.029928742150116,100.81271753474118,NGC3917_segment_structure_v8_5.csv
NGC3917,3,7.85,10.47,9.16,2.620000000000001,0.35,2.0080524301562024,110.84518004828477,135.75,3.725,4,14.86,0.87,2.837935106623121,0.3523688747026732,0.006272149686485928,0.9823575296047566,0.014324579842688312,0.014071858866889383,0.26802219319777176,7120.168297129679,0.018431351234207916,0.010209204109438819,0.9720603122482884,0.6143783745069304,1.0209204110438819,1.1351740426496484,1.0,7120.168297129679,22.744168719774844,14.43386938672848,111.7809935785588,NGC3917_segment_structure_v8_5.csv
NGC3917,4,11.35,14.86,13.105,3.51,0.35,2.005255789250093,101.61509729949712,137.2,4.9,5,14.86,0.87,2.837935106623121,0.3523688747026732,0.0027966409061095376,0.9920947269213732,0.008052430156202384,0.007988773496871035,0.2960627881717891,7120.168297129679,0.018431351234207916,0.010209204109438819,0.9720603122482884,0.6143783745069304,1.0209204110438819,1.1351740426496484,1.0,7120.168297129679,12.274393251703211,12.682898862782539,102.40353471804495,NGC3917_segment_structure_v8_5.csv
NGC4010,1,0.87,3.5,2.185,2.63,0.35,2.046092605687848,68.99372899137225,60.825,6.0249999999999995,4,10.47,0.87,2.4877760922159533,0.4019654353657139,0.0,1.0,0.04609260568784812,0.04609260568784812,0.12122355295904055,9599.484674536558,0.02282320522891294,0.012680058510548578,0.969509334450728,0.7607735076637646,1.2680058511548578,0.9951104368867814,1.0,9599.484674536558,243.7429402307559,23.07765855549912,72.75103411319402,NGC4010_segment_structure_v8_5.csv
NGC4010,2,4.37,6.98,5.675000000000001,2.6100000000000003,0.35,2.0143245798426883,101.36973526596431,110.075,5.550000000000001,4,10.47,0.87,2.4877760922159533,0.4019654353657139,0.03176802584515981,0.9240106003236765,0.04609260568784812,0.04259005625211105,0.23238359977705042,9599.484674536558,0.02282320522891294,0.012680058510548578,0.969509334450728,0.7607735076637646,1.2680058511548578,0.9951104368867814,1.0,9599.484674536558,69.26624788910112,19.826395455822244,103.29041187187867,NGC4010_segment_structure_v8_5.csv
NGC4010,3,7.85,10.47,9.16,2.620000000000001,0.35,2.0080524301562024,101.06352102974711,125.5,4.8,4,10.47,0.87,2.4877760922159533,0.4019654353657139,0.006272149686485928,0.9845174030285075,0.014324579842688312,0.014102798146198005,0.2693329309200892,9599.484674536558,0.02282320522891294,0.012680058510548578,0.969509334450728,0.7607735076637646,1.2680058511548578,0.9951104368867814,1.0,9599.484674536558,30.813883015143322,16.800451434967837,102.45042923945634,NGC4010_segment_structure_v8_5.csv
NGC4013,1,5.49,9.88,7.6850000000000005,4.390000000000001,0.35000000000000003,2.016876790672674,221.90782079557766,194.85714285714286,5.0,7,31.01,5.49,1.7313814775909184,0.5775734654337539,0.0,1.0,0.01687679067267389,0.01687679067267389,0.07408911105303839,483.06540649618285,0.007592545569904541,0.0027560495833138356,0.9952525637310936,0.2530848523634847,0.27560495843138355,0.6925525910367674,1.0,483.06540649618285,0.6059999356201647,2.158033712721135,221.9183138899254,NGC4013_segment_structure_v8_5.csv
NGC4013,2,10.56,14.98,12.77,4.42,0.35000000000000003,2.008592696002884,180.49914362500803,182.0,7.142857142857143,7,31.01,5.49,1.7313814775909184,0.5775734654337539,0.008284094669789965,0.9857594417110317,0.01687679067267389,0.01663645575136896,0.1476222454740892,483.06540649618285,0.007592545569904541,0.0027560495833138356,0.9952525637310936,0.2530848523634847,0.27560495843138355,0.6925525910367674,1.0,483.06540649618285,0.4372964485075092,2.3631072018511756,180.51461194321286,NGC4013_segment_structure_v8_5.csv
NGC4013,3,15.68,20.79,18.235,5.109999999999999,0.35,2.005427342656141,144.67868483384245,166.25,5.125,8,31.01,5.49,1.7313814775909184,0.5775734654337539,0.0031653533467430606,0.994534556027942,0.008592696002883926,0.008545733104311238,0.19129094163711963,483.06540649618285,0.007592545569904541,0.0027560495833138356,0.9952525637310936,0.2530848523634847,0.27560495843138355,0.6925525910367674,1.0,483.06540649618285,0.27790016676972545,2.251112956083267,144.69619675302928,NGC4013_segment_structure_v8_5.csv
NGC4013,4,21.48,25.2,23.34,3.719999999999999,0.35000000000000003,2.0039693557617193,126.15143218923197,172.5,5.0,6,31.01,5.49,1.7313814775909184,0.5775734654337539,0.001457986894421559,0.9974788519419442,0.0054273426561408655,0.005413659521742932,0.21142975505800332,483.06540649618285,0.007592545569904541,0.0027560495833138356,0.9952525637310936,0.2530848523634847,0.27560495843138355,0.6925525910367674,1.0,483.06540649618285,0.18748664643829774,2.091874357572622,126.16877498700802,NGC4013_segment_structure_v8_5.csv
NGC4013,5,25.9,31.01,28.455,5.110000000000003,0.35,2.0030965427561047,114.36964773183456,177.5,6.125,8,31.01,5.49,1.7313814775909184,0.5775734654337539,0.0008728130056145922,0.9984899689745498,0.0039693557617193065,0.00396336191136806,0.23168253442509412,483.06540649618285,0.007592545569904541,0.0027560495833138356,0.9952525637310936,0.2530848523634847,0.27560495843138355,0.6925525910367674,1.0,483.06540649618285,0.1382235533169424,1.9832173883953306,114.38684134774229,NGC4013_segment_structure_v8_5.csv
NGC4068,1,0.21,2.33,1.27,2.12,0.35000000000000003,2.0593355510021163,22.163802660980462,24.763333333333335,2.9866666666666664,6,2.33,0.21,2.4065160158422776,0.4155384769587753,0.0,1.0,0.059335551002116294,0.059335551002116294,0.12579136812448655,1.9038927173051333e-06,0.059335551002116294,0.0,1.0,1.9778517001038765,9.999999999999999e-11,0.9626064063373111,1.0,1.9038927173051333e-06,1.4848612416892492e-07,0.000434254968531777,22.163802665234634,NGC4068_segment_structure_v8_5.csv
