galaxy_name,status,message,output_csv,n_points,rmse_kms,mae_kms,r2,Dw_min,Dw_max,beta_min,beta_max
NGC3917_structure_enriched,FAILED,"필수 컬럼이 없습니다: ['v_obs_kms', 'v_vis_kms', 'h_kpc']. 현재 컬럼: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc', 'matched_sparc_name', 'matched_sparc_name_norm', 'included_source_catalog', 'secondary_source_catalog', 'duplicate_flag', 'duplicate_status', 'source_object_name_primary', 'source_object_name_secondary', 'structure_2014_Name', 'structure_2014_preferred_name', 'structure_2014_catalog_name_normalized', 'structure_2014_RAJ2000', 'structure_2014_DEJ2000', 'structure_2014_Band', 'structure_2014_h', 'structure_2014_e_h', 'structure_2014_z0', 'structure_2014_e_z0', 'structure_2014_z0_over_h', 'structure_2014_h_over_z0', 'structure_2014_S0', 'structure_2014_e_S0', 'structure_2014_gradz0', 'structure_2014_mag', 'structure_2014_B/T', 'structure_2014_Type', 'structure_2014_RV', 'structure_2014_AName', 'structure_2014_NED', 'structure_2014_thickness_flag', 'structure_2014_biz_name', 'structure_2014_biz_name_norm', 'structure_2014_biz_catalog_token', 'structure_2014_RA_match_deg', 'structure_2014_DE_match_deg', 'structure_2014_biz_aname_norm', 'structure_2014_biz_aname_token', 'structure_2014_biz_ned_norm', 'structure_2014_biz_ned_token', 'structure_2014_matched', 'structure_2014_match_reason', 'structure_2014_matched_sparc_name', 'structure_2014_matched_sparc_index', 'structure_2014_matched_sep_deg', 'structure_2014___source_catalog__']",,,,,,,,,
NGC4010_structure_enriched,FAILED,"필수 컬럼이 없습니다: ['v_obs_kms', 'v_vis_kms', 'h_kpc']. 현재 컬럼: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc', 'matched_sparc_name', 'matched_sparc_name_norm', 'included_source_catalog', 'secondary_source_catalog', 'duplicate_flag', 'duplicate_status', 'source_object_name_primary', 'source_object_name_secondary', 'structure_2014_Name', 'structure_2014_preferred_name', 'structure_2014_catalog_name_normalized', 'structure_2014_RAJ2000', 'structure_2014_DEJ2000', 'structure_2014_Band', 'structure_2014_h', 'structure_2014_e_h', 'structure_2014_z0', 'structure_2014_e_z0', 'structure_2014_z0_over_h', 'structure_2014_h_over_z0', 'structure_2014_S0', 'structure_2014_e_S0', 'structure_2014_gradz0', 'structure_2014_mag', 'structure_2014_B/T', 'structure_2014_Type', 'structure_2014_RV', 'structure_2014_AName', 'structure_2014_NED', 'structure_2014_thickness_flag', 'structure_2014_biz_name', 'structure_2014_biz_name_norm', 'structure_2014_biz_catalog_token', 'structure_2014_RA_match_deg', 'structure_2014_DE_match_deg', 'structure_2014_biz_aname_norm', 'structure_2014_biz_aname_token', 'structure_2014_biz_ned_norm', 'structure_2014_biz_ned_token', 'structure_2014_matched', 'structure_2014_match_reason', 'structure_2014_matched_sparc_name', 'structure_2014_matched_sparc_index', 'structure_2014_matched_sep_deg', 'structure_2014___source_catalog__']",,,,,,,,,
NGC4013_structure_enriched,FAILED,"필수 컬럼이 없습니다: ['v_obs_kms', 'v_vis_kms', 'h_kpc']. 현재 컬럼: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc', 'matched_sparc_name', 'matched_sparc_name_norm', 'included_source_catalog', 'secondary_source_catalog', 'duplicate_flag', 'duplicate_status', 'source_object_name_primary', 'source_object_name_secondary', 'structure_2014_Name', 'structure_2014_preferred_name', 'structure_2014_catalog_name_normalized', 'structure_2014_RAJ2000', 'structure_2014_DEJ2000', 'structure_2014_Band', 'structure_2014_h', 'structure_2014_e_h', 'structure_2014_z0', 'structure_2014_e_z0', 'structure_2014_z0_over_h', 'structure_2014_h_over_z0', 'structure_2014_S0', 'structure_2014_e_S0', 'structure_2014_gradz0', 'structure_2014_mag', 'structure_2014_B/T', 'structure_2014_Type', 'structure_2014_RV', 'structure_2014_AName', 'structure_2014_NED', 'structure_2014_thickness_flag', 'structure_2014_biz_name', 'structure_2014_biz_name_norm', 'structure_2014_biz_catalog_token', 'structure_2014_RA_match_deg', 'structure_2014_DE_match_deg', 'structure_2014_biz_aname_norm', 'structure_2014_biz_aname_token', 'structure_2014_biz_ned_norm', 'structure_2014_biz_ned_token', 'structure_2014_matched', 'structure_2014_match_reason', 'structure_2014_matched_sparc_name', 'structure_2014_matched_sparc_index', 'structure_2014_matched_sep_deg', 'structure_2014___source_catalog__']",,,,,,,,,
NGC4068_structure_enriched,FAILED,"필수 컬럼이 없습니다: ['v_obs_kms', 'v_vis_kms', 'h_kpc']. 현재 컬럼: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc', 'matched_sparc_name', 'matched_sparc_name_norm', 'included_source_catalog', 'secondary_source_catalog', 'duplicate_flag', 'duplicate_status', 'source_object_name_primary', 'source_object_name_secondary', 'structure_2014_Name', 'structure_2014_preferred_name', 'structure_2014_catalog_name_normalized', 'structure_2014_RAJ2000', 'structure_2014_DEJ2000', 'structure_2014_Band', 'structure_2014_h', 'structure_2014_e_h', 'structure_2014_z0', 'structure_2014_e_z0', 'structure_2014_z0_over_h', 'structure_2014_h_over_z0', 'structure_2014_S0', 'structure_2014_e_S0', 'structure_2014_gradz0', 'structure_2014_mag', 'structure_2014_B/T', 'structure_2014_Type', 'structure_2014_RV', 'structure_2014_AName', 'structure_2014_NED', 'structure_2014_thickness_flag', 'structure_2014_biz_name', 'structure_2014_biz_name_norm', 'structure_2014_biz_catalog_token', 'structure_2014_RA_match_deg', 'structure_2014_DE_match_deg', 'structure_2014_biz_aname_norm', 'structure_2014_biz_aname_token', 'structure_2014_biz_ned_norm', 'structure_2014_biz_ned_token', 'structure_2014_matched', 'structure_2014_match_reason', 'structure_2014_matched_sparc_name', 'structure_2014_matched_sparc_index', 'structure_2014_matched_sep_deg', 'structure_2014___source_catalog__']",,,,,,,,,
NGC4088_structure_enriched,FAILED,"필수 컬럼이 없습니다: ['v_obs_kms', 'v_vis_kms', 'h_kpc']. 현재 컬럼: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc', 'matched_sparc_name', 'matched_sparc_name_norm', 'included_source_catalog', 'secondary_source_catalog', 'duplicate_flag', 'duplicate_status', 'source_object_name_primary', 'source_object_name_secondary', 'structure_2014_Name', 'structure_2014_preferred_name', 'structure_2014_catalog_name_normalized', 'structure_2014_RAJ2000', 'structure_2014_DEJ2000', 'structure_2014_Band', 'structure_2014_h', 'structure_2014_e_h', 'structure_2014_z0', 'structure_2014_e_z0', 'structure_2014_z0_over_h', 'structure_2014_h_over_z0', 'structure_2014_S0', 'structure_2014_e_S0', 'structure_2014_gradz0', 'structure_2014_mag', 'structure_2014_B/T', 'structure_2014_Type', 'structure_2014_RV', 'structure_2014_AName', 'structure_2014_NED', 'structure_2014_thickness_flag', 'structure_2014_biz_name', 'structure_2014_biz_name_norm', 'structure_2014_biz_catalog_token', 'structure_2014_RA_match_deg', 'structure_2014_DE_match_deg', 'structure_2014_biz_aname_norm', 'structure_2014_biz_aname_token', 'structure_2014_biz_ned_norm', 'structure_2014_biz_ned_token', 'structure_2014_matched', 'structure_2014_match_reason', 'structure_2014_matched_sparc_name', 'structure_2014_matched_sparc_index', 'structure_2014_matched_sep_deg', 'structure_2014___source_catalog__']",,,,,,,,,
NGC4157_structure_enriched,FAILED,"필수 컬럼이 없습니다: ['v_obs_kms', 'v_vis_kms', 'h_kpc']. 현재 컬럼: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc', 'matched_sparc_name', 'matched_sparc_name_norm', 'included_source_catalog', 'secondary_source_catalog', 'duplicate_flag', 'duplicate_status', 'source_object_name_primary', 'source_object_name_secondary', 'structure_2014_Name', 'structure_2014_preferred_name', 'structure_2014_catalog_name_normalized', 'structure_2014_RAJ2000', 'structure_2014_DEJ2000', 'structure_2014_Band', 'structure_2014_h', 'structure_2014_e_h', 'structure_2014_z0', 'structure_2014_e_z0', 'structure_2014_z0_over_h', 'structure_2014_h_over_z0', 'structure_2014_S0', 'structure_2014_e_S0', 'structure_2014_gradz0', 'structure_2014_mag', 'structure_2014_B/T', 'structure_2014_Type', 'structure_2014_RV', 'structure_2014_AName', 'structure_2014_NED', 'structure_2014_thickness_flag', 'structure_2014_biz_name', 'structure_2014_biz_name_norm', 'structure_2014_biz_catalog_token', 'structure_2014_RA_match_deg', 'structure_2014_DE_match_deg', 'structure_2014_biz_aname_norm', 'structure_2014_biz_aname_token', 'structure_2014_biz_ned_norm', 'structure_2014_biz_ned_token', 'structure_2014_matched', 'structure_2014_match_reason', 'structure_2014_matched_sparc_name', 'structure_2014_matched_sparc_index', 'structure_2014_matched_sep_deg', 'structure_2014___source_catalog__']",,,,,,,,,
NGC4183_structure_enriched,FAILED,"필수 컬럼이 없습니다: ['v_obs_kms', 'v_vis_kms', 'h_kpc']. 현재 컬럼: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc', 'matched_sparc_name', 'matched_sparc_name_norm', 'included_source_catalog', 'secondary_source_catalog', 'duplicate_flag', 'duplicate_status', 'source_object_name_primary', 'source_object_name_secondary', 'structure_2014_Name', 'structure_2014_preferred_name', 'structure_2014_catalog_name_normalized', 'structure_2014_RAJ2000', 'structure_2014_DEJ2000', 'structure_2014_Band', 'structure_2014_h', 'structure_2014_e_h', 'structure_2014_z0', 'structure_2014_e_z0', 'structure_2014_z0_over_h', 'structure_2014_h_over_z0', 'structure_2014_S0', 'structure_2014_e_S0', 'structure_2014_gradz0', 'structure_2014_mag', 'structure_2014_B/T', 'structure_2014_Type', 'structure_2014_RV', 'structure_2014_AName', 'structure_2014_NED', 'structure_2014_thickness_flag', 'structure_2014_biz_name', 'structure_2014_biz_name_norm', 'structure_2014_biz_catalog_token', 'structure_2014_RA_match_deg', 'structure_2014_DE_match_deg', 'structure_2014_biz_aname_norm', 'structure_2014_biz_aname_token', 'structure_2014_biz_ned_norm', 'structure_2014_biz_ned_token', 'structure_2014_matched', 'structure_2014_match_reason', 'structure_2014_matched_sparc_name', 'structure_2014_matched_sparc_index', 'structure_2014_matched_sep_deg', 'structure_2014___source_catalog__']",,,,,,,,,
NGC4389_structure_enriched,FAILED,"필수 컬럼이 없습니다: ['v_obs_kms', 'v_vis_kms', 'h_kpc']. 현재 컬럼: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc', 'matched_sparc_name', 'matched_sparc_name_norm', 'included_source_catalog', 'secondary_source_catalog', 'duplicate_flag', 'duplicate_status', 'source_object_name_primary', 'source_object_name_secondary', 'structure_2014_Name', 'structure_2014_preferred_name', 'structure_2014_catalog_name_normalized', 'structure_2014_RAJ2000', 'structure_2014_DEJ2000', 'structure_2014_Band', 'structure_2014_h', 'structure_2014_e_h', 'structure_2014_z0', 'structure_2014_e_z0', 'structure_2014_z0_over_h', 'structure_2014_h_over_z0', 'structure_2014_S0', 'structure_2014_e_S0', 'structure_2014_gradz0', 'structure_2014_mag', 'structure_2014_B/T', 'structure_2014_Type', 'structure_2014_RV', 'structure_2014_AName', 'structure_2014_NED', 'structure_2014_thickness_flag', 'structure_2014_biz_name', 'structure_2014_biz_name_norm', 'structure_2014_biz_catalog_token', 'structure_2014_RA_match_deg', 'structure_2014_DE_match_deg', 'structure_2014_biz_aname_norm', 'structure_2014_biz_aname_token', 'structure_2014_biz_ned_norm', 'structure_2014_biz_ned_token', 'structure_2014_matched', 'structure_2014_match_reason', 'structure_2014_matched_sparc_name', 'structure_2014_matched_sparc_index', 'structure_2014_matched_sep_deg', 'structure_2014___source_catalog__']",,,,,,,,,
NGC5907_structure_enriched,FAILED,"필수 컬럼이 없습니다: ['v_obs_kms', 'v_vis_kms', 'h_kpc']. 현재 컬럼: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc', 'matched_sparc_name', 'matched_sparc_name_norm', 'included_source_catalog', 'secondary_source_catalog', 'duplicate_flag', 'duplicate_status', 'source_object_name_primary', 'source_object_name_secondary', 'structure_2014_Name', 'structure_2014_preferred_name', 'structure_2014_catalog_name_normalized', 'structure_2014_RAJ2000', 'structure_2014_DEJ2000', 'structure_2014_Band', 'structure_2014_h', 'structure_2014_e_h', 'structure_2014_z0', 'structure_2014_e_z0', 'structure_2014_z0_over_h', 'structure_2014_h_over_z0', 'structure_2014_S0', 'structure_2014_e_S0', 'structure_2014_gradz0', 'structure_2014_mag', 'structure_2014_B/T', 'structure_2014_Type', 'structure_2014_RV', 'structure_2014_AName', 'structure_2014_NED', 'structure_2014_thickness_flag', 'structure_2014_biz_name', 'structure_2014_biz_name_norm', 'structure_2014_biz_catalog_token', 'structure_2014_RA_match_deg', 'structure_2014_DE_match_deg', 'structure_2014_biz_aname_norm', 'structure_2014_biz_aname_token', 'structure_2014_biz_ned_norm', 'structure_2014_biz_ned_token', 'structure_2014_matched', 'structure_2014_match_reason', 'structure_2014_matched_sparc_name', 'structure_2014_matched_sparc_index', 'structure_2014_matched_sep_deg', 'structure_2014___source_catalog__']",,,,,,,,,
NGC5985_structure_enriched,FAILED,"필수 컬럼이 없습니다: ['v_obs_kms', 'v_vis_kms', 'h_kpc']. 현재 컬럼: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc', 'matched_sparc_name', 'matched_sparc_name_norm', 'included_source_catalog', 'secondary_source_catalog', 'duplicate_flag', 'duplicate_status', 'source_object_name_primary', 'source_object_name_secondary', 'structure_2014_Name', 'structure_2014_preferred_name', 'structure_2014_catalog_name_normalized', 'structure_2014_RAJ2000', 'structure_2014_DEJ2000', 'structure_2014_Band', 'structure_2014_h', 'structure_2014_e_h', 'structure_2014_z0', 'structure_2014_e_z0', 'structure_2014_z0_over_h', 'structure_2014_h_over_z0', 'structure_2014_S0', 'structure_2014_e_S0', 'structure_2014_gradz0', 'structure_2014_mag', 'structure_2014_B/T', 'structure_2014_Type', 'structure_2014_RV', 'structure_2014_AName', 'structure_2014_NED', 'structure_2014_thickness_flag', 'structure_2014_biz_name', 'structure_2014_biz_name_norm', 'structure_2014_biz_catalog_token', 'structure_2014_RA_match_deg', 'structure_2014_DE_match_deg', 'structure_2014_biz_aname_norm', 'structure_2014_biz_aname_token', 'structure_2014_biz_ned_norm', 'structure_2014_biz_ned_token', 'structure_2014_matched', 'structure_2014_match_reason', 'structure_2014_matched_sparc_name', 'structure_2014_matched_sparc_index', 'structure_2014_matched_sep_deg', 'structure_2014___source_catalog__']",,,,,,,,,
UGC01281_structure_enriched,FAILED,"필수 컬럼이 없습니다: ['v_obs_kms', 'v_vis_kms', 'h_kpc']. 현재 컬럼: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc', 'matched_sparc_name', 'matched_sparc_name_norm', 'included_source_catalog', 'secondary_source_catalog', 'duplicate_flag', 'duplicate_status', 'source_object_name_primary', 'source_object_name_secondary', 'structure_2014_Name', 'structure_2014_preferred_name', 'structure_2014_catalog_name_normalized', 'structure_2014_RAJ2000', 'structure_2014_DEJ2000', 'structure_2014_Band', 'structure_2014_h', 'structure_2014_e_h', 'structure_2014_z0', 'structure_2014_e_z0', 'structure_2014_z0_over_h', 'structure_2014_h_over_z0', 'structure_2014_S0', 'structure_2014_e_S0', 'structure_2014_gradz0', 'structure_2014_mag', 'structure_2014_B/T', 'structure_2014_Type', 'structure_2014_RV', 'structure_2014_AName', 'structure_2014_NED', 'structure_2014_thickness_flag', 'structure_2014_biz_name', 'structure_2014_biz_name_norm', 'structure_2014_biz_catalog_token', 'structure_2014_RA_match_deg', 'structure_2014_DE_match_deg', 'structure_2014_biz_aname_norm', 'structure_2014_biz_aname_token', 'structure_2014_biz_ned_norm', 'structure_2014_biz_ned_token', 'structure_2014_matched', 'structure_2014_match_reason', 'structure_2014_matched_sparc_name', 'structure_2014_matched_sparc_index', 'structure_2014_matched_sep_deg', 'structure_2014___source_catalog__']",,,,,,,,,
UGC04278_structure_enriched,FAILED,"필수 컬럼이 없습니다: ['v_obs_kms', 'v_vis_kms', 'h_kpc']. 현재 컬럼: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc', 'matched_sparc_name', 'matched_sparc_name_norm', 'included_source_catalog', 'secondary_source_catalog', 'duplicate_flag', 'duplicate_status', 'source_object_name_primary', 'source_object_name_secondary', 'structure_2014_Name', 'structure_2014_preferred_name', 'structure_2014_catalog_name_normalized', 'structure_2014_RAJ2000', 'structure_2014_DEJ2000', 'structure_2014_Band', 'structure_2014_h', 'structure_2014_e_h', 'structure_2014_z0', 'structure_2014_e_z0', 'structure_2014_z0_over_h', 'structure_2014_h_over_z0', 'structure_2014_S0', 'structure_2014_e_S0', 'structure_2014_gradz0', 'structure_2014_mag', 'structure_2014_B/T', 'structure_2014_Type', 'structure_2014_RV', 'structure_2014_AName', 'structure_2014_NED', 'structure_2014_thickness_flag', 'structure_2014_biz_name', 'structure_2014_biz_name_norm', 'structure_2014_biz_catalog_token', 'structure_2014_RA_match_deg', 'structure_2014_DE_match_deg', 'structure_2014_biz_aname_norm', 'structure_2014_biz_aname_token', 'structure_2014_biz_ned_norm', 'structure_2014_biz_ned_token', 'structure_2014_matched', 'structure_2014_match_reason', 'structure_2014_matched_sparc_name', 'structure_2014_matched_sparc_index', 'structure_2014_matched_sep_deg', 'structure_2014___source_catalog__']",,,,,,,,,
UGC05721_structure_enriched,FAILED,"필수 컬럼이 없습니다: ['v_obs_kms', 'v_vis_kms', 'h_kpc']. 현재 컬럼: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc', 'matched_sparc_name', 'matched_sparc_name_norm', 'included_source_catalog', 'secondary_source_catalog', 'duplicate_flag', 'duplicate_status', 'source_object_name_primary', 'source_object_name_secondary', 'structure_2014_Name', 'structure_2014_preferred_name', 'structure_2014_catalog_name_normalized', 'structure_2014_RAJ2000', 'structure_2014_DEJ2000', 'structure_2014_Band', 'structure_2014_h', 'structure_2014_e_h', 'structure_2014_z0', 'structure_2014_e_z0', 'structure_2014_z0_over_h', 'structure_2014_h_over_z0', 'structure_2014_S0', 'structure_2014_e_S0', 'structure_2014_gradz0', 'structure_2014_mag', 'structure_2014_B/T', 'structure_2014_Type', 'structure_2014_RV', 'structure_2014_AName', 'structure_2014_NED', 'structure_2014_thickness_flag', 'structure_2014_biz_name', 'structure_2014_biz_name_norm', 'structure_2014_biz_catalog_token', 'structure_2014_RA_match_deg', 'structure_2014_DE_match_deg', 'structure_2014_biz_aname_norm', 'structure_2014_biz_aname_token', 'structure_2014_biz_ned_norm', 'structure_2014_biz_ned_token', 'structure_2014_matched', 'structure_2014_match_reason', 'structure_2014_matched_sparc_name', 'structure_2014_matched_sparc_index', 'structure_2014_matched_sep_deg', 'structure_2014___source_catalog__']",,,,,,,,,
UGC05750_structure_enriched,FAILED,"필수 컬럼이 없습니다: ['v_obs_kms', 'v_vis_kms', 'h_kpc']. 현재 컬럼: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc', 'matched_sparc_name', 'matched_sparc_name_norm', 'included_source_catalog', 'secondary_source_catalog', 'duplicate_flag', 'duplicate_status', 'source_object_name_primary', 'source_object_name_secondary', 'structure_2014_Name', 'structure_2014_preferred_name', 'structure_2014_catalog_name_normalized', 'structure_2014_RAJ2000', 'structure_2014_DEJ2000', 'structure_2014_Band', 'structure_2014_h', 'structure_2014_e_h', 'structure_2014_z0', 'structure_2014_e_z0', 'structure_2014_z0_over_h', 'structure_2014_h_over_z0', 'structure_2014_S0', 'structure_2014_e_S0', 'structure_2014_gradz0', 'structure_2014_mag', 'structure_2014_B/T', 'structure_2014_Type', 'structure_2014_RV', 'structure_2014_AName', 'structure_2014_NED', 'structure_2014_thickness_flag', 'structure_2014_biz_name', 'structure_2014_biz_name_norm', 'structure_2014_biz_catalog_token', 'structure_2014_RA_match_deg', 'structure_2014_DE_match_deg', 'structure_2014_biz_aname_norm', 'structure_2014_biz_aname_token', 'structure_2014_biz_ned_norm', 'structure_2014_biz_ned_token', 'structure_2014_matched', 'structure_2014_match_reason', 'structure_2014_matched_sparc_name', 'structure_2014_matched_sparc_index', 'structure_2014_matched_sep_deg', 'structure_2014___source_catalog__']",,,,,,,,,
UGC05986_structure_enriched,FAILED,"필수 컬럼이 없습니다: ['v_obs_kms', 'v_vis_kms', 'h_kpc']. 현재 컬럼: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc', 'matched_sparc_name', 'matched_sparc_name_norm', 'included_source_catalog', 'secondary_source_catalog', 'duplicate_flag', 'duplicate_status', 'source_object_name_primary', 'source_object_name_secondary', 'structure_2014_Name', 'structure_2014_preferred_name', 'structure_2014_catalog_name_normalized', 'structure_2014_RAJ2000', 'structure_2014_DEJ2000', 'structure_2014_Band', 'structure_2014_h', 'structure_2014_e_h', 'structure_2014_z0', 'structure_2014_e_z0', 'structure_2014_z0_over_h', 'structure_2014_h_over_z0', 'structure_2014_S0', 'structure_2014_e_S0', 'structure_2014_gradz0', 'structure_2014_mag', 'structure_2014_B/T', 'structure_2014_Type', 'structure_2014_RV', 'structure_2014_AName', 'structure_2014_NED', 'structure_2014_thickness_flag', 'structure_2014_biz_name', 'structure_2014_biz_name_norm', 'structure_2014_biz_catalog_token', 'structure_2014_RA_match_deg', 'structure_2014_DE_match_deg', 'structure_2014_biz_aname_norm', 'structure_2014_biz_aname_token', 'structure_2014_biz_ned_norm', 'structure_2014_biz_ned_token', 'structure_2014_matched', 'structure_2014_match_reason', 'structure_2014_matched_sparc_name', 'structure_2014_matched_sparc_index', 'structure_2014_matched_sep_deg', 'structure_2014___source_catalog__']",,,,,,,,,
UGC06667_structure_enriched,FAILED,"필수 컬럼이 없습니다: ['v_obs_kms', 'v_vis_kms', 'h_kpc']. 현재 컬럼: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc', 'matched_sparc_name', 'matched_sparc_name_norm', 'included_source_catalog', 'secondary_source_catalog', 'duplicate_flag', 'duplicate_status', 'source_object_name_primary', 'source_object_name_secondary', 'structure_2014_Name', 'structure_2014_preferred_name', 'structure_2014_catalog_name_normalized', 'structure_2014_RAJ2000', 'structure_2014_DEJ2000', 'structure_2014_Band', 'structure_2014_h', 'structure_2014_e_h', 'structure_2014_z0', 'structure_2014_e_z0', 'structure_2014_z0_over_h', 'structure_2014_h_over_z0', 'structure_2014_S0', 'structure_2014_e_S0', 'structure_2014_gradz0', 'structure_2014_mag', 'structure_2014_B/T', 'structure_2014_Type', 'structure_2014_RV', 'structure_2014_AName', 'structure_2014_NED', 'structure_2014_thickness_flag', 'structure_2014_biz_name', 'structure_2014_biz_name_norm', 'structure_2014_biz_catalog_token', 'structure_2014_RA_match_deg', 'structure_2014_DE_match_deg', 'structure_2014_biz_aname_norm', 'structure_2014_biz_aname_token', 'structure_2014_biz_ned_norm', 'structure_2014_biz_ned_token', 'structure_2014_matched', 'structure_2014_match_reason', 'structure_2014_matched_sparc_name', 'structure_2014_matched_sparc_index', 'structure_2014_matched_sep_deg', 'structure_2014___source_catalog__']",,,,,,,,,
UGC06917_structure_enriched,FAILED,"필수 컬럼이 없습니다: ['v_obs_kms', 'v_vis_kms', 'h_kpc']. 현재 컬럼: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc', 'matched_sparc_name', 'matched_sparc_name_norm', 'included_source_catalog', 'secondary_source_catalog', 'duplicate_flag', 'duplicate_status', 'source_object_name_primary', 'source_object_name_secondary', 'structure_2014_Name', 'structure_2014_preferred_name', 'structure_2014_catalog_name_normalized', 'structure_2014_RAJ2000', 'structure_2014_DEJ2000', 'structure_2014_Band', 'structure_2014_h', 'structure_2014_e_h', 'structure_2014_z0', 'structure_2014_e_z0', 'structure_2014_z0_over_h', 'structure_2014_h_over_z0', 'structure_2014_S0', 'structure_2014_e_S0', 'structure_2014_gradz0', 'structure_2014_mag', 'structure_2014_B/T', 'structure_2014_Type', 'structure_2014_RV', 'structure_2014_AName', 'structure_2014_NED', 'structure_2014_thickness_flag', 'structure_2014_biz_name', 'structure_2014_biz_name_norm', 'structure_2014_biz_catalog_token', 'structure_2014_RA_match_deg', 'structure_2014_DE_match_deg', 'structure_2014_biz_aname_norm', 'structure_2014_biz_aname_token', 'structure_2014_biz_ned_norm', 'structure_2014_biz_ned_token', 'structure_2014_matched', 'structure_2014_match_reason', 'structure_2014_matched_sparc_name', 'structure_2014_matched_sparc_index', 'structure_2014_matched_sep_deg', 'structure_2014___source_catalog__']",,,,,,,,,
UGC07089_structure_enriched,FAILED,"필수 컬럼이 없습니다: ['v_obs_kms', 'v_vis_kms', 'h_kpc']. 현재 컬럼: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc', 'matched_sparc_name', 'matched_sparc_name_norm', 'included_source_catalog', 'secondary_source_catalog', 'duplicate_flag', 'duplicate_status', 'source_object_name_primary', 'source_object_name_secondary', 'structure_2014_Name', 'structure_2014_preferred_name', 'structure_2014_catalog_name_normalized', 'structure_2014_RAJ2000', 'structure_2014_DEJ2000', 'structure_2014_Band', 'structure_2014_h', 'structure_2014_e_h', 'structure_2014_z0', 'structure_2014_e_z0', 'structure_2014_z0_over_h', 'structure_2014_h_over_z0', 'structure_2014_S0', 'structure_2014_e_S0', 'structure_2014_gradz0', 'structure_2014_mag', 'structure_2014_B/T', 'structure_2014_Type', 'structure_2014_RV', 'structure_2014_AName', 'structure_2014_NED', 'structure_2014_thickness_flag', 'structure_2014_biz_name', 'structure_2014_biz_name_norm', 'structure_2014_biz_catalog_token', 'structure_2014_RA_match_deg', 'structure_2014_DE_match_deg', 'structure_2014_biz_aname_norm', 'structure_2014_biz_aname_token', 'structure_2014_biz_ned_norm', 'structure_2014_biz_ned_token', 'structure_2014_matched', 'structure_2014_match_reason', 'structure_2014_matched_sparc_name', 'structure_2014_matched_sparc_index', 'structure_2014_matched_sep_deg', 'structure_2014___source_catalog__']",,,,,,,,,
