galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
NGC7331,2.67,221.0,20.0,-12.02,317.9,136.84,18292.50936329588
NGC7331,3.21,237.0,13.0,-12.52,344.05,124.77,17498.130841121496
NGC7331,3.74,249.0,8.0,-12.91,365.51,115.63,16577.807486631016
NGC7331,4.27,250.0,5.0,-12.71,368.89,108.22,14637.002341920375
NGC7331,4.81,253.0,5.0,-11.52,367.77,101.96,13307.484407484408
NGC7331,5.35,257.0,5.0,-9.56,371.23,96.68,12345.607476635514
NGC7331,5.88,257.0,5.0,-6.26,365.05,92.22,11232.823129251701
NGC7331,6.41,257.0,5.0,4.8,360.1,88.33,10304.05616224649
NGC7331,7.48,257.0,5.0,12.22,345.54,81.76,8830.080213903742
NGC7331,8.55,255.0,5.0,16.59,324.23,76.48,7605.263157894737
NGC7331,9.62,248.0,6.0,22.45,311.29,72.1,6393.347193347194
NGC7331,10.66,247.0,6.0,28.21,299.93,68.49,5723.170731707317
NGC7331,11.74,246.0,6.0,33.77,288.64,65.26,5154.684838160136
NGC7331,12.83,244.0,6.0,38.94,280.42,62.43,4640.37412314887
NGC7331,13.91,242.0,4.0,43.31,272.13,59.96,4210.208483105679
NGC7331,15.0,238.0,3.0,45.59,263.74,57.74,3776.266666666667
NGC7331,16.08,236.0,3.0,47.38,256.44,55.77,3463.681592039801
NGC7331,17.07,233.0,3.0,49.66,250.86,54.12,3180.3749267721146
NGC7331,18.15,234.0,3.0,53.93,245.89,52.49,3016.8595041322315
NGC7331,19.24,236.0,3.0,57.71,242.0,50.98,2894.802494802495
NGC7331,20.32,237.0,3.0,60.09,237.62,49.61,2764.222440944882
NGC7331,21.41,238.0,3.0,61.78,231.06,48.33,2645.6795889771133
NGC7331,22.49,240.0,3.0,63.67,224.49,47.15,2561.1382836816365
NGC7331,23.48,238.0,3.0,64.56,219.56,46.15,2412.4361158432707
NGC7331,24.57,237.0,3.0,62.97,214.35,45.11,2286.0805860805863
NGC7331,25.65,236.0,3.0,61.48,209.72,44.15,2171.3840155945422
NGC7331,26.74,238.0,3.0,60.79,205.21,43.24,2118.3246073298433
NGC7331,27.82,239.0,3.0,59.4,200.95,42.4,2053.235082674335
NGC7331,28.91,239.0,3.0,57.31,196.85,41.59,1975.8215150466967
NGC7331,29.89,241.0,4.0,55.13,193.34,40.9,1943.1582469053194
NGC7331,30.98,236.0,4.0,52.84,189.65,40.18,1797.8050355067785
NGC7331,32.06,236.0,5.0,51.55,186.2,39.49,1737.2426699937616
NGC7331,33.15,239.0,5.0,51.35,182.89,38.84,1723.107088989442
NGC7331,34.23,237.0,5.0,50.86,179.88,38.22,1640.9290096406662
NGC7331,35.32,241.0,7.0,49.27,177.27,37.63,1644.422423556059
NGC7331,36.31,238.0,9.0,47.97,173.78,37.11,1560.011016248967
