galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
NGC5033,0.76,206.0,16.0,2.44,95.41,277.3,55836.84210526316
NGC5033,2.28,214.0,10.0,5.15,214.07,218.08,20085.964912280702
NGC5033,3.8,222.0,8.0,8.48,237.47,168.95,12969.473684210527
NGC5033,5.33,224.0,8.0,16.65,222.81,142.66,9413.88367729831
NGC5033,6.85,225.0,8.0,22.4,206.17,125.84,7390.51094890511
NGC5033,8.0,222.0,6.0,24.58,191.74,116.44,6160.5
NGC5033,10.28,220.0,3.0,28.49,177.55,102.72,4708.171206225681
NGC5033,12.56,218.0,2.0,30.21,168.02,92.93,3783.7579617834394
NGC5033,14.91,219.0,2.0,36.41,156.39,85.29,3216.7002012072435
NGC5033,17.15,217.0,2.0,41.69,147.04,79.53,2745.714285714286
NGC5033,19.39,218.0,2.0,45.72,140.32,74.79,2450.954100051573
NGC5033,21.64,220.0,2.0,51.92,136.88,70.8,2236.5988909426987
NGC5033,24.01,222.0,2.0,56.74,130.88,67.21,2052.6447313619324
NGC5033,26.25,218.0,3.0,58.35,124.11,64.28,1810.4380952380952
NGC5033,28.5,217.0,3.0,56.74,118.34,61.69,1652.2456140350878
NGC5033,30.87,207.0,3.0,53.3,113.45,59.28,1388.0466472303206
NGC5033,33.12,199.0,3.0,51.34,109.2,57.23,1195.6823671497586
NGC5033,35.36,191.0,3.0,48.7,105.32,55.39,1031.7024886877828
NGC5033,37.73,193.0,3.0,46.75,101.61,53.62,987.251523986218
NGC5033,39.98,192.0,3.0,45.26,98.44,52.09,922.0610305152577
NGC5033,42.22,194.0,4.0,43.99,95.58,50.69,891.4258645191852
NGC5033,44.59,196.0,5.0,42.84,92.77,49.32,861.5384615384614
