galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC01230,0.78,19.8,10.7,2.9,21.08,0.0,502.61538461538464
UGC01230,2.35,55.4,10.7,8.06,40.8,0.0,1306.0255319148935
UGC01230,3.91,88.5,10.7,12.62,45.89,0.0,2003.1329923273656
UGC01230,5.48,105.0,10.7,16.73,51.07,0.0,2011.861313868613
UGC01230,7.03,106.0,10.7,20.63,52.93,0.0,1598.2930298719773
UGC01230,8.6,103.0,10.7,24.32,52.95,0.0,1233.6046511627908
UGC01230,13.27,109.0,15.8,34.07,49.67,0.0,895.3278070836474
UGC01230,14.85,113.0,14.7,36.74,48.73,0.0,859.8653198653199
UGC01230,25.8,105.0,10.4,46.59,38.25,0.0,427.3255813953488
UGC01230,32.01,103.0,10.0,43.71,33.76,0.0,331.42767885035926
UGC01230,36.54,103.0,10.0,39.61,31.2,0.0,290.3393541324576
