galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC07399,0.61,47.3,2.77,2.98,31.89,0.0,3667.688524590163
UGC07399,1.22,70.4,3.27,8.37,39.0,0.0,4062.4262295081976
UGC07399,1.84,83.7,2.5,14.43,37.15,0.0,3807.4402173913045
UGC07399,2.45,89.1,2.45,17.93,36.43,0.0,3240.330612244897
UGC07399,3.07,91.7,2.48,20.44,35.9,0.0,2739.052117263844
UGC07399,3.68,95.1,3.01,21.54,34.58,0.0,2457.6114130434776
UGC07399,4.3,96.9,3.62,21.34,33.94,0.0,2183.6302325581396
UGC07399,4.91,100.0,3.9,23.04,32.94,0.0,2036.6598778004072
UGC07399,5.52,103.0,4.82,25.45,31.6,0.0,1921.9202898550727
UGC07399,6.13,106.0,4.97,25.55,31.05,0.0,1832.952691680261
