Structural coupling rotation pipeline run log
started_at: 2026-03-23T21:19:12.439816
project_root: C:\Users\mincu\Desktop\topological_gravity_project
data_dir: C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized
output_root: C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_structural_coupling
run_dir: C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_structural_coupling\2026-03-23_211912_local_structural_coupling_v6
beta_mode: local_structural_coupling_v6
beta_value: 200.0
n_input_files: 175
------------------------------------------------------------------------
[001/175] [OK] CamB | beta_mean=102.7436 | eta_mean=0.412009 | projection_mean=0.383062 | ratio_max=0.345665 | sigma_flip=0.516940 | rmse=4.9700 | mafe=0.649876
[002/175] [OK] D512-2 | beta_mean=104.5532 | eta_mean=0.408679 | projection_mean=0.373530 | ratio_max=0.139714 | sigma_flip=0.818454 | rmse=13.3449 | mafe=0.389012
[003/175] [OK] D564-8 | beta_mean=110.2125 | eta_mean=0.425842 | projection_mean=0.382509 | ratio_max=0.359290 | sigma_flip=0.181819 | rmse=11.4354 | mafe=0.499274
[004/175] [OK] D631-7 | beta_mean=109.7562 | eta_mean=0.502231 | projection_mean=0.464064 | ratio_max=0.107056 | sigma_flip=0.667072 | rmse=25.1053 | mafe=0.442668
[005/175] [OK] DDO064 | beta_mean=102.0946 | eta_mean=0.400203 | projection_mean=0.356585 | ratio_max=0.388865 | sigma_flip=0.360725 | rmse=14.4270 | mafe=0.385695
[006/175] [OK] DDO154 | beta_mean=103.4541 | eta_mean=0.471019 | projection_mean=0.432216 | ratio_max=0.183420 | sigma_flip=0.173325 | rmse=23.1644 | mafe=0.517032
[007/175] [OK] DDO161 | beta_mean=101.2331 | eta_mean=0.461956 | projection_mean=0.445108 | ratio_max=0.113124 | sigma_flip=0.724203 | rmse=21.5019 | mafe=0.291072
[008/175] [OK] DDO168 | beta_mean=104.1564 | eta_mean=0.420416 | projection_mean=0.360275 | ratio_max=0.060807 | sigma_flip=0.769084 | rmse=19.2443 | mafe=0.336781
[009/175] [OK] DDO170 | beta_mean=110.0855 | eta_mean=0.427320 | projection_mean=0.389777 | ratio_max=0.046955 | sigma_flip=0.113456 | rmse=25.0774 | mafe=0.445260
[010/175] [OK] ESO079-G014 | beta_mean=93.5425 | eta_mean=0.354843 | projection_mean=0.334063 | ratio_max=0.014380 | sigma_flip=1.054977 | rmse=28.9475 | mafe=0.180110
[011/175] [OK] ESO116-G012 | beta_mean=106.1056 | eta_mean=0.459017 | projection_mean=0.444642 | ratio_max=0.086510 | sigma_flip=0.627390 | rmse=34.4368 | mafe=0.290126
[012/175] [OK] ESO444-G084 | beta_mean=106.1470 | eta_mean=0.449388 | projection_mean=0.434752 | ratio_max=0.139321 | sigma_flip=0.444547 | rmse=32.5803 | mafe=0.591234
[013/175] [OK] ESO563-G021 | beta_mean=104.9833 | eta_mean=0.455776 | projection_mean=0.449756 | ratio_max=0.003705 | sigma_flip=0.839016 | rmse=62.9600 | mafe=0.314496
[014/175] [OK] F561-1 | beta_mean=88.4310 | eta_mean=0.294762 | projection_mean=0.245619 | ratio_max=0.020617 | sigma_flip=0.263093 | rmse=4.3937 | mafe=0.099487
[015/175] [OK] F563-1 | beta_mean=92.4938 | eta_mean=0.383453 | projection_mean=0.334953 | ratio_max=0.054517 | sigma_flip=0.418279 | rmse=57.4594 | mafe=0.583004
[016/175] [OK] F563-V1 | beta_mean=97.7339 | eta_mean=0.355887 | projection_mean=0.304396 | ratio_max=0.170754 | sigma_flip=0.747112 | rmse=1.6484 | mafe=0.060387
[017/175] [OK] F563-V2 | beta_mean=94.8394 | eta_mean=0.409396 | projection_mean=0.341494 | ratio_max=0.336701 | sigma_flip=0.345284 | rmse=50.9754 | mafe=0.519977
[018/175] [OK] F565-V2 | beta_mean=90.9742 | eta_mean=0.298935 | projection_mean=0.250160 | ratio_max=0.120450 | sigma_flip=1.203340 | rmse=37.9056 | mafe=0.552582
[019/175] [OK] F567-2 | beta_mean=97.4633 | eta_mean=0.335609 | projection_mean=0.287857 | ratio_max=0.034543 | sigma_flip=0.293423 | rmse=11.3086 | mafe=0.217640
[020/175] [OK] F568-1 | beta_mean=86.7861 | eta_mean=0.316833 | projection_mean=0.274256 | ratio_max=0.159842 | sigma_flip=1.253202 | rmse=59.5318 | mafe=0.502303
[021/175] [OK] F568-3 | beta_mean=94.3352 | eta_mean=0.349744 | projection_mean=0.323292 | ratio_max=0.137121 | sigma_flip=0.487009 | rmse=33.9586 | mafe=0.346668
[022/175] [OK] F568-V1 | beta_mean=100.1622 | eta_mean=0.399997 | projection_mean=0.382162 | ratio_max=0.165239 | sigma_flip=1.223637 | rmse=55.2623 | mafe=0.523092
[023/175] [OK] F571-8 | beta_mean=104.4004 | eta_mean=0.509091 | projection_mean=0.515585 | ratio_max=0.008235 | sigma_flip=0.795038 | rmse=47.8752 | mafe=0.613681
[024/175] [OK] F571-V1 | beta_mean=108.7911 | eta_mean=0.437345 | projection_mean=0.401423 | ratio_max=0.034209 | sigma_flip=0.272954 | rmse=34.1003 | mafe=0.427407
[025/175] [OK] F574-1 | beta_mean=96.9089 | eta_mean=0.375943 | projection_mean=0.317825 | ratio_max=0.165857 | sigma_flip=1.220930 | rmse=36.5477 | mafe=0.388883
[026/175] [OK] F574-2 | beta_mean=81.0457 | eta_mean=0.268566 | projection_mean=0.231800 | ratio_max=0.029945 | sigma_flip=0.493285 | rmse=7.0833 | mafe=0.316487
[027/175] [OK] F579-V1 | beta_mean=100.6930 | eta_mean=0.383362 | projection_mean=0.382457 | ratio_max=0.133419 | sigma_flip=0.914792 | rmse=38.6432 | mafe=0.391471
