galaxy,source_file,beta_mode,beta_mean,beta_max,d_eff_mean,d_eff_max,cinfo_cap_mean,eta_mean,projection_mean,struct_to_bar_ratio_mean,struct_to_bar_ratio_max,sigma_flip_severity,a_newton_source,rmse_kmps,mean_absolute_fractional_error,n_points,status,error
F563-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\F563-V1_normalized.csv,local_structural_coupling_v6,97.73393112900625,104.72852349300062,2.1945775072444484,2.26168895570326,0.5667944069546706,0.35588724263403776,0.1695298610233901,0.03763965937289017,0.14665811891461286,0.7471124723093192,baryonic_velocity_components,1.7769382368471562,0.06298529463733944,6,ok,
UGC11914,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC11914_normalized.csv,local_structural_coupling_v6,101.12661427404859,119.77258946589332,2.3699237440889998,2.464796649374362,0.7351267943254397,0.4879218714417374,0.32391983273627784,0.00022920383803657975,0.0009103636755882228,0.041860650764264484,baryonic_velocity_components,20.187794564419313,0.06810991706510867,65,ok,
NGC3953,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3953_normalized.csv,local_structural_coupling_v6,112.72276291735673,120.19148819343917,2.3391470739910982,2.446349961858419,0.7055811910314541,0.4647356834820239,0.21480837833181532,0.00032715340957719877,0.0005938304630349824,0.12134463269725926,baryonic_velocity_components,18.2290647421544,0.08168231324166034,8,ok,
F561-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\F561-1_normalized.csv,local_structural_coupling_v6,88.43099336980914,97.41372590742199,2.1068134407484624,2.15373477291456,0.48254090311852366,0.2947623741451914,0.14674203882513695,0.006171354627062236,0.016417660685997384,0.2630928536974843,baryonic_velocity_components,4.39273734742402,0.09898681348824435,6,ok,
UGC07323,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC07323_normalized.csv,local_structural_coupling_v6,89.63897445111044,106.58176198172735,2.1198120498264843,2.2241747039374857,0.4950195678334248,0.30439331846517226,0.1417181294894419,0.006750236370615214,0.03718777464532423,0.7699444161464345,baryonic_velocity_components,10.381055946643471,0.11140996931856775,10,ok,
UGC03205,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC03205_normalized.csv,local_structural_coupling_v6,105.31587325439394,127.42878868108262,2.362167501497336,2.488450306944118,0.727680801437443,0.48402115555250536,0.39649714442754097,0.0006394191782470102,0.0019361828363701676,1.2140501967254633,baryonic_velocity_components,33.65394223427973,0.12181189762631821,48,ok,
NGC2976,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2976_normalized.csv,local_structural_coupling_v6,107.3924046845307,127.07893356275042,2.2696950416532977,2.413163462946197,0.6389072399871658,0.412347982037267,0.24393923527368364,0.014140895723292605,0.05669053400361519,0.48069804612334766,baryonic_velocity_components,3.8658167174622244,0.12456699435370609,27,ok,
NGC5371,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC5371_normalized.csv,local_structural_coupling_v6,100.93789132375764,128.69915484141825,2.40229587348169,2.4915690332989464,0.7662040385424227,0.5142023909864364,0.30196340699687935,0.0003200498784853993,0.0012811846613081262,0.2390910079542089,baryonic_velocity_components,35.596606722114984,0.1386970510215865,19,ok,
NGC2955,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2955_normalized.csv,local_structural_coupling_v6,101.15561445357521,121.77043444159249,2.372791384027769,2.4786760174592297,0.7378797286666584,0.49222743887814246,0.35196997703147986,0.00022767082016977513,0.00047529658926232594,0.09391062671261152,baryonic_velocity_components,44.097109118235345,0.14359866772161192,24,ok,
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC4100_normalized.csv,local_structural_coupling_v6,108.04709402902331,138.72819400902938,2.4134480268680103,2.489265091971907,0.7769101057932897,0.5250543183185057,0.2795825432358913,0.0007302690559527224,0.002234924049828972,0.4536572777156899,baryonic_velocity_components,29.38924055098148,0.14762324469548316,24,ok,
NGC6946,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC6946_normalized.csv,local_structural_coupling_v6,107.44648880736997,137.6722653309272,2.430758310010636,2.492714832905444,0.7935279776102105,0.5371117046985696,0.32177449598885055,0.000707153709120706,0.0032977318491509452,0.10235837058479758,baryonic_velocity_components,27.223013892942877,0.14843098719169473,58,ok,
