r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,v_baryon_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,projection_profile,a_struct_internal,a_struct_observed,a_struct,a_total,struct_to_bar_ratio,sigma_flip_severity
0.49,13.8,1.6,12.083205260791322,12.865601423952167,337.8034693877552,-135.49764584621732,-79.2600964702024,-0.7697512111525594,98.16761866360248,2.1557460391267576,0.5295161975616872,0.3280020584644387,0.26040135906430173,-154.21355788218492,-40.15742005866231,-39.83642984813255,297.96703953962265,0.11792782921724865,0.1733253793756414
0.99,21.6,0.8,15.425463058594168,16.350966332299752,270.0546464646465,-146.11639004496158,-91.96126694505708,-0.8284338927249366,107.93934179155168,2.2234817770520916,0.5945425059700079,0.37599761140657145,0.32960393289780715,-90.32384757428545,-29.771095394946542,-29.706251947420903,240.3483945172256,0.11000089180176283,0.1733253793756414
1.48,28.9,0.7,15.543940880222484,16.907377088123397,193.1482432432432,-114.68644645983302,-100.17405084108971,-0.8588078340452551,115.44731967430852,2.281293444248762,0.6500417064788115,0.4186000815274081,0.4504821412744793,-66.99125848366423,-30.178365568393186,-29.895474264964996,163.2527689782782,0.15477994395096842,0.1733253793756414
1.97,34.3,0.5,16.735838179357163,17.623677255328978,157.66192893401015,-63.50585237427337,-77.21669922184246,-0.758820110295066,114.97826610875613,2.302845263889998,0.670731453334398,0.43486821066838405,0.34974450838877635,-44.28823379197044,-15.489566554979895,-15.485137276330523,142.17679165767962,0.09821735266114685,0.1733253793756414
2.47,38.2,0.4,17.4178515020629,17.938375065763346,130.27744939271255,-41.063919480163136,-52.1383214640795,-0.5854947309194246,109.50338706039196,2.3101833264842115,0.6777759934248431,0.440455124987118,0.28704893291366124,-25.956945806352138,-7.450913595411115,-7.450910547402929,122.82653884530963,0.05719263450093144,0.1733253793756414
2.96,42.0,0.2,18.320833042403297,18.61036270468687,117.00864864864865,-20.71088774998115,-35.11666910490507,-0.42337075335328167,103.40676072469958,2.3297725121441073,0.696581611658343,0.45548866743094624,0.24423991819212945,-14.790337226296826,-3.6123907541847435,-3.612390754183637,113.39625789446501,0.030872852524962725,0.1733253793756414
3.46,44.6,0.2,19.281374120589614,19.48889170784219,109.77367052023122,-20.724501256146816,-28.245886659372474,-0.3482018820732175,101.3389213518412,2.370735712765254,0.735906284254644,0.48748556222996564,0.22800601096928422,-10.19838241097713,-2.3252924918662066,-2.3252924918662066,107.44837802836501,0.02118260672741038,0.1733253793756414
3.95,46.3,0.2,19.35180227089836,19.522832786253126,96.4913924050633,-29.578184663960876,-24.896944832430535,-0.3097875906790572,100.53466677959175,2.4094223405420676,0.7730454469203849,0.518399947726125,0.21348141344560637,-7.884656253511792,-1.6832275615324366,-1.6832275615324366,94.80816484353086,0.017444328653606078,0.1733253793756414
4.44,47.4,0.3,18.778844578256866,18.93923176900267,80.78704954954955,-29.15194014661038,-24.773594924006304,-0.3083522311718,101.79332839672526,2.446171686916143,0.8083248194394974,0.5483922023165201,0.19273154622609176,-7.069414398543688,-1.3624991679443215,-1.3624991679443215,79.42455038160523,0.016865316599289835,0.1733253793756414
4.94,48.2,0.6,18.14193338771884,18.27832049177385,67.63097165991901,-24.319210345453453,-24.20923144475018,-0.30176717678617154,102.14056494606878,2.470392218695881,0.8315765299480457,0.5684927440712668,0.16115583006295855,-6.239406866218577,-1.0055167926259778,-1.0055167926259778,66.62545486729303,0.014867696970753607,0.1733253793756414
5.43,47.4,0.7,17.471653355741882,17.548244926487662,56.71103130755065,-20.094138207860002,-18.293594511958002,-0.23110391298680982,96.38798464139055,2.452814540878637,0.8147019592434915,0.5538787207287836,0.12041085987913845,-4.102327884997768,-0.49396482813874865,-0.49396482813874865,56.2170664794119,0.008710207108962923,0.1733253793756414
5.92,45.5,1.3,16.80384914334114,16.8462814888034,47.93871621621622,-17.90268385986617,-12.463206482635925,-0.15898458566828272,89.81084309723417,2.4140772323843347,0.7775141430889613,0.5221652134695861,0.1,-2.4119154862048857,-0.24119154862048858,-0.24119154862048858,47.69752466759573,0.0050312475511930434,0.1733253793756414
