galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,shell_geom_kpc3,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,L_static,delta_sigma_i,beta_i,rho_struct_proxy_i,delta_m_struct_msun,M_struct_i_msun,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
UGC06667,1,0.87,3.5,2.185,2.63,0.35,12.637323484440497,2.048173842196159,14.461322096856858,49.525000000000006,3.5,4,7.85,0.87,2.1997755991278245,0.4545918230916298,0.0,1.0,4.195016087856576,5301377532.467561,5301377532.467561,4775.800814407585,102.15245850923301,103.17099697235466
UGC06667,2,4.37,7.85,6.109999999999999,3.4799999999999995,0.35,46.75933939232433,2.013544652617083,31.2656471036617,82.53999999999999,3.34,5,7.85,0.87,2.1997755991278245,0.4545918230916298,0.03462918957907579,0.9266526877385042,3.756985507454013,17567416043.508602,22868793575.976162,2634.639438414974,126.8765028234759,130.67206150331523
