galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,shell_geom_kpc3,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,L_static,delta_sigma_i,beta_i,rho_struct_proxy_i,delta_m_struct_msun,M_struct_i_msun,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
NGC0100,1,0.23,1.59,0.91,1.36,0.35,2.72162454765791,2.147365018786542,27.599172151429467,25.6275,5.07,4,9.62,0.23,3.733520234736557,0.26784373382954535,0.0,1.0,4.611176523908125,1254989122.1052225,1254989122.1052225,6518.047657473217,77.01573455015948,81.81159863824242
NGC0100,2,2.05,3.42,2.735,1.37,0.35,8.239973415357793,2.036394843871562,51.73566053421866,58.800000000000004,4.0,4,9.62,0.23,3.733520234736557,0.26784373382954535,0.11097017491497985,0.6607964735035364,2.740259512822778,2257966553.684099,3512955675.789322,2019.8464879811843,74.32550130761675,90.55859272062729
NGC0100,3,3.88,5.7,4.79,1.8200000000000003,0.35,19.17144350482557,2.0182270774712574,55.162498029489754,76.9,4.388,5,9.62,0.23,3.733520234736557,0.26784373382954535,0.018167766400304597,0.9344195697484152,3.8061156693534777,7296873152.784157,10809828828.573479,2026.3205315135465,98.51941608611924,112.91136583534605
NGC0100,4,6.16,7.52,6.84,1.3599999999999994,0.3499999999999999,20.45704605052757,2.01181042293064,50.06994501779251,82.6,5.423333333333333,3,9.62,0.23,3.733520234736557,0.26784373382954535,0.006416654540617461,0.976327974504123,3.951571467379653,8083747948.013636,18893576776.587112,1736.85008408979,108.99566310259397,119.94604607597087
NGC0100,5,7.98,9.62,8.8,1.6399999999999988,0.35,31.737625623625505,2.0087110171558122,46.49011326914392,88.84,8.472,5,9.62,0.23,3.733520234736557,0.26784373382954535,0.0030994057748277015,0.9884950003728824,3.98849819791784,12658546260.60214,31552123037.189255,1752.3610729839568,124.18042294282469,132.59754173451577
