r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,alpha_geom_i,alpha_density_i,weight_geom_i,weight_density_i,mass_bar_segment_msun,mass_norm_i,alpha_relax_i,neighbor_gradient_i,ell_info_kpc,c_info_gal,tau_struct_gal,mean_dw_pert,mean_sigma,mean_beta,r_scale,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms
0.16,24.5,23.21,2.83,NGC2403,0.0,23.21,0.0,3751.5625,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.38591449824636,0.07725522547146735,0.8346768344339197,0.021790333421376713,0.018187886521414356,0.3527672752200118,1000000.0,2.184126234907018,2.48065124850791,0.2406527625934104,0.5125878067114595,923002052.025577,0.28205643422042087,0.2487124392235298,0.054790940050686056,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,13779971.68828171,1484.8553701034568,1485.036758543395,-1460.536758543395,1.2899999999999991
0.26,35.3,35.33,2.46,NGC2403,0.0,35.33,0.0,4792.653846153845,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.38591449824636,0.07725522547146735,0.8346768344339197,0.021790333421376713,0.018187886521414356,0.3527672752200118,1000000.0,2.184126234907018,2.48065124850791,0.2406527625934104,0.5125878067114595,923002052.025577,0.28205643422042087,0.2487124392235298,0.054790940050686056,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,5218450.816864079,1164.8163856954711,1165.3520589438458,-1130.0520589438459,-0.030000000000001137
0.36,43.2,47.00922569028339,1.12,NGC2403,1.92,46.97,0.0,5184.000000000001,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.38591449824636,0.07725522547146735,0.8346768344339197,0.021790333421376713,0.018187886521414356,0.3527672752200118,1000000.0,2.184126234907018,2.48065124850791,0.2406527625934104,0.5125878067114595,923002052.025577,0.28205643422042087,0.2487124392235298,0.054790940050686056,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,2721969.716203795,989.9035800689712,991.0191547762163,-947.8191547762162,-3.809225690283384
0.46,52.0,56.726241722856976,1.25,NGC2403,2.29,56.68,0.0,5878.260869565217,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.38591449824636,0.07725522547146735,0.8346768344339197,0.021790333421376713,0.018187886521414356,0.3527672752200118,1000000.0,2.184126234907018,2.48065124850791,0.2406527625934104,0.5125878067114595,923002052.025577,0.28205643422042087,0.2487124392235298,0.054790940050686056,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,1667142.1324197152,875.7199215006297,877.5552674407858,-825.5552674407858,-4.726241722856976
0.56,60.9,63.8246229914443,2.93,NGC2403,2.64,63.77,0.0,6622.874999999999,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.38591449824636,0.07725522547146735,0.8346768344339197,0.021790333421376713,0.018187886521414356,0.3527672752200118,1000000.0,2.184126234907018,2.48065124850791,0.2406527625934104,0.5125878067114595,923002052.025577,0.28205643422042087,0.2487124392235298,0.054790940050686056,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,1124895.6480229965,793.6885805483647,796.2506799952374,-735.3506799952374,-2.924622991444302
0.66,65.8,67.62657465819188,1.25,NGC2403,3.0,67.56,0.0,6560.060606060605,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.38591449824636,0.07725522547146735,0.8346768344339197,0.021790333421376713,0.018187886521414356,0.3527672752200118,1000000.0,2.184126234907018,2.48065124850791,0.2406527625934104,0.5125878067114595,923002052.025577,0.28205643422042087,0.2487124392235298,0.054790940050686056,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,809842.229614352,731.0922455788136,734.2133376243395,-668.4133376243395,-1.8265746581918876
0.76,71.7,70.9087053893949,1.25,NGC2403,3.34,70.83,0.0,6764.328947368422,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.38591449824636,0.07725522547146735,0.8346768344339197,0.021790333421376713,0.018187886521414356,0.3527672752200118,1000000.0,2.184126234907018,2.48065124850791,0.2406527625934104,0.5125878067114595,923002052.025577,0.28205643422042087,0.2487124392235298,0.054790940050686056,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,610746.6676246742,681.2983688478583,684.9784754974074,-613.2784754974074,0.7912946106051066
0.86,74.6,72.89295164829038,1.6,NGC2403,3.68,72.8,0.0,6471.116279069766,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.38591449824636,0.07725522547146735,0.8346768344339197,0.021790333421376713,0.018187886521414356,0.3527672752200118,1000000.0,2.184126234907018,2.48065124850791,0.2406527625934104,0.5125878067114595,923002052.025577,0.28205643422042087,0.2487124392235298,0.054790940050686056,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,476970.3558950944,640.4642894570948,644.5990137052502,-569.9990137052501,1.7070483517096164
0.96,74.6,74.9778453944897,1.03,NGC2403,4.02,74.87,0.0,5797.041666666666,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.38591449824636,0.07725522547146735,0.8346768344339197,0.021790333421376713,0.018187886521414356,0.3527672752200118,1000000.0,2.184126234907018,2.48065124850791,0.2406527625934104,0.5125878067114595,923002052.025577,0.28205643422042087,0.2487124392235298,0.054790940050686056,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,382776.99134115863,606.1896664308229,610.8089627596441,-536.2089627596441,-0.3778453944897109
1.06,76.6,77.24371366007722,1.12,NGC2403,4.37,77.12,0.0,5535.43396226415,NGC2403,NGC2403,Bizyaev_2014,,False,unique_to_2014,NED,,EON_113.582_65.473,NED,,113.582474,65.472786,r,3.2,0.45,0.53,0.16,0.165625,6.037735849056604,21.82,0.45,-0.004,17.87,0.09,SD,,,NED,intermediate,NED,NED,,113.582474,65.472786,,,NED,,True,coord_review,NGC2403,44.0,0.291989405019979,Bizyaev_2014,0.35,1,2.38591449824636,0.07725522547146735,0.8346768344339197,0.021790333421376713,0.018187886521414356,0.3527672752200118,1000000.0,2.184126234907018,2.48065124850791,0.2406527625934104,0.5125878067114595,923002052.025577,0.28205643422042087,0.2487124392235298,0.054790940050686056,3.38,1.0,2.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,313961.61909933406,576.8876114507003,582.0360019322637,-505.4360019322637,-0.6437136600772249
