r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,alpha_geom_i,alpha_density_i,weight_geom_i,weight_density_i,mass_bar_segment_msun,mass_norm_i,alpha_relax_i,neighbor_gradient_i,ell_info_kpc,c_info_gal,tau_struct_gal,mean_dw_pert,mean_sigma,mean_beta,r_scale,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms
1.74,96.4,148.01974530446944,12.1,NGC4157,5.73,129.95,70.64,5340.781609195403,NGC4157,NGC4157,Bizyaev_2014,,False,unique_to_2014,NGC04157,,EON_182.770_50.485,NGC04157,NGC04157,182.766998,50.485317,r,46.54,1.29,14.28,1.39,0.3068328319724968,3.2591036414565826,20.93,0.12,0.171,10.98,0.11,SC,778.0,NGC4157,NED,thick_like,NGC04157,NGC04157,NGC4157,182.766998,50.485317,NGC4157,NGC4157,NED,,True,name_exact,NGC4157,73.0,0.0,Bizyaev_2014,0.35,1,2.56896306435439,0.17430312969517647,0.8251838456147305,0.10636861215383425,0.08777366042980271,0.7490131215924918,1000000.0,2.0563360115046043,2.632802752747839,0.0682289033414277,0.5478720607708677,47238816982.59291,0.610250730092185,0.2870735303418601,0.0332639560486978,5.2299999999999995,1.0,2.0,0.3245943984528603,0.14930849499808674,0.8972863124860855,2.8342270288870623,2.28188953401253,2.3245943984528603,0.0427048644403305,1.090113111843135,10.819813281795343,14.930849499908675,1.1336908115552249,1.0,1996505.3309653054,247395.00647129468,656.1000771681503,672.5898871229426,-576.1898871229427,-51.61974530446943
3.5,157.0,223.45501605468607,10.5,NGC4157,16.49,217.21,49.8,7042.571428571428,NGC4157,NGC4157,Bizyaev_2014,,False,unique_to_2014,NGC04157,,EON_182.770_50.485,NGC04157,NGC04157,182.766998,50.485317,r,46.54,1.29,14.28,1.39,0.3068328319724968,3.2591036414565826,20.93,0.12,0.171,10.98,0.11,SC,778.0,NGC4157,NED,thick_like,NGC04157,NGC04157,NGC4157,182.766998,50.485317,NGC4157,NGC4157,NED,,True,name_exact,NGC4157,73.0,0.0,Bizyaev_2014,0.35,1,2.56896306435439,0.17430312969517647,0.8251838456147305,0.10636861215383425,0.08777366042980271,0.7490131215924918,1000000.0,2.0563360115046043,2.632802752747839,0.0682289033414277,0.5478720607708677,47238816982.59291,0.610250730092185,0.2870735303418601,0.0332639560486978,5.2299999999999995,1.0,2.0,0.3245943984528603,0.14930849499808674,0.8972863124860855,2.8342270288870623,2.28188953401253,2.3245943984528603,0.0427048644403305,1.090113111843135,10.819813281795343,14.930849499908675,1.1336908115552249,1.0,1996505.3309653054,61143.92829326463,462.605392344735,513.746915539574,-356.74691553957405,-66.45501605468607
5.24,192.0,242.04169165662347,8.4,NGC4157,21.44,237.63,40.7,7035.114503816793,NGC4157,NGC4157,Bizyaev_2014,,False,unique_to_2014,NGC04157,,EON_182.770_50.485,NGC04157,NGC04157,182.766998,50.485317,r,46.54,1.29,14.28,1.39,0.3068328319724968,3.2591036414565826,20.93,0.12,0.171,10.98,0.11,SC,778.0,NGC4157,NED,thick_like,NGC04157,NGC04157,NGC4157,182.766998,50.485317,NGC4157,NGC4157,NED,,True,name_exact,NGC4157,73.0,0.0,Bizyaev_2014,0.35,1,2.56896306435439,0.17430312969517647,0.8251838456147305,0.10636861215383425,0.08777366042980271,0.7490131215924918,1000000.0,2.0563360115046043,2.632802752747839,0.0682289033414277,0.5478720607708677,47238816982.59291,0.610250730092185,0.2870735303418601,0.0332639560486978,5.2299999999999995,1.0,2.0,0.3245943984528603,0.14930849499808674,0.8972863124860855,2.8342270288870623,2.28188953401253,2.3245943984528603,0.0427048644403305,1.090113111843135,10.819813281795343,14.930849499908675,1.1336908115552249,1.0,1996505.3309653054,27278.89988901039,378.07596514247564,448.9160455123145,-256.9160455123145,-50.04169165662347
8.72,201.0,254.82678999665637,7.3,NGC4157,30.5,251.02,31.55,4633.142201834862,NGC4157,NGC4157,Bizyaev_2014,,False,unique_to_2014,NGC04157,,EON_182.770_50.485,NGC04157,NGC04157,182.766998,50.485317,r,46.54,1.29,14.28,1.39,0.3068328319724968,3.2591036414565826,20.93,0.12,0.171,10.98,0.11,SC,778.0,NGC4157,NED,thick_like,NGC04157,NGC04157,NGC4157,182.766998,50.485317,NGC4157,NGC4157,NED,,True,name_exact,NGC4157,73.0,0.0,Bizyaev_2014,0.35,2,2.3946599346592135,0.17366872143041356,0.9272125904258156,0.17972957211188603,0.1666475221339853,1.2172860934830436,1000000.0,2.0220715869064168,2.422926420489912,0.043530050191567984,0.573781600430082,135855825077.28787,1.0348989192270928,0.11277040064668364,0.03326987000582636,5.2299999999999995,1.0,2.0,0.3245943984528603,0.14930849499808674,0.8972863124860855,2.8342270288870623,2.28188953401253,2.3245943984528603,0.0427048644403305,1.090113111843135,10.819813281795343,14.930849499908675,1.1336908115552249,1.0,1996505.3309653054,16008.833608848206,373.6268580671849,452.2540458295054,-251.2540458295054,-53.82678999665637
10.47,194.0,236.26904007931296,6.4,NGC4157,41.92,230.73,28.8,3594.6513849092644,NGC4157,NGC4157,Bizyaev_2014,,False,unique_to_2014,NGC04157,,EON_182.770_50.485,NGC04157,NGC04157,182.766998,50.485317,r,46.54,1.29,14.28,1.39,0.3068328319724968,3.2591036414565826,20.93,0.12,0.171,10.98,0.11,SC,778.0,NGC4157,NED,thick_like,NGC04157,NGC04157,NGC4157,182.766998,50.485317,NGC4157,NGC4157,NED,,True,name_exact,NGC4157,73.0,0.0,Bizyaev_2014,0.35,2,2.3946599346592135,0.17366872143041356,0.9272125904258156,0.17972957211188603,0.1666475221339853,1.2172860934830436,1000000.0,2.0220715869064168,2.422926420489912,0.043530050191567984,0.573781600430082,135855825077.28787,1.0348989192270928,0.11277040064668364,0.03326987000582636,5.2299999999999995,1.0,2.0,0.3245943984528603,0.14930849499808674,0.8972863124860855,2.8342270288870623,2.28188953401253,2.3245943984528603,0.0427048644403305,1.090113111843135,10.819813281795343,14.930849499908675,1.1336908115552249,1.0,1996505.3309653054,11104.50738392992,340.9753544022592,414.834004885986,-220.83400488598602,-42.26904007931296
12.19,190.0,216.51426142404569,6.0,NGC4157,51.62,208.57,26.69,2961.443806398688,NGC4157,NGC4157,Bizyaev_2014,,False,unique_to_2014,NGC04157,,EON_182.770_50.485,NGC04157,NGC04157,182.766998,50.485317,r,46.54,1.29,14.28,1.39,0.3068328319724968,3.2591036414565826,20.93,0.12,0.171,10.98,0.11,SC,778.0,NGC4157,NED,thick_like,NGC04157,NGC04157,NGC4157,182.766998,50.485317,NGC4157,NGC4157,NED,,True,name_exact,NGC4157,73.0,0.0,Bizyaev_2014,0.35,2,2.3946599346592135,0.17366872143041356,0.9272125904258156,0.17972957211188603,0.1666475221339853,1.2172860934830436,1000000.0,2.0220715869064168,2.422926420489912,0.043530050191567984,0.573781600430082,135855825077.28787,1.0348989192270928,0.11277040064668364,0.03326987000582636,5.2299999999999995,1.0,2.0,0.3245943984528603,0.14930849499808674,0.8972863124860855,2.8342270288870623,2.28188953401253,2.3245943984528603,0.0427048644403305,1.090113111843135,10.819813281795343,14.930849499908675,1.1336908115552249,1.0,1996505.3309653054,8191.91145314745,316.0053806723351,383.06373622919125,-193.06373622919125,-26.514261424045685
15.68,184.0,187.18058499748312,6.4,NGC4157,48.39,179.28,23.53,2159.183673469388,NGC4157,NGC4157,Bizyaev_2014,,False,unique_to_2014,NGC04157,,EON_182.770_50.485,NGC04157,NGC04157,182.766998,50.485317,r,46.54,1.29,14.28,1.39,0.3068328319724968,3.2591036414565826,20.93,0.12,0.171,10.98,0.11,SC,778.0,NGC4157,NED,thick_like,NGC04157,NGC04157,NGC4157,182.766998,50.485317,NGC4157,NGC4157,NED,,True,name_exact,NGC4157,73.0,0.0,Bizyaev_2014,0.35,3,2.221625621493563,0.1407654806774692,0.9578370481225742,0.14163060244188158,0.1356590381667537,1.117404632683121,1000000.0,2.0144037772779355,2.2378828134486057,0.03458132547533922,0.44078990149328157,128411602923.09045,1.006145837461349,0.06026391251896701,0.026966567179591804,5.2299999999999995,1.0,2.0,0.3245943984528603,0.14930849499808674,0.8972863124860855,2.8342270288870623,2.28188953401253,2.3245943984528603,0.0427048644403305,1.090113111843135,10.819813281795343,14.930849499908675,1.1336908115552249,1.0,1996505.3309653054,4544.837407765975,266.9514011084611,326.0362279774603,-142.03622797746033,-3.1805849974831233
17.42,182.0,178.4644572456936,7.3,NGC4157,52.05,169.24,22.32,1901.4925373134329,NGC4157,NGC4157,Bizyaev_2014,,False,unique_to_2014,NGC04157,,EON_182.770_50.485,NGC04157,NGC04157,182.766998,50.485317,r,46.54,1.29,14.28,1.39,0.3068328319724968,3.2591036414565826,20.93,0.12,0.171,10.98,0.11,SC,778.0,NGC4157,NED,thick_like,NGC04157,NGC04157,NGC4157,182.766998,50.485317,NGC4157,NGC4157,NED,,True,name_exact,NGC4157,73.0,0.0,Bizyaev_2014,0.35,3,2.221625621493563,0.1407654806774692,0.9578370481225742,0.14163060244188158,0.1356590381667537,1.117404632683121,1000000.0,2.0144037772779355,2.2378828134486057,0.03458132547533922,0.44078990149328157,128411602923.09045,1.006145837461349,0.06026391251896701,0.026966567179591804,5.2299999999999995,1.0,2.0,0.3245943984528603,0.14930849499808674,0.8972863124860855,2.8342270288870623,2.28188953401253,2.3245943984528603,0.0427048644403305,1.090113111843135,10.819813281795343,14.930849499908675,1.1336908115552249,1.0,1996505.3309653054,3682.257591809304,253.2684884649452,309.8297754401892,-127.82977544018922,3.535542754306391
19.16,181.0,169.2039024372665,6.6,NGC4157,50.54,160.07,21.29,1709.8643006263048,NGC4157,NGC4157,Bizyaev_2014,,False,unique_to_2014,NGC04157,,EON_182.770_50.485,NGC04157,NGC04157,182.766998,50.485317,r,46.54,1.29,14.28,1.39,0.3068328319724968,3.2591036414565826,20.93,0.12,0.171,10.98,0.11,SC,778.0,NGC4157,NED,thick_like,NGC04157,NGC04157,NGC4157,182.766998,50.485317,NGC4157,NGC4157,NED,,True,name_exact,NGC4157,73.0,0.0,Bizyaev_2014,0.35,3,2.221625621493563,0.1407654806774692,0.9578370481225742,0.14163060244188158,0.1356590381667537,1.117404632683121,1000000.0,2.0144037772779355,2.2378828134486057,0.03458132547533922,0.44078990149328157,128411602923.09045,1.006145837461349,0.06026391251896701,0.026966567179591804,5.2299999999999995,1.0,2.0,0.3245943984528603,0.14930849499808674,0.8972863124860855,2.8342270288870623,2.28188953401253,2.3245943984528603,0.0427048644403305,1.090113111843135,10.819813281795343,14.930849499908675,1.1336908115552249,1.0,1996505.3309653054,3043.823446667992,241.49463190340012,294.87220594379306,-113.87220594379306,11.796097562733507
22.65,185.0,155.37222821341015,6.5,NGC4157,52.27,145.0,19.58,1511.037527593819,NGC4157,NGC4157,Bizyaev_2014,,False,unique_to_2014,NGC04157,,EON_182.770_50.485,NGC04157,NGC04157,182.766998,50.485317,r,46.54,1.29,14.28,1.39,0.3068328319724968,3.2591036414565826,20.93,0.12,0.171,10.98,0.11,SC,778.0,NGC4157,NED,thick_like,NGC04157,NGC04157,NGC4157,182.766998,50.485317,NGC4157,NGC4157,NED,,True,name_exact,NGC4157,73.0,0.0,Bizyaev_2014,0.35,4,2.113128973304275,0.10849664818928773,0.878911765781222,0.1078257219423955,0.09476929566902588,0.8762573318414559,1000000.0,2.009237701164269,2.122266819537088,0.025296829771726297,0.287608234931405,125283680563.79454,0.9938161569219935,0.16876056070825474,0.015588598877771222,5.2299999999999995,1.0,2.0,0.3245943984528603,0.14930849499808674,0.8972863124860855,2.8342270288870623,2.28188953401253,2.3245943984528603,0.0427048644403305,1.090113111843135,10.819813281795343,14.930849499908675,1.1336908115552249,1.0,1996505.3309653054,1708.0290471498931,196.68975041405963,250.6539192152101,-65.6539192152101,29.627771786589847
24.39,186.0,148.94688281397498,9.1,NGC4157,50.33,138.91,18.87,1418.450184501845,NGC4157,NGC4157,Bizyaev_2014,,False,unique_to_2014,NGC04157,,EON_182.770_50.485,NGC04157,NGC04157,182.766998,50.485317,r,46.54,1.29,14.28,1.39,0.3068328319724968,3.2591036414565826,20.93,0.12,0.171,10.98,0.11,SC,778.0,NGC4157,NED,thick_like,NGC04157,NGC04157,NGC4157,182.766998,50.485317,NGC4157,NGC4157,NED,,True,name_exact,NGC4157,73.0,0.0,Bizyaev_2014,0.35,4,2.113128973304275,0.10849664818928773,0.878911765781222,0.1078257219423955,0.09476929566902588,0.8762573318414559,1000000.0,2.009237701164269,2.122266819537088,0.025296829771726297,0.287608234931405,125283680563.79454,0.9938161569219935,0.16876056070825474,0.015588598877771222,5.2299999999999995,1.0,2.0,0.3245943984528603,0.14930849499808674,0.8972863124860855,2.8342270288870623,2.28188953401253,2.3245943984528603,0.0427048644403305,1.090113111843135,10.819813281795343,14.930849499908675,1.1336908115552249,1.0,1996505.3309653054,1473.0180350388862,189.54395235564346,241.06448053290313,-55.06448053290313,37.05311718602502
