galaxy,gamma_topo,n_points,n_segments,mean_Dw_i,mean_sigma_i,mean_beta_i,mean_info_source_i,mean_v_struct_kms,rmse_vis_only_kms,rmse_topo_kms,mae_vis_only_kms,mae_topo_kms,reduced_chi2_vis_only,reduced_chi2_topo,rmse_improvement_kms,mae_improvement_kms
UGC01281,1e-06,20,5,2.0591358256631267,0.028936401246990772,0.9203867682550848,0.07833495280553933,0.0003257617374325894,19.039841709046208,19.039841707494855,16.21440390457922,16.214403902237567,18.972876049072816,18.972876046191512,1.5513528239807783e-09,2.3416539818299498e-09
UGC01281,0.0001,20,5,2.0591358256631267,0.028936401246990772,0.9203867682550848,0.07833495280553933,0.003257617374325894,19.039841709046208,19.03984155391096,16.21440390457922,16.21440367041418,18.972876049072816,18.97287576094271,1.5513524687094105e-07,2.341650429116271e-07
UGC01281,0.01,20,5,2.0591358256631267,0.028936401246990772,0.9203867682550848,0.07833495280553933,0.03257617374325894,19.039841709046208,19.03982619575095,16.21440390457922,16.214380488045425,18.972876049072816,18.972847236636397,1.551329525639744e-05,2.3416533796449812e-05
UGC01281,1.0,20,5,2.0591358256631267,0.028936401246990772,0.9203867682550848,0.07833495280553933,0.3257617374325894,19.039841709046208,19.038292664696517,16.21440390457922,16.21206195410393,18.972876049072816,18.970000523701284,0.0015490443496908313,0.0023419504752908438
UGC01281,100.0,20,5,2.0591358256631267,0.028936401246990772,0.9203867682550848,0.07833495280553933,3.257617374325894,19.039841709046208,18.902234544069174,16.21440390457922,15.979517752794981,18.972876049072816,18.72829123289053,0.13760716497703385,0.23488615178423977
UGC01281,10000.0,20,5,2.0591358256631267,0.028936401246990772,0.9203867682550848,0.07833495280553933,32.57617374325894,19.039841709046208,23.07277612077591,16.21440390457922,18.264051131209193,18.972876049072816,33.28714819604835,-4.032934411729702,-2.049647226629972
UGC01281,1000000.0,20,5,2.0591358256631267,0.028936401246990772,0.9203867682550848,0.07833495280553933,325.7617374325894,19.039841709046208,326.3905674073606,16.21440390457922,305.69545472500374,18.972876049072816,5933.058264541929,-307.3507256983144,-289.4810508204245
