galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,sigma_scale,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
UGC04278,1,0.14,1.25,0.6950000000000001,1.1099999999999999,0.35,2.104449555589894,17.252937366659097,22.345999999999997,5.018,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.0,1.0,0.10444955558989388,0.10444955558989388,0.1159390067047822,100.0,24.002692760164003,4.08434468040027,17.72979749591562
UGC04278,2,1.52,2.63,2.075,1.1099999999999999,0.35,2.0311824366281934,31.76649967257124,42.42,4.0,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.07326711896170046,0.7532908073807141,0.10444955558989388,0.07868089006086794,0.2032747946723456,100.0,4.721144890053025,3.129916236396755,31.920320754878524
UGC04278,3,2.91,4.01,3.46,1.0999999999999996,0.35,2.0174884183772774,33.98739353469354,55.120000000000005,6.544,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.013694018250915985,0.9484264591850278,0.031182436628193422,0.029574247960039005,0.2358064674283885,100.0,1.9697155553843138,2.6105968324560815,34.08750702389011
UGC04278,4,4.29,5.4,4.845000000000001,1.1100000000000003,0.35,2.011929812206079,36.39439984531107,75.44,4.0,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.005558606171198299,0.9787357305266033,0.017488418377277437,0.017116539936239506,0.2548058267576144,100.0,1.0854799155986854,2.2932837136027526,36.46658045788574
UGC04278,5,5.68,6.69,6.1850000000000005,1.0100000000000007,0.35,2.0090374196658924,48.335042283998504,89.08000000000001,10.664,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.0028923925401866946,0.9888782178937815,0.011929812206079138,0.01179713143415502,0.2667209295061109,100.0,0.6972326050419552,2.076627954686273,48.379631005807674
