galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,h_i_kpc,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,L_static,delta_sigma_i,beta_i,rho_struct_i,M_struct_i,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
UGC07089,1,0.87,3.5,2.185,0.35,2.048173842196159,36.64117958084035,37.974999999999994,4.3,4,9.16,0.87,2.3541082460195466,0.4247893025696053,0.0,1.0,4.195016087856576,4.195016087856576,3.779123657226717e-06,0.0028735666324343997,36.64117969351938
UGC07089,2,4.37,6.55,5.46,0.35,2.015532813703137,53.57789334738961,66.22500000000001,4.875,4,9.16,0.87,2.3541082460195466,0.4247893025696053,0.03264102849302164,0.9260375315424018,3.761909423510246,7.956925511366823,1.1479430993671147e-06,0.002503551342102743,53.57789340588174
UGC07089,3,6.98,9.16,8.07,0.35,2.009669522620055,53.43893757923338,75.175,6.3999999999999995,4,9.16,0.87,2.3541082460195466,0.4247893025696053,0.005863291083082256,0.9862920002859894,3.9834081103452177,11.94033362171204,7.885509271715967e-07,0.002522618873764879,53.4389376387743
