galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,h_i_kpc,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,L_static,delta_sigma_i,beta_i,rho_struct_i,M_struct_i,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
NGC2998,1,0.33,2.64,1.485,0.35,2.07843948103102,106.16040290309387,135.75,16.75,4,42.28,0.33,4.852976785523648,0.20605909407664674,0.0,1.0,4.319910676308495,4.319910676308495,8.425238706636266e-06,0.0035371569769173175,106.16040296202112
NGC2998,2,3.63,17.48,10.555,0.35,2.0070015936121033,209.6220323237375,208.25,8.75,4,42.28,0.33,4.852976785523648,0.20605909407664674,0.07143788741891655,0.7070270106270917,2.847943965812623,7.167854642121117,2.767152340133948e-07,0.0017090141295528782,209.62203233070417
NGC2998,3,22.46,42.28,32.370000000000005,0.35,2.00186068927389,164.01718193338445,211.2,2.4,5,42.28,0.33,4.852976785523648,0.20605909407664674,0.005140904338213126,0.9753599570393128,3.908702572254921,11.076557214376038,4.546526753756504e-08,0.0012131408451581294,164.0171819378709
