galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,sigma_scale,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
UGC06667,1,0.87,3.5,2.185,2.63,0.35,2.046092605687848,14.461322096856858,49.525000000000006,3.5,4,7.85,0.87,2.1997755991278245,0.4545918230916298,0.0,1.0,0.04609260568784812,0.04609260568784812,0.12122355295904055,1.0920549223320372e-07,0.0004884813205533556,14.461322105106934
UGC06667,2,4.37,7.85,6.109999999999999,3.4799999999999995,0.35,2.0131010127730398,31.2656471036617,82.53999999999999,3.34,5,7.85,0.87,2.1997755991278245,0.4545918230916298,0.032991592914808354,0.9299968303463694,0.04609260568784812,0.04286597719210379,0.2703971535875617,3.1151577913813595e-08,0.00043627530419839376,31.265647106705554
