galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,sigma_scale,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
NGC5907,1,5.03,15.1,10.065,10.07,0.35,2.0114086786106196,214.54029707471642,226.8,4.4,5,50.33,5.03,2.3031813366766207,0.4341820524835234,0.0,1.0,0.01140867861061956,0.01140867861061956,0.11488539360893897,4.877503758867132e-09,0.00022156731557925613,214.54029707483082
NGC5907,2,17.61,25.16,21.384999999999998,7.550000000000001,0.35,2.0043292669740147,208.05811317104434,228.0,4.5,4,50.33,5.03,2.3031813366766207,0.4341820524835234,0.00707941163660486,0.9838270409654284,0.01140867861061956,0.011224166518811416,0.19962785082596518,1.877426642893801e-09,0.00020037157672255794,208.05811317114083
NGC5907,3,27.68,37.75,32.715,10.07,0.35,2.002548894819335,174.22505643645147,217.0,2.0,5,50.33,5.03,2.3031813366766207,0.4341820524835234,0.0017803721546796325,0.9959078757333727,0.0043292669740147005,0.004311551075573627,0.24304517015699162,9.766827121600943e-10,0.000178751713077994,174.22505643654316
NGC5907,4,40.26,50.33,45.295,10.07,0.35,2.001710400475847,148.05471556378245,215.8,3.6,5,50.33,5.03,2.3031813366766207,0.4341820524835234,0.0008384943434882608,0.9980706590527818,0.002548894819335068,0.0025439771321899727,0.26866301987814467,5.632065783293763e-10,0.00015971988594232436,148.0547155638686
