galaxy,source_file,beta_mode,beta_mean,beta_max,d_eff_mean,d_eff_max,cinfo_cap_mean,eta_mean,projection_mean,struct_to_bar_ratio_mean,struct_to_bar_ratio_max,sigma_flip_severity,a_newton_source,rmse_kmps,mean_absolute_fractional_error,n_points,status,error
NGC2403,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2403_normalized.csv,local_structural_coupling_v6,102.50700756565902,111.01701465458387,2.35144482077991,2.4874320893350994,0.5405779283119639,0.2528687599968676,0.4278054952175392,0.23272381443089707,0.2867019971686992,461.35207373140145,baryonic_velocity_components,45.09496091036356,0.2829831964757166,73,ok,
UGC02455,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC02455_normalized.csv,local_structural_coupling_v6,100.30750313092854,109.28178987139309,2.3154239373693306,2.457392381269083,0.5261695749477324,0.23959156116216312,0.3699995636502617,0.20820451402826629,0.29012714427253805,487.6942077945181,baryonic_velocity_components,30.712820538123758,0.9576609798199295,8,ok,
UGC08699,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC08699_normalized.csv,local_structural_coupling_v6,105.92483181071498,110.9715984816028,2.40350795136133,2.4866384730724738,0.5614031805445321,0.26291362631260223,0.47161685112719304,0.24110312899329306,0.4654863740836248,503.8189313679815,baryonic_velocity_components,46.370221836465866,0.22314220001556018,41,ok,
NGC6789,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC6789_normalized.csv,local_structural_coupling_v6,91.74733349031207,95.76934522494594,2.1811279993930386,2.240400675345434,0.47245119975721556,0.2,0.2896678853461005,0.13870108282779262,0.25388009706406,541.503531417392,baryonic_velocity_components,22.107356558821323,0.4375897318241665,4,ok,
UGC07232,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC07232_normalized.csv,local_structural_coupling_v6,94.79758062306205,101.08889041669413,2.228581265464278,2.322612253364065,0.4914325061857111,0.21336570783269362,0.309423861254163,0.1445859304220466,0.25222154423792104,587.236210576412,baryonic_velocity_components,10.946409716196685,0.1973798633597751,4,ok,
UGC05721,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC05721_normalized.csv,local_structural_coupling_v6,104.17217162079821,110.7549207918987,2.376248383720705,2.4828577319696596,0.5504993534882819,0.2569483075397568,0.436428944179601,0.2470548845548586,0.30054757421270384,602.5481937474765,baryonic_velocity_components,41.81031130631904,0.502432741021689,23,ok,
F571-8,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\F571-8_normalized.csv,local_structural_coupling_v6,104.68198501506949,110.99643943730776,2.386816709127473,2.487072501522577,0.5547266836509892,0.265279077745201,0.45170450713864696,0.2512324733170206,0.36274059780458173,610.9270562083817,baryonic_velocity_components,55.081555922397435,0.6815554135904045,13,ok,
NGC3521,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3521_normalized.csv,local_structural_coupling_v6,104.56494266126828,111.11246873916647,2.38122863131854,2.4891014032287675,0.5524914525274162,0.25354369171235774,0.4595283742786392,0.25386342917879867,0.3182045138352748,631.6317606787843,baryonic_velocity_components,29.48686108106167,0.12073419369445265,41,ok,
UGC03205,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC03205_normalized.csv,local_structural_coupling_v6,103.2030675556724,111.16176880594277,2.361024462640216,2.489964271263603,0.5444097850560863,0.25141826816923624,0.4419199975222489,0.2085497051467873,0.31113070093974476,763.3423935946444,baryonic_velocity_components,48.3581062685356,0.20047704624782656,48,ok,
NGC2976,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2976_normalized.csv,local_structural_coupling_v6,97.38639416966278,109.74582115446228,2.2683497610955965,2.465369544885318,0.5073399044382385,0.22291677998846174,0.35503592950235635,0.21333370847943803,0.2806609572108271,886.8763921427571,baryonic_velocity_components,9.244803268279986,0.22445943459760165,27,ok,
